"NetC","ARPA Puglia","","","","","","","","","",""
"Stat","Foggia Via Rosati","","","","","","","","","",""
,SO2,NO2,NOx,CO,PM10,
03/02/2011 21.00,,"39,02829848","41,96230072",,,"0,07927413"
03/02/2011 22.00,,"38,84010032","42,243728",,,"0,07927413"
03/02/2011 23.00,,"33,49936808","35,88984608",,,"0,07927413"
04/02/2011 0.00,,"25,04502032","26,39472024",,,"0,07927413"
04/02/2011 1.00,,"18,37656851","19,03569801",,"0,003731",
04/02/2011 2.00,,"12,64516305","13,71161546",,,
04/02/2011 3.00,,"9,96765943","10,27463294",,,
04/02/2011 4.00,,"8,93844513","8,9893311",,,
04/02/2011 5.00,,"10,76974152","11,20326649",,,
04/02/2011 6.00,,"12,40765058","13,64028257",,,
04/02/2011 7.00,,"13,73667414","14,56243061",,,
04/02/2011 8.00,,"21,638104","24,13408616",,,
04/02/2011 9.00,,"41,67465944","48,1825912",,,
04/02/2011 10.00,,"47,73703784","61,9149576",,,
04/02/2011 11.00,,"28,75563872","36,7342044",,,
04/02/2011 12.00,,"31,06975144","44,34226272",,,
04/02/2011 13.00,,"27,22416496","35,52153752",,,
04/02/2011 14.00,,,,,,
04/02/2011 15.00,,"22,18851144","28,44734784",,,
04/02/2011 16.00,,,,,,
04/02/2011 17.00,,,,,,
04/02/2011 18.00,"2,09323313","3,83780846","14,81793499","2,94058815",,
04/02/2011 19.00,"1,13680667","32,36113536","33,54104968","0,34979242",,"6,73200099"
04/02/2011 20.00,"4,47253921","56,58980816","66,14309704","0,50314137",,"1,22235874"
04/02/2011 21.00,"4,90589003","66,75602688","81,05440264","0,66338945",,"1,42054357"
04/02/2011 22.00,"4,59171025","65,96822552","78,42024024","0,59699144",,"1,4598496"
04/02/2011 23.00,"4,70907612","55,64495512","63,45578104","0,57755807",,"1,44674759"
05/02/2011 0.00,"4,90408384","35,6966576","42,70417584","0,49366176",,"1,40039476"
05/02/2011 1.00,"4,66032419","19,27988144","24,6152792","0,43694141",,"1,2747678"
05/02/2011 2.00,"4,38767463","13,74835072","25,19243552","0,42260259",,"1,13614867"
05/02/2011 3.00,,"12,06372002","11,31999409","0,45708542",,"1,08340908"
05/02/2011 4.00,"4,48517849","8,50106366","12,71553994",,,"0,95128655"
05/02/2011 5.00,"4,55920897",,,"0,23820056",,"0,91164897"
05/02/2011 6.00,"4,4003139","10,00529715","14,7660567","0,23304544",,"0,85879955"
05/02/2011 7.00,"4,00307574","12,16495086","17,11358162","0,24072978",,"0,83237585"
05/02/2011 8.00,"4,21614029","29,94838256","39,89105024","0,28112382",,"0,78613185"
05/02/2011 9.00,"4,16919353","45,46055328","56,2432964","0,72786987",,"0,87861884"
05/02/2011 10.00,"4,20711136","56,4418576","75,4826052","0,57079874",,"1,14286494"
05/02/2011 11.00,"4,11683024","40,68567744","55,192748","0,42579352",,"1,31462505"
05/02/2011 12.00,"3,57333629","22,94637088","32,28429208","0,38185671",,"1,24206719"
05/02/2011 13.00,"4,44003792","21,98205368","30,98212448","0,42685134",,"1,14947035"
05/02/2011 14.00,"5,0846471","19,7094696","28,38557112","0,32709822",,"1,18910793"
05/02/2011 15.00,"5,21826361","17,57837352","24,22488704","0,31926126",,"1,16928965"
05/02/2011 16.00,"4,846304","10,48679994","16,18754074","0,25860554",,"1,07702334"
05/02/2011 17.00,"4,95825231","12,24022248","17,72186147","0,25801954",,"0,95811265"
05/02/2011 18.00,"5,44216125","33,56814272","41,11798064","0,31633245",,"0,87850799"
05/02/2011 19.00,"5,55230438","81,27273392","100,30021224","0,51231458",,"1,03023015"
05/02/2011 20.00,"6,80179872",,,"0,86426457",,"1,61729645"
05/02/2011 21.00,"8,78257199",,,"1,00570373",,"2,35123993"
05/02/2011 22.00,"9,38384578","97,22617512","221,99276","0,97153777",,"2,46387471"
05/02/2011 23.00,"10,48346991","101,29110624","264,5320832","1,05007159",,"2,648627"
06/02/2011 0.00,"7,68655617","79,4245756","134,68690128","0,67046915",,"2,61669727"
06/02/2011 1.00,"6,34497554","71,0416028","97,78019624","0,50304584",,"2,17496637"
06/02/2011 2.00,"6,12468825","72,40828128","96,17453688","0,42838914",,"1,80414071"
06/02/2011 3.00,"6,19330219","70,25640176","98,56488104","0,42552091",,"1,59252335"
06/02/2011 4.00,"6,37386546","63,69826088","84,47455","0,40880549",,"1,4799984"
06/02/2011 5.00,"5,88815134","53,12449936","66,3661892","0,37250526",,"1,37452025"
06/02/2011 6.00,"5,85203869","46,51572872","56,32371512","0,33830319",,"1,215973"
06/02/2011 7.00,"5,73467282","43,20615232","51,85820088","0,31244834",,"1,10983379"
06/02/2011 8.00,"5,65522478","40,62468464","52,0021936","0,30452984",,"1,02395425"
06/02/2011 9.00,"5,98926657","58,75205072","77,00138328","0,37677382",,"0,97110482"
06/02/2011 10.00,"5,25618144","61,2543616","85,60679816","0,46965694",,"1,05037794"
06/02/2011 11.00,"5,43132715","41,93553272","59,17446888","0,50979352",,"1,25384811"
06/02/2011 12.00,"5,26340417","19,213688","29,36608296","0,36715674",,"1,34137927"
06/02/2011 13.00,"5,99287793","21,69133408","31,64488104","0,41462467",,"1,27465695"
06/02/2011 14.00,"6,88485711","22,1040584","30,00419384","0,40927033",,"1,47284177"
06/02/2011 15.00,"7,02930772","16,24935188","23,24177488","0,33830319",,"1,38828331"
06/02/2011 16.00,"6,87041266","10,00140241","15,93333461","0,29959606",,"1,13064365"
06/02/2011 17.00,"6,87944057","11,61206165","18,71664257","0,33043128",,"0,97110482"
06/02/2011 18.00,"6,08496423","20,43757832","26,0185916","0,38010805",,"0,9909231"
06/02/2011 19.00,"5,94412601","25,0398388","31,53333496","0,41912157",,"1,01690745"
06/02/2011 20.00,"5,96398802","34,15218224","42,71195768","0,46313876",,"1,16180249"
06/02/2011 21.00,"5,92606917","36,66487528","45,71574792","0,45635264",,"1,16312358"
06/02/2011 22.00,"6,24747066","42,48452528","51,39521008","0,45549869",,"1,13581814"
06/02/2011 23.00,"5,97843247","31,91206392","38,20757248","0,40787349",,"1,1433053"
07/02/2011 0.00,"6,01454512","22,55571104","30,8939048","0,40892083",,"1,10983379"
07/02/2011 1.00,"5,79245266","12,17013812","18,17320819","0,40775816",,"1,08384944"
07/02/2011 2.00,"6,15357817","9,38231784","11,44580178","0,37394054",,"1,02439461"
07/02/2011 3.00,,"7,82746606","15,47031322","0,38429622",,"0,98960202"
07/02/2011 4.00,"5,93509708","4,81380798","10,12159073",,,"1,04432272"
07/02/2011 5.00,"5,62091832",,,"0,21892913",,"0,96504859"
07/02/2011 6.00,"5,44396642","16,83209698","23,95252264","0,20024137",,"0,85384574"
07/02/2011 7.00,"5,38979795","19,48494344","24,59193368","0,22929763",,"0,66171614"
07/02/2011 8.00,"5,41146514","34,7050944","43,64447832","0,29445725",,"0,6997021"
07/02/2011 9.00,"4,92575204","51,12577104","64,16650968","0,51751397",,"0,80484973"
07/02/2011 10.00,"5,46924497","69,20382664","90,97886808","0,68744437",,"1,08065708"
07/02/2011 11.00,"6,58331762","52,11735336","66,28058896","0,47423539",,"1,33389212"
07/02/2011 12.00,"6,3160846","42,87130376","56,5480692","0,6044521",,"1,35371141"
07/02/2011 13.00,,"16,3609687","24,8993068","8,99752101",,"1,52282834"
07/02/2011 14.00,,,,,,
07/02/2011 15.00,"7,83985977","13,28810555","14,32199852","0,46003404",,"1,70605716"
07/02/2011 16.00,,"6,84108438","7,33179726",,,"1,68258785"
07/02/2011 17.00,"1,05191158",,,"0,31112024","6,89289093","1,61036051"
07/02/2011 18.00,"4,52961935","54,19003784","55,74395848","0,28482386",,"1,02032051"
07/02/2011 19.00,"7,21885516","68,48221872","69,8822616","0,42824468","6,99327421","1,17600592"
07/02/2011 20.00,"6,68425894","76,05140608","77,2880112","0,45441058",,"1,44146326"
07/02/2011 21.00,"6,63007725","76,63284528","78,24255808","0,41564404","0,36817601","1,44212329"
07/02/2011 22.00,"7,0689514","112,62412296","114,42687128","0,55937359",,"1,44872972"
07/02/2011 23.00,"8,757626",,,"0,64859511","1,03801894","1,63359185"
08/02/2011 0.00,"7,57645779","92,88220672","95,25888008","0,4533481",,"1,80854432"
08/02/2011 1.00,"7,28929258","68,22782712","69,93805376","0,41159683","0,61249602","1,6098093"
08/02/2011 2.00,"7,53311121",,,"0,3905348",,"1,49596327"
08/02/2011 3.00,"6,85041742",,,"0,37616918",,"1,27179511"
08/02/2011 4.00,"6,72218694",,,"0,28997316",,"1,07944583"
08/02/2011 5.00,"6,19662066",,,"0,24541424",,"0,81486922"
08/02/2011 6.00,"6,33568829",,,"0,26517148",,"0,66898362"
08/02/2011 7.00,"6,52351904",,,"0,28544015",,"0,68571835"
08/02/2011 8.00,"7,74261525",,,"0,58456322",,"0,76212963"
08/02/2011 9.00,"14,59664505",,,"4,05647641",,"1,63215991"
08/02/2011 10.00,"16,81086762",,,"2,08211713",,"3,40635302"
08/02/2011 11.00,"12,97840482",,,"1,26173112",,"3,79743732"
08/02/2011 12.00,"11,61301113",,,"0,98351863",,"3,14959408"
08/02/2011 13.00,"10,56730122",,,"0,86647341",,"2,62308403"
08/02/2011 14.00,"10,98089478",,,"0,74529477",,"2,29541883"
08/02/2011 15.00,"10,5492393",,,"0,62718474",,"2,01212433"
08/02/2011 16.00,"9,97852738",,,"0,35023395",,"1,68798202"
08/02/2011 17.00,"9,42406508",,,"0,38255804",,"1,27344672"
08/02/2011 18.00,"8,8659904",,,"0,43910714",,"1,15904948"
08/02/2011 19.00,"8,0568713",,,"0,56240492",,"1,10333822"
08/02/2011 20.00,"12,34808856",,,"1,21591982",,"1,5025697"
08/02/2011 21.00,"11,7845892",,,"1,06699438",,"2,45110323"
08/02/2011 22.00,"9,42406508",,,"0,74789272",,"2,48105083"
08/02/2011 23.00,"9,03214786",,,"0,63552964",,"1,98658034"
09/02/2011 0.00,"8,6673225",,,"0,55358936",,"1,6998738"
09/02/2011 1.00,"8,58243758",,,"0,55945281",,"1,62070951"
09/02/2011 2.00,"8,53909202","50,92329024","52,57804976","0,46445288",,"1,53912373"
09/02/2011 3.00,,"15,91320316","17,12265979","0,38263027","0,39566201","1,33664513"
09/02/2011 4.00,"8,48310413","4,55423295","5,71057996",,,"1,12656955"
09/02/2011 5.00,"7,47170475","5,13957263","6,13728482","0,31514415","0,310489","1,00633777"
09/02/2011 6.00,"7,30012872","13,2603567","14,8049659","0,47089766",,"1,07228921"
09/02/2011 7.00,"8,23025353","6,68274401","8,16575239","0,4337796","34,50708008","1,25560956"
09/02/2011 8.00,"7,40307454","18,45314029","20,06938448","0,44458963",,"1,20309066"
09/02/2011 9.00,"7,16106109","35,76805168","37,51628888","0,76525239","34,7011795","1,20099869"
09/02/2011 10.00,"7,33444433","50,31978656","52,46390336","0,87616505",,"1,35062787"
09/02/2011 11.00,"7,25678316","30,54670472","32,38285568","0,69170244","34,91259003","1,44861989"
09/02/2011 12.00,"7,01115732","29,67582696","31,5229528","0,76015551",,"1,44950061"
09/02/2011 13.00,"7,01296351","23,08393928","24,83835224","0,75760649","34,74156189","1,54286731"
09/02/2011 14.00,"7,20440664","25,45256312","27,21441376","0,73890708",,"1,51115827"
09/02/2011 15.00,"7,83833732","19,74191624","21,37153296","0,76489939","34,78091049","1,57799042"
09/02/2011 16.00,"8,38918825","17,93009548","19,60895576","0,71828425",,"1,56026309"
09/02/2011 17.00,"8,81722626","19,11115891","20,69063152","0,67464917","34,71136093","1,41327608"
09/02/2011 18.00,"7,58729291","37,85761912","39,56159352","0,59529636",,"1,37231844"
09/02/2011 19.00,"7,89432521","49,41128064","51,05799064","0,61368356","34,75038147","1,40523873"
09/02/2011 20.00,"8,44878852","55,38928248","57,08503528","0,69025202",,"1,52282834"
09/02/2011 21.00,"8,45781948","66,1343592","67,91607552","0,73659222","34,73035049","1,71308565"
09/02/2011 22.00,"7,84917346","66,86246792","68,67739568","0,73573012",,"1,75613628"
09/02/2011 23.00,"8,29527237","45,81746632","47,50298992","0,64889102","34,71271133","1,71473726"
10/02/2011 0.00,"7,78054325","37,26189728","38,86380912","0,63179698",,"1,62059967"
10/02/2011 1.00,"7,28026162","26,66737144","28,1352712","0,57244023","34,65468979","1,51413096"
10/02/2011 2.00,"7,24052845","16,27790569","17,46376442","0,50775011",,"1,39257708"
10/02/2011 3.00,"7,16647966","13,63803788","14,8244205","0,4656039","34,6282196","1,29007162"
10/02/2011 4.00,"7,14841876","9,23435963","10,39525146","0,4847367",,"1,21090834"
10/02/2011 5.00,"7,15022495","12,07280394","13,28361426","0,50014499","34,66827011","1,18910793"
10/02/2011 6.00,"7,14480638","18,8373108","20,445494","0,53370398",,"1,20705391"
10/02/2011 7.00,"6,56325221","18,45054762","19,98118392","0,46195862","56,74559021","1,23325895"
10/02/2011 8.00,"6,6571681","32,89716456","34,52284256","0,52480571",,"1,15035209"
10/02/2011 9.00,"7,00032119","67,86573256","70,21039904","0,63603175","56,99161148","1,21553264"
10/02/2011 10.00,"6,40973708","74,68239496","76,05458","0,7510988","57,22167969","1,41426766"
10/02/2011 11.00,"6,58131312","54,6624548","56,75297824","0,90788217","57,06829071","1,63832598"
10/02/2011 12.00,"5,99072901","39,6097568","41,44481792","0,90654941","56,97328186","1,85027387"
10/02/2011 13.00,"8,12911389","87,09888472","90,44838368","0,80692793","57,58747101","1,8169122"
10/02/2011 14.00,"8,84973569","98,74080416","102,33519208","0,62187817","57,65942001","1,67521054"
10/02/2011 15.00,"7,94128315","36,22100448","37,95077176","0,88326106","56,95021057","1,54044482"
10/02/2011 16.00,"8,89488743","29,78486832","31,41400704","0,58149694","56,91085052","1,47130102"
10/02/2011 17.00,"8,79013542","37,52795208","39,14917512","0,62724882","56,83823013","1,38817347"
10/02/2011 18.00,"7,23872226","53,74616704","55,4171212","0,69193894","56,88370132","1,40017407"
10/02/2011 19.00,"7,49157185","77,1896388","78,90401448","0,83958638","56,93188095","1,53593035"
10/02/2011 20.00,"7,19718289","96,94973816","98,78923512","0,89016136","57,00382996","1,75690615"
10/02/2011 21.00,"8,65106779","99,3793548","101,26646056","0,88851521","57,00992966","1,92272088"
10/02/2011 22.00,"8,96713003","144,09619744","147,25199168","1,01554099","57,47549057","2,0343651"
10/02/2011 23.00,"9,56855129","168,67015832","173,72844992","1,01761818","58,24509048","2,20975896"
11/02/2011 0.00,"9,26693756","130,85267208","134,0487904","0,97492326","57,47346115","2,26492002"
11/02/2011 1.00,"8,69983192","97,13403584","99,69064752","0,89768842","57,33636093","2,22219992"
11/02/2011 2.00,"9,06646347","100,82777128","103,83318672","0,93830498","57,5067215","2,16395633"
11/02/2011 3.00,,"76,9170832","79,0142604","0,87655649","57,12598038","2,18256336"
11/02/2011 4.00,"7,9864349","44,38591368","45,77670248",,"56,82804108","2,08181934"
11/02/2011 5.00,"7,84014351","19,76528088","20,9487324","0,53975848","56,77444077","1,84763068"
11/02/2011 6.00,"7,32360718","24,27798328","25,72808232","0,59189689","86,60925293","1,62324184"
11/02/2011 7.00,"7,40488073","32,44029216","33,9119968","0,60270693","86,81555176","1,53681209"
11/02/2011 8.00,"7,82027642","95,78684064","98,77887208","0,75088561","87,48403931","1,54727092"
11/02/2011 9.00,"10,43365725",,,"1,44733076","89,74265289","1,87427608"
11/02/2011 10.00,"14,5551006",,,"3,65140242","91,06060028","2,99412936"
11/02/2011 11.00,"9,25429523",,,"1,01040334","87,90550232","3,92460605"
11/02/2011 12.00,"8,0749322","84,2189156","86,52895576","0,88575649","87,21121979","2,84328894"
11/02/2011 13.00,"7,70649344","85,70887984","87,83630488","0,80118914","87,13249969","2,28077505"
11/02/2011 14.00,"8,80639013","41,7278704","43,41880496","0,70947918","86,94178009","1,92899678"
11/02/2011 15.00,"9,02853649","33,98086704","35,57339096","1,13825044","86,88613129","1,68357841"
11/02/2011 16.00,"7,87987669","23,85357664","25,34677216","0,83061471","86,83457184","1,75338326"
11/02/2011 17.00,"8,13633866","30,12749872","31,60855304","0,62159507","86,852211","1,6098093"
11/02/2011 18.00,"8,26276295","37,31250792","38,86902888","0,64973215","86,90718079","1,44773815"
11/02/2011 19.00,"8,1832966","65,19210648","66,80845392","0,76306102","86,86306","1,48308195"
11/02/2011 20.00,"8,53186725","86,62126712","88,32394136","0,8105173","86,92346954","1,66221836"
11/02/2011 21.00,"8,78652303","111,62860192","113,76283368","0,91131892","87,10533905","1,79324051"
11/02/2011 22.00,"9,39516804","149,28119728","152,4840076","1,08014257","87,54376984","2,09282938"
11/02/2011 23.00,"9,05743353","121,18749296","123,63018768","0,8953957","87,26145172","2,18784769"
12/02/2011 0.00,"8,74498367","61,84620208","63,42593472","0,69410351","86,88818359","2,03282333"
12/02/2011 1.00,"8,83167478","30,37408936","31,7589892","0,46440162","86,78095245","1,68644127"
12/02/2011 2.00,"7,93225219","11,87292728","13,05015906","0,35009648","86,81217194","1,18558402"
12/02/2011 3.00,"8,11647157","19,48754376","20,630958","0,37106881","86,75856018","0,86419473"
12/02/2011 4.00,"7,91960986","20,46224312","21,76322528","0,36135155","86,84812927","0,75387261"
12/02/2011 5.00,"8,28263004","15,27724902","16,4975161","0,3837743","86,7870636","0,71610733"
12/02/2011 6.00,"8,25192681","21,98075352","23,3429388","0,40114096","90,18309021","0,69782981"
12/02/2011 7.00,"7,96837399","27,94577288","29,36998344","0,47216751","90,25978088","0,78172824"
12/02/2011 8.00,"8,75943117","82,64069344","85,03870472","0,54331057","90,63645172","0,87355418"
12/02/2011 9.00,"10,25665857",,,"0,89590364","92,34397125","1,17501434"
12/02/2011 10.00,"10,57452192",,,"1,18488539","92,55911255","1,77837705"
12/02/2011 11.00,"8,84612432","87,07291976","89,57813688","0,79049677","90,66156006","2,12586053"
12/02/2011 12.00,"8,27901766","62,14730384","64,25210992","0,64754661","90,51087952","1,77782584"
12/02/2011 13.00,"9,47102302","76,79377832","79,71722632","0,56329148","90,79592133","1,4633735"
12/02/2011 14.00,"9,26332518","55,35683584","57,65440976","0,52563169","90,61676025","1,2434981"
12/02/2011 15.00,"9,51617477","67,2336636","69,52819744","0,52606158","90,58148193","1,07548157"
12/02/2011 16.00,"10,03632247","78,9716228","81,75478736","0,5248127","90,77217102","0,99896045"
12/02/2011 17.00,"10,00742543","28,47530128","29,9640036","0,55213078","90,2937088","1,32123047"
12/02/2011 18.00,"9,49811387","30,36630752","31,83810776","0,52531947","90,28218079","1,58900046"
12/02/2011 19.00,"8,98338474","54,40418184","55,92424096","0,56883222","90,30796051","1,30735757"
12/02/2011 20.00,"9,35001731","99,62854576","101,29888808","0,75576463","90,41249084","1,3439116"
12/02/2011 21.00,"9,02131274","111,08482912","112,8523584","0,78573542","90,39891052","1,54440908"
12/02/2011 22.00,"8,93100822","118,80454824","121,11149096","0,82300377","90,61676025","1,62467377"
12/02/2011 23.00,"9,20733729","98,10875432","100,30799408","0,77527605","90,50479126","1,83232687"
13/02/2011 0.00,"8,87140897","57,149202","58,67381168","0,64489274","90,29846954","1,6982222"
13/02/2011 1.00,"8,41086154","62,0291996","63,73462712","0,65788832","90,37854004","1,56114382"
13/02/2011 2.00,"9,05382114","77,40768328","79,15695296","0,62943902","90,41654968","1,51512152"
13/02/2011 3.00,,"39,53188104","40,84043472","0,53534896","90,30255127","1,34170979"
13/02/2011 4.00,"8,49755265","39,26580712","40,54600584",,"90,29032135","1,10697094"
13/02/2011 5.00,"8,40363677","28,73099304","29,97826712","0,47545398","90,2061615","0,98651949"
13/02/2011 6.00,"8,70163811","50,03036712","51,58067408","0,40332184","49,52492142","1,00600725"
13/02/2011 7.00,"8,97616099","53,52164088","55,19404816","0,36648337","49,12451172","1,05709523"
13/02/2011 8.00,"9,08452539","53,04402328","55,1330936","0,34196129","49,2568512","1,06171952"
13/02/2011 9.00,"9,52520471","47,58516768","49,65465912","0,33527069","49,22700119","1,10509966"
13/02/2011 10.00,"8,74317748","49,43464528","51,3044092","0,35505705","49,18899155","1,08803338"
13/02/2011 11.00,"8,90030601","57,70207592","59,76068808","0,53463365","49,25345993","1,1974758"
13/02/2011 12.00,"8,74678986","52,07970608","54,13441776","0,41069396","49,28739166","1,38729275"
13/02/2011 13.00,"9,29763977","15,25388438","16,86845174","0,28375439","49,04782104","1,17215149"
13/02/2011 14.00,"9,10800284","16,76850194","18,33014324","0,29798021","49,01390076","0,89139033"
13/02/2011 15.00,"9,03576126","11,98843885","13,39645094","0,2724271","49,0369606","0,77203928"
13/02/2011 16.00,"9,38975048","4,14410704","5,29165694","0,25281549","49,05393982","0,65422898"
13/02/2011 17.00,"9,04117882","6,33880771","7,72607843","0,25817332","48,97589111","0,59664542"
13/02/2011 18.00,"9,15676697","11,49784068","12,83226754","0,27355948","49,01660156","0,636283"
13/02/2011 19.00,"9,19830735","39,14250224","40,59141584","0,38562665","48,95756149","0,73383364"
13/02/2011 20.00,"9,01950553","37,37351984","38,78342864","0,34389635","49,01457977","0,97627932"
13/02/2011 21.00,"9,11883999","85,7802548","87,53149384","0,51536921","49,14487076","1,06072795"
13/02/2011 22.00,"9,89183626","143,58741424","146,68523664","0,76306801","49,64709091","1,39059495"
13/02/2011 23.00,"10,73526894","168,6557992","173,19148384","0,94278441","50,30607986","1,8169122"
14/02/2011 0.00,"10,14287966","97,98803064","100,28854904","0,61917653","49,40684128","2,13279647"
14/02/2011 1.00,"10,16816533","118,0855024","121,130936","0,70227831","49,65319061","1,82439935"
14/02/2011 2.00,"9,75457584","59,77347936","61,18996544","0,43245033","49,09125137","1,59813821"
14/02/2011 3.00,"9,48727773","69,41667048","70,75512784","0,49436775","49,02067184","1,31407384"
14/02/2011 4.00,"10,16455295","31,12426256","32,2803916","0,37197285","48,96638107","1,22588163"
14/02/2011 5.00,"9,35543487","22,50508128","23,6840396","0,32297645","49,01660156","1,00160262"
14/02/2011 6.00,"9,73470875","23,75623672","25,13666248","0,35268162","31,3543396","0,8183921"
14/02/2011 7.00,"9,57938742","37,77326168","39,31259376","0,34131005","31,2532196","0,87762727"
14/02/2011 8.00,"9,89003007","71,33234152","73,51251864","0,47785621","31,48937988","1,004796"
14/02/2011 9.00,"11,05313229","156,881512","162,81959128","0,83752433","33,00756073","1,1460573"
14/02/2011 10.00,"10,78944453","146,87748824","151,69412216","1,06358326","32,55693054","1,56147434"
14/02/2011 11.00,"10,57452192","111,94526736","115,53837424","0,70379864","32,07236099","1,89068131"
14/02/2011 12.00,"9,88100114","22,32338392","24,11074064","0,38374518","31,36791039","1,54077534"
14/02/2011 13.00,"10,48603275","28,93215456","30,83036904","0,39184659","31,35638046","1,08594141"
14/02/2011 14.00,"9,96046749","27,24361","29,05222816","0,36745615","31,35909081","0,95976426"
14/02/2011 15.00,"10,58536314","23,97816256","25,7462272","0,38945484","31,38759995","0,86958992"
14/02/2011 16.00,"10,40475411","14,54654571","16,19661892","0,35063355","31,3129406","0,85373489"
14/02/2011 17.00,"10,27652058","25,02685632","26,67356632","0,32642252","31,30072975","0,7255756"
14/02/2011 18.00,"10,27833084","40,71424272","42,42532976","0,42802217","31,35840988","0,74924831"
14/02/2011 19.00,"10,00020066","59,61904712","61,3494836","0,44607967","31,30751038","0,77831519"
14/02/2011 20.00,"10,07966803","105,29886856","107,4880512","0,59772073","31,60070038","0,92475098"
14/02/2011 21.00,"11,24999298","160,8932704","164,64570424","0,79145673","32,1470108","1,28665857"
14/02/2011 22.00,"12,40226415","167,33722664","172,33806264","0,8662241","32,73881149","1,75998969"
14/02/2011 23.00,"12,41852598","158,32864744","164,11137672","0,86416089","32,94987106","2,06959805"
15/02/2011 0.00,"11,02062897","85,79581848","88,43808776","0,60508003","31,73777962","1,96973475"
15/02/2011 1.00,"10,48603275","54,55345168","56,40023336","0,50546671","31,47039032","1,63777578"
15/02/2011 2.00,"10,33792704","33,77450488","35,2167456","0,39925599","31,30072975","1,34424212"
15/02/2011 3.00,,"21,0631656","22,3883728","0,30937391","31,2308197","1,13625851"
15/02/2011 4.00,"9,99297691","4,45689303","5,78710011",,"31,3176899","0,8496618"
15/02/2011 5.00,"10,2801411","0,15185104","0,48895958","0,19173221","31,24098969","0,62439122"
15/02/2011 6.00,"10,39030254","1,77548894","2,61210748","0,2197889","37,67340088","0,47641365"
15/02/2011 7.00,"10,1374621","17,24481938","18,81910282","0,25891776","37,81184006","0,47564276"
15/02/2011 8.00,"10,80209601","71,5348032","74,04298392","0,43150319","38,21768951","0,61327134"
15/02/2011 9.00,"12,95853264",,,"0,88102659","40,10980988","0,93741365"
15/02/2011 10.00,"17,95953861",,,"1,92120849","42,54011154","1,91104979"
15/02/2011 11.00,"19,69697124",,,"1,63041284","42,48648071","3,10709467"
15/02/2011 12.00,"13,78209924",,,"0,75981067","39,85327148","2,97849502"
15/02/2011 13.00,"11,64371436","43,43846032","45,58343752","0,382473","38,16679001","2,24818427"
15/02/2011 14.00,"12,30293376","19,7522984","21,67114336","0,2850091","38,01544189","1,38773311"
15/02/2011 15.00,"11,51007039","21,88211344","23,75149496","0,31954203","37,97676086","0,97660985"
15/02/2011 16.00,"10,6395489","10,82035598","12,51450844","0,22233676","37,98965073","0,7301999"
15/02/2011 17.00,"11,44144323","16,10789065","17,89306195","0,25885718","37,96250153","0,53036448"
15/02/2011 18.00,"10,99172583","34,08860824","35,86133816","0,33426763","37,91500092","0,66490952"
15/02/2011 19.00,"10,77138261","48,4729284","50,27330584","0,40166521","38,02766037","0,90570359"
15/02/2011 20.00,"11,3276511","88,11381256","90,2447748","0,56926677","38,16611099","1,19384206"
15/02/2011 21.00,"12,24513765","134,40113376","137,56490104","0,64378716","38,52172089","1,4552253"
15/02/2011 22.00,"12,03744591","120,45288344","123,22425096","0,57217344","38,33441162","1,47108033"
15/02/2011 23.00,"12,039246","123,2224728","126,1048128","0,63340118","38,52579117","1,50620344"
16/02/2011 0.00,"11,54980458","101,6142916","103,9953052","0,60794127","38,29505157","1,6530796"
16/02/2011 1.00,"11,02784967","20,58552888","22,27034504","0,35868486","37,91500092","1,5545384"
16/02/2011 2.00,"10,65037995","34,73494072","36,18299392","0,41619625","37,95640182","1,16279305"
16/02/2011 3.00,"10,91948832","16,66597094","18,16931727","0,36589621","37,95843124","1,05059863"
16/02/2011 4.00,"11,0133981","3,29399934","4,67948425","0,32884921","37,97879028","0,95701124"
16/02/2011 5.00,"10,95019155",,,"0,27275679","37,88718033","0,81861279"
16/02/2011 6.00,"11,14885233",,,"0,25419368","32,77547073","0,68736996"
16/02/2011 7.00,"11,18136582","11,77818768","13,44962749","0,28218514","32,83044052","0,63419103"
16/02/2011 8.00,"11,40531939","77,0390688","79,60569936","0,44460245","33,20438004","0,66116594"
16/02/2011 9.00,"12,93867063",,,"0,65363024","34,26716995","0,89898732"
16/02/2011 10.00,"14,38533279",,,"0,95186558","35,95093155","1,31572544"
16/02/2011 11.00,"11,74666527","86,07745608","89,39395392","0,52950765","33,52132034","1,62412256"
16/02/2011 12.00,"11,68164846","74,93651888","77,8469844","0,56306664","33,27021027","1,46612551"
16/02/2011 13.00,"11,76472719","61,09342856","63,72554512","0,49191776","33,28379059","1,36439093"
16/02/2011 14.00,"12,01938399","39,27360808","41,39810776","0,43747148","33,06864166","1,24514971"
16/02/2011 15.00,"11,81890278","47,83175832","50,31483448","0,46134233","33,12158966","1,09408962"
16/02/2011 16.00,"11,88572985","24,45968064","26,35971152","0,3406693","32,94512177","0,95833232"
16/02/2011 17.00,"12,74180994","23,61346768","25,4621996","0,34965611","32,9145813","0,72876898"
16/02/2011 18.00,"12,07898019","37,07889976","38,9338648","0,37329862","32,88541031","0,677681"
16/02/2011 19.00,"11,94894657","44,8596308","46,67551456","0,41154674","32,92884064","0,6795533"
16/02/2011 20.00,"12,32641629","19,11764824","20,90462256","0,31361684","32,789711","0,69981194"
16/02/2011 21.00,"12,20179311","15,33825138","17,09671969","0,32183125","32,88066101","0,53983275"
