"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
17/01/2011 2.00,"2,1",33,"40,2","0,3","34,4",34
17/01/2011 3.00,"1,3","37,8","46,6","0,3","32,9",34
17/01/2011 4.00,"1,8","39,3","48,7","0,3","31,2",34
17/01/2011 5.00,"2,2","37,5","46,5","0,3","32,7",34
17/01/2011 6.00,"1,8","46,1","57,1","0,3","26,8",34
17/01/2011 7.00,2,46,"57,7","0,3","23,9",34
17/01/2011 8.00,"2,8","53,8","72,9","0,3","16,4",34
17/01/2011 9.00,"2,8","56,5",86,"0,5","19,4",34
17/01/2011 10.00,"2,5","49,3","70,1","0,4","31,4",34
17/01/2011 11.00,"3,4",43,"56,4","0,3","52,2",34
17/01/2011 12.00,3,"37,9","47,4","0,2",65,34
17/01/2011 13.00,"3,3","39,7","48,9","0,2","65,6",34
17/01/2011 14.00,"2,9",43,"53,4","0,3","65,8",34
17/01/2011 15.00,"2,8","42,3","51,2","0,3",61,34
17/01/2011 16.00,"2,7","38,7","46,6","0,3",58,34
17/01/2011 17.00,"2,5","46,1","54,8","0,4","47,5",34
17/01/2011 18.00,"2,6",64,"76,4","0,5","26,3",34
17/01/2011 19.00,"2,7","66,6","80,8","0,5","23,2",34
17/01/2011 20.00,"2,8","68,9",84,"0,6","21,7",34
17/01/2011 21.00,"2,9","73,8","93,2","0,7","17,6",34
17/01/2011 22.00,"2,5","68,5","84,3","0,7","18,4",34
17/01/2011 23.00,"2,4","64,4","78,9","0,7","18,8",34
18/01/2011 0.00,"2,1","61,4","77,5","0,7",11,34
18/01/2011 1.00,"2,1","53,8","68,5","0,7","13,4","38,6"
18/01/2011 2.00,"2,2",,,"0,6","23,9","38,6"
18/01/2011 3.00,"2,2","47,1","59,6",,"23,3","38,6"
18/01/2011 4.00,,"46,7","59,4","0,5","18,4","38,6"
18/01/2011 5.00,2,"44,5","57,1","0,4",,"38,6"
18/01/2011 6.00,"2,4","47,3","58,3","0,3","37,4","38,6"
18/01/2011 7.00,"2,3",52,"62,5","0,3","32,4","38,6"
18/01/2011 8.00,"2,1","54,1","65,8","0,3","27,6","38,6"
18/01/2011 9.00,"2,5","66,7","95,1","0,5","14,8","38,6"
18/01/2011 10.00,"3,1","71,5","113,4","0,7","14,5","38,6"
18/01/2011 11.00,"3,9","83,3","144,3","0,9","14,3","38,6"
18/01/2011 12.00,"3,1","68,3","96,4","0,5","34,4","38,6"
18/01/2011 13.00,"3,8","60,3","79,1","0,4",49,"38,6"
18/01/2011 14.00,"3,5","53,4",65,"0,4","64,4","38,6"
18/01/2011 15.00,"3,4",54,"64,5","0,3","64,8","38,6"
18/01/2011 16.00,"2,6","49,1","57,9","0,3","58,4","38,6"
18/01/2011 17.00,"3,3",52,"60,6","0,3","51,8","38,6"
18/01/2011 18.00,"2,7","63,6","75,1","0,5","28,4","38,6"
18/01/2011 19.00,"2,6","61,3","74,2","0,5","20,6","38,6"
18/01/2011 20.00,"3,1","66,7","101,2","0,9","12,4","38,6"
18/01/2011 21.00,"3,4","76,1","121,2",1,"9,9","38,6"
18/01/2011 22.00,"3,2","73,2",110,1,"9,9","38,6"
18/01/2011 23.00,"2,8","67,7","89,9","0,8","13,3","38,6"
19/01/2011 0.00,"2,7","66,3","86,6","0,7","9,3","38,6"
19/01/2011 1.00,"2,8","58,7","79,3","0,7","10,3","47,1"
19/01/2011 2.00,"2,7","57,2","79,8","0,7","7,2","47,1"
19/01/2011 3.00,"2,4","54,1","71,7","0,6","7,8","47,1"
19/01/2011 4.00,"2,4","46,6","62,1","0,5","15,1","47,1"
19/01/2011 5.00,"2,2","51,6","66,5","0,5","14,6","47,1"
19/01/2011 6.00,"2,5","50,8","67,9","0,5","9,3","47,1"
19/01/2011 7.00,"2,4","48,1","64,3","0,4","7,9","47,1"
19/01/2011 8.00,"2,6","47,6","73,1","0,4","7,5","47,1"
19/01/2011 9.00,"3,9","60,7","130,8","0,8","9,9","47,1"
19/01/2011 10.00,"3,7","65,9","109,9","0,7",14,"47,1"
19/01/2011 11.00,"2,9","63,6","88,8","0,5","28,4","47,1"
19/01/2011 12.00,3,"55,8","71,3","0,5","46,1","47,1"
19/01/2011 13.00,"3,1","56,2","67,2","0,3","56,7","47,1"
19/01/2011 14.00,"3,4","57,4","70,4","0,4","58,7","47,1"
19/01/2011 15.00,"3,3","56,1","65,8","0,3","61,1","47,1"
19/01/2011 16.00,"2,9","51,3","59,1","0,3","60,5","47,1"
19/01/2011 17.00,"2,9","64,2","74,4","0,4",40,"47,1"
19/01/2011 18.00,"2,9","62,9","74,4","0,4",37,"47,1"
19/01/2011 19.00,"2,9","73,9","93,2","0,7","20,8","47,1"
19/01/2011 20.00,"2,6",63,"76,7","0,5","31,2","47,1"
19/01/2011 21.00,3,"67,4",86,"0,7","17,6","47,1"
19/01/2011 22.00,3,"70,7","86,9","0,7","16,7","47,1"
19/01/2011 23.00,"2,8","63,9","78,1","0,6","16,3","47,1"
20/01/2011 0.00,"2,9","59,5","74,2","0,7","17,3","47,1"
20/01/2011 1.00,"2,4","56,8","71,1","0,7","12,5","43,3"
20/01/2011 2.00,"2,9",,,"0,5","22,2","43,3"
20/01/2011 3.00,"2,6","48,1","59,8",,24,"43,3"
20/01/2011 4.00,,"45,6","56,5","0,5","24,8","43,3"
20/01/2011 5.00,"2,6","47,3","59,1","0,5",,"43,3"
20/01/2011 6.00,"2,9","47,1","59,2","0,5","17,6","43,3"
20/01/2011 7.00,"2,9","51,7",67,"0,5","13,6","43,3"
20/01/2011 8.00,3,"61,4","89,9","0,5","7,1","43,3"
20/01/2011 9.00,"3,4","66,2","96,3","0,5","20,6","43,3"
20/01/2011 10.00,"2,8","48,5","61,1","0,3","50,4","43,3"
20/01/2011 11.00,"3,1","41,4","49,2","0,3","65,6","43,3"
20/01/2011 12.00,"3,1","37,4","44,2","0,3","70,4","43,3"
20/01/2011 13.00,"3,2","34,1",40,"0,2","70,3","43,3"
20/01/2011 14.00,"3,2","38,9","46,3","0,2","69,1","43,3"
20/01/2011 15.00,"2,9","38,4","44,9","0,3",68,"43,3"
20/01/2011 16.00,"2,9","39,2","45,9","0,3","66,9","43,3"
20/01/2011 17.00,"2,9","43,6","50,7","0,3","58,7","43,3"
20/01/2011 18.00,"3,7","54,7","64,5","0,4","40,3","43,3"
20/01/2011 19.00,"3,2","57,7","68,2","0,5","36,1","43,3"
20/01/2011 20.00,"3,1","56,1","66,8","0,5","31,5","43,3"
20/01/2011 21.00,"3,2","58,6","71,1","0,6","26,4","43,3"
20/01/2011 22.00,"2,9","59,8","72,8","0,6","20,6","43,3"
20/01/2011 23.00,"3,2","57,2","71,1","0,6","20,5","43,3"
21/01/2011 0.00,"3,3","49,6","61,9","0,5","28,8","43,3"
21/01/2011 1.00,"3,2",50,"61,4","0,5","28,8","23,1"
21/01/2011 2.00,"3,2","47,6","59,6","0,5","23,4","23,1"
21/01/2011 3.00,"3,1","42,9","54,7","0,4",27,"23,1"
21/01/2011 4.00,"3,1",43,"53,9","0,3","30,7","23,1"
21/01/2011 5.00,3,"41,4","52,3","0,3","30,3","23,1"
21/01/2011 6.00,"3,2","42,5",54,"0,3","22,9","23,1"
21/01/2011 7.00,"3,4","52,7","67,1","0,3","20,5","23,1"
21/01/2011 8.00,"3,9","65,5","108,2","0,5","7,2","23,1"
21/01/2011 9.00,"3,8","65,7","111,8","0,5","11,9","23,1"
21/01/2011 10.00,"3,4","61,4","85,8","0,4","35,9","23,1"
21/01/2011 11.00,"3,5","52,9","69,5","0,3","46,4","23,1"
21/01/2011 12.00,"3,5","60,8","78,4","0,3","44,5","23,1"
21/01/2011 13.00,"3,6","36,6","47,3","0,3","47,1","23,1"
21/01/2011 14.00,"3,5","36,6","45,9","0,2","60,3","23,1"
21/01/2011 15.00,"3,5","50,1","59,6","0,2","49,6","23,1"
21/01/2011 16.00,"3,1","51,3","60,5","0,3","46,3","23,1"
21/01/2011 17.00,"3,2","52,3","62,7","0,3","38,6","23,1"
21/01/2011 18.00,"3,3","55,5","67,4","0,4","31,4","23,1"
21/01/2011 19.00,"3,3","58,3","72,2","0,5","22,5","23,1"
21/01/2011 20.00,"3,4","61,3","76,9","0,5",21,"23,1"
21/01/2011 21.00,"3,4","61,6","77,3","0,5","23,6","23,1"
21/01/2011 22.00,"3,2","53,6","66,2","0,4","32,1","23,1"
21/01/2011 23.00,"3,3","52,4","64,3","0,4","31,3","23,1"
22/01/2011 0.00,"3,6","49,9","61,1","0,4","26,9","23,1"
22/01/2011 1.00,"3,3","46,8",58,"0,3","28,6",16
22/01/2011 2.00,"3,5",,,"0,3","21,2",16
22/01/2011 3.00,"3,3","48,9","61,2",,"20,2",16
22/01/2011 4.00,,"46,7","59,3","0,3","22,4",16
22/01/2011 5.00,"3,3","48,3","61,3","0,3",,16
22/01/2011 6.00,"3,5","48,2","61,6","0,3",18,16
22/01/2011 7.00,"3,3",51,"66,4","0,3","13,1",16
22/01/2011 8.00,"3,6","53,9","78,4","0,4","9,2",16
22/01/2011 9.00,"4,1","57,9","89,7","0,4","15,1",16
22/01/2011 10.00,"3,7","50,7","69,7","0,3","27,9",16
22/01/2011 11.00,"3,6","36,7","44,7","0,2","62,7",16
22/01/2011 12.00,"3,9","29,6","35,1","0,2","68,8",16
22/01/2011 13.00,"3,5","24,4","29,6","0,2","73,7",16
22/01/2011 14.00,"3,7","28,3","35,4","0,2","66,8",16
22/01/2011 15.00,"3,5","28,7",34,"0,2","65,7",16
22/01/2011 16.00,"3,6",35,"40,6","0,2",67,16
22/01/2011 17.00,"3,4","39,8","46,8","0,2","44,8",16
22/01/2011 18.00,"3,1","53,5","65,2","0,4","21,5",16
22/01/2011 19.00,"4,1","71,4","100,7","0,8","9,5",16
22/01/2011 20.00,"3,7",55,"68,1","0,6","30,7",16
22/01/2011 21.00,"3,5","55,5","67,6","0,6","30,3",16
22/01/2011 22.00,"3,3","49,7","59,7","0,3","39,9",16
22/01/2011 23.00,"3,2","46,2","54,2","0,3","49,8",16
23/01/2011 0.00,"3,2","35,3","41,1","0,2",68,16
23/01/2011 1.00,"3,1","34,5","39,9","0,2","66,5","14,8"
23/01/2011 2.00,"3,2","38,7","44,6","0,2",63,"14,8"
23/01/2011 3.00,"3,2","39,9","45,9","0,2","60,9","14,8"
23/01/2011 4.00,"3,3","37,1",43,"0,2","59,1","14,8"
23/01/2011 5.00,"3,8","44,6","51,2","0,3","46,1","14,8"
23/01/2011 6.00,"3,4","46,8","54,3","0,3","36,3","14,8"
23/01/2011 7.00,"3,1","47,5","56,8","0,4",23,"14,8"
23/01/2011 8.00,"3,4","54,4","66,9","0,4","21,2","14,8"
23/01/2011 9.00,"3,6","50,9","64,7","0,5","23,4","14,8"
23/01/2011 10.00,"3,8","44,7","56,8","0,4","38,1","14,8"
23/01/2011 11.00,"4,6","29,5","36,8","0,3",57,"14,8"
23/01/2011 12.00,"4,4","22,6","28,4","0,3","66,3","14,8"
23/01/2011 13.00,"4,6","20,5","26,1","0,3","68,3","14,8"
23/01/2011 14.00,"5,1","20,9","26,1","0,3","70,5","14,8"
23/01/2011 15.00,"5,2","19,7","24,9","0,3","70,7","14,8"
23/01/2011 16.00,"6,8","22,1","27,8","0,3","64,8","14,8"
23/01/2011 17.00,"5,8","37,5","43,5","0,4",52,"14,8"
23/01/2011 18.00,"4,2","58,9","67,6","0,5","29,8","14,8"
23/01/2011 19.00,"3,9","72,6","88,1","0,7",14,"14,8"
23/01/2011 20.00,"3,5",67,"82,4","0,7","12,3","14,8"
23/01/2011 21.00,"3,9",75,"111,4","0,9","9,6","14,8"
23/01/2011 22.00,"4,1","75,7","118,9",1,"8,9","14,8"
23/01/2011 23.00,"3,9","66,5","103,1",1,"8,5","14,8"
24/01/2011 0.00,"3,6",60,"96,8","0,9","8,4","14,8"
24/01/2011 1.00,"3,7","56,7","87,2","0,8","8,6","31,7"
24/01/2011 2.00,"3,4",,,"0,6","20,1","31,7"
24/01/2011 3.00,3,"55,1","69,4",,11,"31,7"
24/01/2011 4.00,,"50,6","63,7","0,6","10,9","31,7"
24/01/2011 5.00,"2,7","49,7","63,2","0,5",,"31,7"
24/01/2011 6.00,"3,4","50,9","72,1","0,5","7,2","31,7"
24/01/2011 7.00,"3,1","51,7","77,6","0,6","6,7","31,7"
24/01/2011 8.00,"3,6","52,7","91,8","0,6","7,4","31,7"
24/01/2011 9.00,"5,1",62,"146,3","0,9","9,3","31,7"
24/01/2011 10.00,"4,7","70,4","136,9","0,8","16,5","31,7"
24/01/2011 11.00,"4,1","58,1","79,5","0,5","37,8","31,7"
24/01/2011 12.00,"4,8","47,4","58,7","0,4","53,4","31,7"
24/01/2011 13.00,"4,4","42,8","51,5","0,4","57,3","31,7"
24/01/2011 14.00,"4,4",39,"48,2","0,4","59,8","31,7"
24/01/2011 15.00,"4,2","35,3","42,4","0,3","62,1","31,7"
24/01/2011 16.00,4,"38,9","45,7","0,3","56,2","31,7"
24/01/2011 17.00,"3,4",47,"53,8","0,4","52,2","31,7"
24/01/2011 18.00,"3,4","52,5",59,"0,4","47,3","31,7"
24/01/2011 19.00,"3,6","51,1","57,7","0,4","47,7","31,7"
24/01/2011 20.00,"3,5","45,6","51,9","0,3","50,6","31,7"
24/01/2011 21.00,"3,3",49,"55,4","0,4","44,8","31,7"
24/01/2011 22.00,"3,4",58,"65,5","0,4","39,8","31,7"
24/01/2011 23.00,3,"54,4","61,6","0,4","38,4","31,7"
25/01/2011 0.00,"3,2","41,5","47,6","0,3","47,9","31,7"
25/01/2011 1.00,"2,9","30,9",36,"0,3","48,7",18
25/01/2011 2.00,"3,3","31,9","37,2","0,3","48,8",18
25/01/2011 3.00,"3,2","23,5","28,5","0,2","63,7",18
25/01/2011 4.00,"3,2","26,5","31,6","0,2","59,9",18
25/01/2011 5.00,"2,9",27,"32,2","0,2","55,3",18
25/01/2011 6.00,3,"30,4","35,5","0,2",53,18
25/01/2011 7.00,"3,3","31,3","37,3","0,2","49,6",18
25/01/2011 8.00,"3,4","38,5","46,7","0,3","45,6",18
25/01/2011 9.00,"4,8","46,8","60,5","0,4","44,9",18
25/01/2011 10.00,10,"39,2","48,9","0,3","56,3",18
25/01/2011 11.00,"10,5","32,2","41,2","0,3","64,7",18
25/01/2011 12.00,"8,4",34,"44,4","0,3","65,8",18
25/01/2011 13.00,"6,3","31,1","38,7","0,3",73,18
25/01/2011 14.00,10,"34,7","42,6","0,3","69,7",18
25/01/2011 15.00,"11,1","39,2","46,6","0,3","68,6",18
25/01/2011 16.00,"9,6","39,5","46,7","0,3","68,6",18
25/01/2011 17.00,"9,6","45,1","51,2","0,3","61,6",18
25/01/2011 18.00,"5,9","62,7","69,7","0,4","47,8",18
25/01/2011 19.00,"4,5","78,3","87,1","0,5","36,1",18
25/01/2011 20.00,"4,3","91,8","106,4","0,8","26,7",18
25/01/2011 21.00,"4,3","97,5","117,3","0,8","20,5",18
25/01/2011 22.00,"3,2","87,1","102,9","0,8","18,2",18
25/01/2011 23.00,"3,6","62,8","72,1","0,5",,18
26/01/2011 0.00,"2,9",73,"83,1","0,7",15,18
26/01/2011 1.00,"3,4",67,"78,4","0,7","14,5","32,8"
26/01/2011 2.00,"2,9",,,"0,6","14,7","32,8"
26/01/2011 3.00,"3,1","65,9","78,1",,"14,3","32,8"
26/01/2011 4.00,,"64,2",76,"0,5","16,2","32,8"
26/01/2011 5.00,"3,1","63,6","75,3","0,5",,"32,8"
26/01/2011 6.00,"3,3","65,6","78,9","0,4","10,9","32,8"
26/01/2011 7.00,"3,1","68,1",87,"0,5","8,3","32,8"
26/01/2011 8.00,"3,5","70,7","121,9","0,6","8,6","32,8"
26/01/2011 9.00,"5,5",85,171,"0,8","11,9","32,8"
26/01/2011 10.00,"6,8","77,4",113,"0,5","36,9","32,8"
26/01/2011 11.00,"6,6","71,4","85,6","0,3","54,9","32,8"
26/01/2011 12.00,"5,2","60,7","68,1","0,3","68,8","32,8"
26/01/2011 13.00,"4,6","56,2","62,3","0,3",81,"32,8"
26/01/2011 14.00,"4,3","56,6","63,4","0,3","80,2","32,8"
26/01/2011 15.00,"4,1","53,6","59,4","0,3","79,3","32,8"
26/01/2011 16.00,4,"52,3","58,2","0,3","75,9","32,8"
26/01/2011 17.00,"3,5","53,2","58,9","0,3","70,3","32,8"
26/01/2011 18.00,"3,4","63,4","69,4","0,4","54,9","32,8"
26/01/2011 19.00,"3,4","70,4",77,"0,5","45,2","32,8"
26/01/2011 20.00,"3,4","70,5","80,6","0,7","43,9","32,8"
26/01/2011 21.00,"3,4","64,1","71,4","0,5","52,8","32,8"
26/01/2011 22.00,"3,1","62,5","68,7","0,4","53,6","32,8"
26/01/2011 23.00,"2,9","59,5","65,3","0,4",55,"32,8"
27/01/2011 0.00,"2,9",56,"61,4","0,4","57,2","32,8"
27/01/2011 1.00,"2,8","47,9",53,"0,2","70,2","10,8"
27/01/2011 2.00,"3,7",41,46,"0,2",71,"10,8"
27/01/2011 3.00,"3,6","42,9","47,9","0,2","68,9","10,8"
27/01/2011 4.00,"3,1","42,6","47,7","0,2","65,6","10,8"
27/01/2011 5.00,"3,3","43,2","48,5","0,2","59,8","10,8"
27/01/2011 6.00,"2,9","44,5","49,8","0,2","59,1","10,8"
27/01/2011 7.00,"2,8","48,5","53,9","0,2","58,2","10,8"
27/01/2011 8.00,3,"52,9","59,1","0,3","54,3","10,8"
27/01/2011 9.00,"3,2","55,7","65,6","0,3","49,9","10,8"
27/01/2011 10.00,"3,1","44,6",51,"0,2","62,5","10,8"
27/01/2011 11.00,"3,2","41,7","47,8","0,2","65,1","10,8"
27/01/2011 12.00,"3,4","34,7",41,"0,2","71,8","10,8"
27/01/2011 13.00,"3,3","33,3","39,3","0,2","72,1","10,8"
27/01/2011 14.00,"3,3","31,5","37,7","0,2","73,6","10,8"
27/01/2011 15.00,"3,3","31,1","36,3","0,2","75,2","10,8"
27/01/2011 16.00,"3,2",35,"40,3","0,3",70,"10,8"
27/01/2011 17.00,"3,4","35,8","41,7","0,3","64,1","10,8"
27/01/2011 18.00,"3,4","36,5","42,2","0,3",66,"10,8"
27/01/2011 19.00,"3,5","34,8","40,7","0,3","67,4","10,8"
27/01/2011 20.00,"3,5","32,5","38,2","0,3","70,5","10,8"
27/01/2011 21.00,"3,4","32,9","38,1","0,3","70,7","10,8"
27/01/2011 22.00,"3,2","29,9","34,8","0,2","72,7","10,8"
27/01/2011 23.00,"3,9","26,6","31,5","0,2","72,9","10,8"
28/01/2011 0.00,"3,5","30,6","35,6","0,2","69,5","10,8"
28/01/2011 1.00,"3,4","36,4","42,6","0,3","62,8","9,3"
28/01/2011 2.00,"3,6",,,"0,3","61,9","9,3"
28/01/2011 3.00,"3,7","30,5","35,6",,71,"9,3"
28/01/2011 4.00,,"32,5","37,7","0,2","69,5","9,3"
28/01/2011 5.00,"3,6","31,6","36,5","0,2",,"9,3"
28/01/2011 6.00,"3,9","30,8",36,"0,2",67,"9,3"
28/01/2011 7.00,"3,9",33,"38,6","0,2","65,4","9,3"
28/01/2011 8.00,"3,8","36,4","42,8","0,2","63,1","9,3"
28/01/2011 9.00,"3,7","40,2",49,"0,3","60,7","9,3"
28/01/2011 10.00,"3,5","41,1","47,9","0,3","60,5","9,3"
28/01/2011 11.00,"3,5","42,7","49,7","0,3","59,6","9,3"
28/01/2011 12.00,"3,8","44,9","52,4","0,3","58,1","9,3"
28/01/2011 13.00,"3,6","47,2","55,4","0,3","58,3","9,3"
28/01/2011 14.00,"3,4","51,1","63,8","0,3","52,7","9,3"
28/01/2011 15.00,"3,5","46,8","55,8","0,3","56,5","9,3"
28/01/2011 16.00,"3,6","46,1",55,"0,3","55,4","9,3"
28/01/2011 17.00,"3,5","49,1","58,1","0,4","52,7","9,3"
28/01/2011 18.00,"3,4","52,1","61,3","0,4","49,3","9,3"
28/01/2011 19.00,"3,3","54,3","64,1","0,4","44,8","9,3"
28/01/2011 20.00,"3,4","59,5","70,4","0,5","40,4","9,3"
28/01/2011 21.00,"3,5","65,2","77,4","0,5","34,1","9,3"
28/01/2011 22.00,"3,5","59,1","69,7","0,4","36,1","9,3"
28/01/2011 23.00,"3,5","52,4","61,9","0,4","38,7","9,3"
29/01/2011 0.00,"3,4","51,4","61,3","0,4","39,9","9,3"
29/01/2011 1.00,"3,2","47,2","56,7","0,3","46,6","21,6"
29/01/2011 2.00,"3,3","43,5","52,2","0,3","48,5","21,6"
29/01/2011 3.00,"3,4","42,7","50,6","0,3","49,3","21,6"
29/01/2011 4.00,"3,4","42,2","49,9","0,3","51,4","21,6"
29/01/2011 5.00,"3,5","41,3","48,8","0,2","55,1","21,6"
29/01/2011 6.00,"3,4","40,1","47,4","0,2","55,2","21,6"
29/01/2011 7.00,"3,4","42,8",50,"0,2","53,7","21,6"
29/01/2011 8.00,3,"42,4","50,5","0,2","56,6","21,6"
29/01/2011 9.00,"3,3","49,5","62,4","0,3","51,1","21,6"
29/01/2011 10.00,"3,4","41,5","49,1","0,3","56,3","21,6"
29/01/2011 11.00,"3,6","41,1","48,7","0,3","54,7","21,6"
29/01/2011 12.00,"3,4","41,3","50,1","0,3",54,"21,6"
29/01/2011 13.00,"3,6","45,7","55,2","0,3","50,9","21,6"
29/01/2011 14.00,"3,6","58,8","77,2","0,5","34,4","21,6"
29/01/2011 15.00,"3,5",54,66,"0,4","36,9","21,6"
29/01/2011 16.00,"3,5","55,2","66,6","0,5","36,6","21,6"
29/01/2011 17.00,"3,3","54,2","64,8","0,4","36,9","21,6"
29/01/2011 18.00,"3,4","57,1","70,1","0,5","24,4","21,6"
29/01/2011 19.00,"3,2","59,4","73,5","0,5","24,4","21,6"
29/01/2011 20.00,"3,4","64,9","81,6","0,6","18,5","21,6"
29/01/2011 21.00,"3,4","68,3","89,9","0,7","12,2","21,6"
29/01/2011 22.00,"3,2","66,6","89,1","0,7","10,2","21,6"
29/01/2011 23.00,"3,2","59,1","75,6","0,6","24,3","21,6"
30/01/2011 0.00,"3,2",51,"63,6","0,4",34,"21,6"
30/01/2011 1.00,3,"51,3",62,"0,3","43,7","14,6"
30/01/2011 2.00,"3,2",,,"0,3","48,9","14,6"
30/01/2011 3.00,"3,1",43,"50,6",,"51,6","14,6"
30/01/2011 4.00,,"44,2","51,5","0,2",50,"14,6"
30/01/2011 5.00,"2,8","43,2","50,4","0,2",,"14,6"
30/01/2011 6.00,"2,9","42,9","49,7","0,2","54,1","14,6"
30/01/2011 7.00,"2,9","43,5","50,3","0,2","53,1","14,6"
30/01/2011 8.00,"2,5","43,1","49,6","0,2","53,9","14,6"
30/01/2011 9.00,"2,9","40,1","46,6","0,2","52,1","14,6"
30/01/2011 10.00,3,"36,5","43,3","0,2","56,8","14,6"
30/01/2011 11.00,"3,2","37,6",44,"0,3",62,"14,6"
30/01/2011 12.00,"3,4","40,5","47,2","0,3","65,1","14,6"
30/01/2011 13.00,"3,7","42,3","48,8","0,3","69,1","14,6"
30/01/2011 14.00,"3,8","42,4","48,9","0,3","70,6","14,6"
30/01/2011 15.00,"3,5","41,8","48,4","0,3","67,3","14,6"
30/01/2011 16.00,"3,4",45,"52,6","0,3","52,5","14,6"
30/01/2011 17.00,"3,4","51,2","60,8","0,4","38,3","14,6"
30/01/2011 18.00,"3,3","57,3","68,3","0,4","39,7","14,6"
30/01/2011 19.00,"3,3","56,6","67,3","0,5","32,1","14,6"
30/01/2011 20.00,"3,4","60,1","74,3","0,5","20,6","14,6"
30/01/2011 21.00,"4,5","78,9","128,2","0,8","7,8","14,6"
30/01/2011 22.00,"3,9","74,5",112,"0,9","8,4","14,6"
30/01/2011 23.00,"3,8","69,4","103,3","0,8","7,8","14,6"
31/01/2011 0.00,"3,7","62,6","93,7","0,9","7,8","14,6"
31/01/2011 1.00,"4,4","56,5","79,2","0,8","8,8","30,2"
31/01/2011 2.00,"3,2","55,9","76,2","0,7","8,1","30,2"
31/01/2011 3.00,"3,4","58,1","76,9","0,7","7,1","30,2"
31/01/2011 4.00,"3,3","57,8","77,3","0,8","7,4","30,2"
31/01/2011 5.00,"3,1","54,5",72,"0,8","7,3","30,2"
31/01/2011 6.00,3,"49,3","67,2","0,7","7,7","30,2"
31/01/2011 7.00,"3,2","54,6","81,4","0,8","6,7","30,2"
31/01/2011 8.00,"3,6","55,9","85,4","0,7","10,7","30,2"
31/01/2011 9.00,"4,3","69,5","136,3","0,9","10,3","30,2"
31/01/2011 10.00,"4,7","74,4","147,1","1,1","10,5","30,2"
31/01/2011 11.00,"3,4",59,"88,5","0,5","41,6","30,2"
31/01/2011 12.00,"3,1","57,6","74,7","0,4","39,1","30,2"
31/01/2011 13.00,"3,3","49,7","63,6","0,4","47,7","30,2"
31/01/2011 14.00,"3,1","52,6","66,8","0,3","52,5","30,2"
31/01/2011 15.00,3,"50,4","60,6","0,3","57,4","30,2"
31/01/2011 16.00,"3,4","50,6","59,9","0,3","55,1","30,2"
31/01/2011 17.00,"3,3","52,6","62,8","0,3","49,2","30,2"
31/01/2011 18.00,"2,8","58,6",70,"0,4","34,8","30,2"
31/01/2011 19.00,"3,4","70,8","88,9","0,6","19,7","30,2"
31/01/2011 20.00,"3,6","71,8","96,1","0,9","16,2","30,2"
31/01/2011 21.00,"3,3","74,4","99,8","0,7","15,4","30,2"
31/01/2011 22.00,"3,4","79,2","103,9","0,7","9,4","30,2"
31/01/2011 23.00,"3,4","74,9","103,5","0,8","7,3","30,2"
01/02/2011 0.00,"3,2","67,1","88,9","0,7","8,8","30,2"
01/02/2011 1.00,"3,1","63,3","81,1","0,5","14,2","35,1"
01/02/2011 2.00,"2,9",,,"0,5","15,9","35,1"
01/02/2011 3.00,3,"55,5","70,5",,"12,9","35,1"
01/02/2011 4.00,,"47,9","62,3","0,4","13,2","35,1"
01/02/2011 5.00,"2,8","46,1","60,5","0,4",,"35,1"
01/02/2011 6.00,"2,8","44,5","60,5","0,4","9,9","35,1"
01/02/2011 7.00,"3,4",47,"76,9","0,5","6,2","35,1"
01/02/2011 8.00,"4,6","60,4","138,6","0,8","8,9","35,1"
01/02/2011 9.00,"4,4","76,5","143,1","0,8","14,4","35,1"
01/02/2011 10.00,"3,7","61,5","86,5","0,4","32,8","35,1"
01/02/2011 11.00,"4,8","57,4","73,2","0,3","40,2","35,1"
01/02/2011 12.00,"5,5","56,7","70,3","0,3","46,4","35,1"
01/02/2011 13.00,"4,4","53,3","65,1","0,3","47,2","35,1"
01/02/2011 14.00,"4,8","62,3","80,9","0,4","40,2","35,1"
01/02/2011 15.00,"3,9","52,6","62,6","0,3","59,5","35,1"
01/02/2011 16.00,"3,4",50,"57,5","0,2","60,4","35,1"
01/02/2011 17.00,"3,2","48,3","55,5","0,3","55,7","35,1"
01/02/2011 18.00,"3,4","67,2","79,7","0,6","33,2","35,1"
01/02/2011 19.00,"3,5","74,1","89,3","0,7","21,2","35,1"
01/02/2011 20.00,"3,4",69,"87,5","0,8","15,3","35,1"
01/02/2011 21.00,"4,2","80,1","135,3","1,2","9,7","35,1"
01/02/2011 22.00,"4,4","78,4","131,3","1,2","8,9","35,1"
01/02/2011 23.00,"4,4",71,"125,8","1,2","8,7","35,1"
02/02/2011 0.00,"4,1","78,8","129,8","1,3","11,2","35,1"
02/02/2011 1.00,"3,5","69,3","100,9",1,"9,3","33,9"
02/02/2011 2.00,"3,3","58,1",81,"0,8","12,4","33,9"
02/02/2011 3.00,"3,3","49,2","61,9","0,5",29,"33,9"
02/02/2011 4.00,"3,1","46,6","56,6","0,4","34,5","33,9"
02/02/2011 5.00,"2,8","45,5","54,5","0,3","39,4","33,9"
02/02/2011 6.00,"2,8","44,7","52,7","0,3","39,9","33,9"
