Stat,BR-SISRI,,,,,,,  ,
,,,,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,IPA TOT,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ng/m3,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,
14/01/2014 7.00,"1,4","22,3","24,3","0,3",,"1,3","5,4",,
14/01/2014 8.00,"2,0","33,9","52,0","0,3","24,9","1,5","13,9",,
14/01/2014 9.00,"1,9","24,7","35,4","0,3",,"1,4","7,6",,
14/01/2014 10.00,"1,5","13,9","17,5","0,3","20,0","1,4","3,6",,
14/01/2014 11.00,"2,0","11,1","13,5","0,3",,"1,3","3,2",,
14/01/2014 12.00,"1,7","7,3","9,0","0,2","17,8","1,2","2,6",,
14/01/2014 13.00,"1,9","5,1","6,8","0,2",,"0,9","2,1",,
14/01/2014 14.00,"1,6","5,9","7,1","0,2","17,6","1,0","2,3",,
14/01/2014 15.00,"1,8","5,7","6,6","0,2",,"0,8","2,3",,
14/01/2014 16.00,"1,5","6,4","7,3","0,2","11,2","0,8","2,2",,
14/01/2014 17.00,"1,7","10,8","11,7","0,2",,"0,8","3,5",,
14/01/2014 18.00,"1,8","15,0","16,0","0,3","6,8","1,0","3,4",,
14/01/2014 19.00,"1,8","17,9","19,1","0,3",,"1,5","3,4",,
14/01/2014 20.00,"1,7","16,2","16,8","0,3","16,6","1,4","3,3",,
14/01/2014 21.00,"1,8","13,0","14,2","0,3",,"1,5","3,1",,
14/01/2014 22.00,"2,1","12,5","14,0","0,3","13,2","0,3","3,1",,
14/01/2014 23.00,"1,6","8,1","9,8","0,3",,"1,3","2,7",,
15/01/2014 0.00,"1,7","6,8","7,4","0,3","17,3","1,2","2,5",,
15/01/2014 1.00,"1,6","5,5","6,6","0,3",,"1,1","2,4",,
15/01/2014 2.00,"2,0","4,9","5,7","0,3","18,1","1,0","2,2",,
15/01/2014 3.00,"2,3","3,8","4,3","0,2",,"0,8","2,0",,
15/01/2014 4.00,"2,2","3,3","4,2","0,2","13,4","0,7","1,9",,
15/01/2014 5.00,"2,2","3,8","4,5","0,2",,"0,7","1,8",,
15/01/2014 6.00,"2,1","4,5","5,4","0,2","11,2","0,7","1,8",,
15/01/2014 7.00,"1,3","7,0","7,7","0,2",,"0,7","2,0",,
15/01/2014 8.00,"1,7","8,2","9,1","0,2","17,1","0,6","2,6",,
15/01/2014 9.00,"2,1","14,5","16,6","0,2",,"0,7","4,2",,
15/01/2014 10.00,"2,1","19,7","23,4","0,3","14,9","1,0","5,4",,
15/01/2014 11.00,"1,8","15,2","18,2","0,3",,"1,2","3,9",,
15/01/2014 12.00,"1,6","14,1","16,6","0,3","19,5","1,3","3,7",,
15/01/2014 13.00,"2,1","11,0","13,4","0,3",,"1,4","2,9",,
15/01/2014 14.00,"1,6","4,8","6,4","0,2","11,0","0,7","2,4",,
15/01/2014 15.00,"1,7","14,5","17,6","0,2",,"0,8","3,5",,
15/01/2014 16.00,"1,7","14,4","16,2","0,2","15,1","0,8","3,1",,
15/01/2014 17.00,"1,5","15,5","17,5","0,2",,"0,9","3,4",,
15/01/2014 18.00,"1,8","30,9","33,6","0,3","10,0","0,9","6,2",,
15/01/2014 19.00,"1,9","30,0","31,9","0,3",,"1,2","5,6",,
15/01/2014 20.00,"1,8","28,6","30,4","0,3","6,6","1,2","5,3",,
15/01/2014 21.00,"2,1","25,3","27,2","0,3",,"1,2","4,2",,
15/01/2014 22.00,"1,7","14,8","16,5","0,3","10,5","1,1","2,8",,
15/01/2014 23.00,"1,6","16,5","17,8","0,3",,"1,0","3,2",,
16/01/2014 0.00,"1,8","15,1","16,6","0,3","5,9","1,1","1,9",,
16/01/2014 1.00,,"13,0","14,6","0,3",,"1,1","1,8",,
16/01/2014 2.00,"2,6",,,"0,2","23,7","0,9","1,8",,
16/01/2014 3.00,"1,9","10,6","11,5",,,"0,7","1,8",,
16/01/2014 4.00,"1,7","11,8","12,9","0,3","18,8","1,0","1,7",,
16/01/2014 5.00,"1,7","11,3","12,4","0,3",,"0,9","1,8",,
16/01/2014 6.00,"1,5","12,4","13,8","0,2","16,4","0,9","2,1",,
16/01/2014 7.00,"1,5","13,5","15,0","0,2",,"0,9","2,4",,
16/01/2014 8.00,"1,6","22,9","27,7","0,3","15,9","1,0","4,3",,
16/01/2014 9.00,"1,4","20,6","27,6","0,3",,"1,0","3,8",,
16/01/2014 10.00,"1,6","14,8","20,7","0,3","13,7","1,0","3,0",,
16/01/2014 11.00,"1,5","12,7","18,5","0,3",,"1,0","2,8",,
16/01/2014 12.00,"1,4","11,6","16,0","0,3","17,3","1,0","2,5",,
16/01/2014 13.00,"1,3","11,5","14,8","0,3",,"1,1","2,3",,
16/01/2014 14.00,"1,4","10,2","13,6","0,3","16,8","1,1","2,3",,
16/01/2014 15.00,"1,3","17,2","25,8","0,2",,"0,9","2,0",,
16/01/2014 16.00,"1,3","17,0","22,7","0,2","16,1","0,9","2,0",,
16/01/2014 17.00,"1,3","19,4","21,6","0,3",,"0,9","3,9",,
16/01/2014 18.00,"1,4","43,2","49,5","0,3","13,7","1,1","11,0",,
16/01/2014 19.00,"2,9","59,3","119,0","0,5",,"1,5","35,2",,
16/01/2014 20.00,"2,7","43,7","93,5","0,6","16,1","2,2","30,9",,
16/01/2014 21.00,"2,4","37,9","73,0","0,6",,"2,6","28,1",,
16/01/2014 22.00,"1,7","31,3","45,3","0,4","22,2","2,0","20,8",,
16/01/2014 23.00,"1,6","28,1","42,7","0,4",,"1,6","17,4",,
17/01/2014 0.00,"1,8","25,1","30,4","0,6","27,8","2,2","10,0",,
17/01/2014 1.00,"2,2","24,4","28,5","1,1",,"4,6","9,0",,
17/01/2014 2.00,"1,8","22,0","23,9","0,9","24,2","4,3","6,1",,
17/01/2014 3.00,"1,8","23,5","25,6","0,8",,"3,4","4,8",,
17/01/2014 4.00,"1,3","16,3","17,8","0,6","57,1","2,6","3,9",,
17/01/2014 5.00,"1,3","9,8","11,1","0,4",,"1,7","2,4",,
17/01/2014 6.00,"1,4","10,7","12,8","0,3","47,9","1,5","2,3",,
17/01/2014 7.00,"0,9","9,2","10,9","0,3",,"1,2","2,2",,
17/01/2014 8.00,"1,3","9,7","11,2","0,2","26,1","0,9","2,5",,
17/01/2014 9.00,"1,3","14,0","17,6","0,3",,"1,4","3,5",,
17/01/2014 10.00,"1,3","10,3","13,0","0,3","18,3","2,1","2,8",,
17/01/2014 11.00,"1,2","7,3","9,4","0,2",,"1,5","2,6",,
17/01/2014 12.00,"1,3","3,4","4,8","0,2","18,3","0,2","2,1",,
17/01/2014 13.00,"1,3","3,5","4,5","0,2",,"0,7","2,1",,
17/01/2014 14.00,"1,3","2,9","4,0","0,2","10,5","0,6","2,1",,
17/01/2014 15.00,"1,5","3,4","4,5","0,2",,"0,6","2,3",,
17/01/2014 16.00,"1,4","3,9","4,8","0,2","6,3","0,6","2,3",,
17/01/2014 17.00,"1,3","3,9","4,8","0,2",,"0,6","2,4",,
17/01/2014 18.00,"1,3","5,2","6,0","0,2","10,7","0,8","2,5",,
17/01/2014 19.00,"1,3","5,2","6,1","0,2",,"0,9","2,5",,
17/01/2014 20.00,"1,3","3,6","4,2","0,2","7,6","0,7","2,2",,
17/01/2014 21.00,"1,3","3,8","4,6","0,2",,"0,9","2,2",,
17/01/2014 22.00,"1,4","4,3","5,0","0,2","13,9","1,0","2,3",,
17/01/2014 23.00,"1,5","4,2","4,6","0,2",,"1,2","2,2",,
18/01/2014 0.00,"1,3","2,8","3,3","0,2","19,0","1,0","2,2",,
18/01/2014 1.00,,"2,6","3,2","0,2",,"0,8","1,9",,
18/01/2014 2.00,"2,1",,,"0,2","19,8","0,7","1,9",,
18/01/2014 3.00,"1,4","3,7","4,1",,,"0,6","1,8",,
18/01/2014 4.00,"1,4","3,0","3,5","0,2","20,5","0,5","1,8",,
18/01/2014 5.00,"1,4","2,2","3,2","0,2",,"0,5","1,7",,
18/01/2014 6.00,"1,4","3,1","3,6","0,2","13,2","0,5","1,9",,
18/01/2014 7.00,"1,4","3,4","4,5","0,2",,"0,5","2,0",,
18/01/2014 8.00,"1,3","5,4","5,9","0,2","19,8","0,6","2,0",,
18/01/2014 9.00,"0,6","6,9","7,9","0,2",,"0,8","2,5",,
18/01/2014 10.00,"1,0","8,3","9,4","0,3","14,9","1,4","2,8",,
18/01/2014 11.00,"0,3","4,6","5,2","0,2",,"1,0","2,1",,
18/01/2014 12.00,"0,7","4,0","4,8","0,2","14,7","0,8","2,4",,
18/01/2014 13.00,,"3,5","4,1","0,2",,"0,7","2,2",,
18/01/2014 14.00,"0,4","3,0","3,7","0,2","16,4","0,6","2,1",,
18/01/2014 15.00,"0,5","2,9","3,4","0,2",,"0,6","2,2",,
18/01/2014 16.00,"0,8","3,0","3,5","0,2","11,5","0,6","1,9",,
18/01/2014 17.00,"0,7","2,8","3,6","0,2",,"0,7","2,2",,
18/01/2014 18.00,"0,7","3,6","4,2","0,2","17,8","0,8","2,3",,
18/01/2014 19.00,"0,7","3,9","4,4","0,2",,"0,9","2,3",,
18/01/2014 20.00,"0,2","3,4","4,0","0,2","18,6","0,8","2,3",,
18/01/2014 21.00,,"2,9","3,8","0,2",,"0,7","2,3",,
18/01/2014 22.00,,"3,3","4,1","0,2","1,5","0,8","2,1",,
18/01/2014 23.00,,"2,9","3,5","0,2",,"0,7","2,3",,
19/01/2014 0.00,,"2,7","3,1","0,2","29,1","1,0","2,1",,
19/01/2014 1.00,,"2,5","3,2","0,2",,"0,7","1,9",,
19/01/2014 2.00,,"1,4","1,9","0,2","22,2","0,5","1,9",,
19/01/2014 3.00,,"3,2","3,7","0,2",,"0,5","1,9",,
19/01/2014 4.00,"1,4","1,7","2,6","0,2","21,5","0,5","1,9",,
19/01/2014 5.00,"1,5","1,7","2,4","0,2",,"0,5","1,9",,
19/01/2014 6.00,"1,8","1,3","1,9","0,2","18,8","0,5","2,0",,
19/01/2014 7.00,"3,0","1,4","2,0","0,2",,"0,5","1,8",,
19/01/2014 8.00,"2,7","1,9","2,6","0,2","14,7","0,5","1,9",,
19/01/2014 9.00,"2,7","2,4","2,9","0,2",,"0,5","2,0",,
19/01/2014 10.00,"2,7","2,2","2,7","0,2","24,9","0,6","2,2",,
19/01/2014 11.00,"2,6","2,6","3,2","0,2",,"0,6","2,1",,
19/01/2014 12.00,"2,6","3,0","3,7","0,2","19,3","0,8","2,1",,
19/01/2014 13.00,"2,9","3,3","4,0","0,2",,"0,8","2,1",,
19/01/2014 14.00,"2,8","3,6","4,4","0,2","22,2","0,7","2,1",,
19/01/2014 15.00,"3,0","3,0","3,6","0,2",,"0,7","2,1",,
19/01/2014 16.00,"3,0","2,9","3,5","0,2","22,5","0,2","2,2",,
19/01/2014 17.00,"3,3","2,3","2,8","0,2",,"0,8","2,3",,
19/01/2014 18.00,"3,7","2,9","3,3","0,2","23,7","0,7","2,3",,
19/01/2014 19.00,"2,8","2,9","3,4","0,2",,"0,7","2,7",,
19/01/2014 20.00,"3,1","2,0","2,5","0,2","22,7","0,5","2,1",,
19/01/2014 21.00,"2,8","2,9","3,3","0,2",,"0,6","2,2",,
19/01/2014 22.00,"3,0","3,2","3,7","0,2","23,0","0,7","2,4",,
19/01/2014 23.00,"2,8","2,6","3,3","0,2",,"0,6","2,0",,
20/01/2014 0.00,"2,7","2,5","3,1","0,2","19,0","0,5","1,9",,
20/01/2014 1.00,,"2,3","2,9","0,2",,"0,5","2,0",,
20/01/2014 2.00,"3,4",,,"0,2","33,7","0,5","1,9",,
20/01/2014 3.00,"2,6","2,8","3,7",,,"0,5","1,8",,
20/01/2014 4.00,"2,6","2,7","3,4","0,2","42,2","0,4","1,8",,
20/01/2014 5.00,"2,8","3,1","3,7","0,2",,"0,4","1,9",,
20/01/2014 6.00,"2,7","4,3","4,8","0,2","54,5","0,4","2,0",,
20/01/2014 7.00,"2,7","5,9","6,4","0,2",,"0,5","2,2",,
20/01/2014 8.00,"2,9","8,2","9,2","0,2","67,6","0,6","3,0",,
20/01/2014 9.00,"2,6","6,7","8,0","0,2",,"0,6","3,0",,
20/01/2014 10.00,"2,6","5,9","7,4","0,2","82,5","0,7","3,0",,
20/01/2014 11.00,"2,6","4,0","4,8","0,2",,"0,6","2,5",,
20/01/2014 12.00,"3,0","4,8","5,7","0,2","111,1","0,7","2,5",,
20/01/2014 13.00,"2,9","3,9","4,4","0,2",,"0,7","2,5",,
20/01/2014 14.00,"2,9","4,1","5,0","0,2","141,4","0,5","2,6",,
20/01/2014 15.00,"2,7","3,9","4,5","0,2",,"0,5","2,4",,
20/01/2014 16.00,"2,8","4,3","5,6","0,2","147,7","0,5","2,2",,
20/01/2014 17.00,"2,6","6,3","7,1","0,2",,"0,7","3,5",,
20/01/2014 18.00,"2,8","5,2","6,5","0,2","103,5","0,6","2,6",,
20/01/2014 19.00,"2,6","5,1","5,9","0,2",,"0,7","2,8",,
20/01/2014 20.00,"2,8","4,8","5,3","0,2","120,6","0,8","2,9",,
20/01/2014 21.00,"3,0","5,2","5,6","0,2",,"0,8","2,9",,
20/01/2014 22.00,"2,7","4,2","5,0","0,2","172,2","0,8","2,6",,
20/01/2014 23.00,"2,6","3,3","3,7","0,2",,"0,7","2,4",,
21/01/2014 0.00,"2,7","1,9","2,3","0,2","167,0","0,7","1,9",,
21/01/2014 1.00,"2,6","1,6","2,6","0,1",,"0,7","1,8",,
21/01/2014 2.00,"2,6","1,4","2,1","0,1","88,9","0,6","1,8",,
21/01/2014 3.00,"2,6","1,2","1,6","0,1",,"0,6","1,9",,
21/01/2014 4.00,"2,6","1,3","1,6","0,2","44,9","0,6","1,9",,
21/01/2014 5.00,"2,6","1,8","2,4","0,1",,"0,6","1,7",,
21/01/2014 6.00,"2,6","9,2","11,8","0,2","24,2","0,6","2,5",,
21/01/2014 7.00,"2,6","7,5","8,7","0,2",,"0,6","2,6",,
21/01/2014 8.00,"2,6","7,7","8,7","0,2","12,7","0,6","3,0",,
21/01/2014 9.00,"2,6","4,4","5,3","0,2",,"0,6","2,7",,
21/01/2014 10.00,"2,6","4,0","5,2","0,2","11,5","0,7","2,9",,
21/01/2014 11.00,"2,6","4,1","4,6","0,2",,"0,7","3,0",,
21/01/2014 12.00,"2,6","4,5","5,9","0,2","11,0","0,7","2,9",,
21/01/2014 13.00,"2,6","4,2","5,0","0,2",,"0,7","2,9",,
21/01/2014 14.00,"2,6","3,5","4,7","0,2","13,7","0,7","2,6",,
21/01/2014 15.00,"2,6","3,7","4,7","0,2",,"0,6","2,6",,
21/01/2014 16.00,"2,6","3,1","3,7","0,2","8,3","0,7","2,4",,
21/01/2014 17.00,"2,6","3,2","4,2","0,2",,"0,6","2,6",,
21/01/2014 18.00,"2,6","3,7","4,6","0,2","11,7","0,7","2,6",,
21/01/2014 19.00,"2,6","3,2","3,9","0,2",,"0,7","2,5",,
21/01/2014 20.00,"2,6","2,7","3,3","0,2","12,7","0,7","2,3",,
21/01/2014 21.00,"2,6","3,8","4,5","0,2",,"0,8","2,6",,
21/01/2014 22.00,"2,2","3,5","4,2","0,2","15,1","0,2","2,6",,
21/01/2014 23.00,"2,5","3,7","5,4","0,2",,"0,9","2,4",,
22/01/2014 0.00,"2,5","5,3","6,1","0,3","13,7","1,0","2,4",,
22/01/2014 1.00,,"4,8","5,2","0,2",,"0,9","2,2",,
22/01/2014 2.00,"2,6",,,"0,2","13,4","0,9","2,0",,
22/01/2014 3.00,"2,6","7,7","8,4",,,"0,9","2,0",,
22/01/2014 4.00,"2,6","4,8","5,8","0,2","7,8","0,7","1,9",,
22/01/2014 5.00,"2,4","5,2","6,0","0,2",,"0,7","2,1",,
22/01/2014 6.00,"2,2","7,5","8,1","0,2","5,1","0,7","2,3",,
22/01/2014 7.00,"2,0","13,1","15,0","0,2",,"0,8","4,0",,
22/01/2014 8.00,"1,9","15,0","16,7","0,2","3,7","0,8","4,7",,
22/01/2014 9.00,"2,3","20,5","25,8","0,2",,"0,8","6,4",,
22/01/2014 10.00,"2,1","11,4","14,5","0,2","5,9","1,0","3,9",,
22/01/2014 11.00,"2,4","10,6","14,0","0,3",,"1,1","2,8",,
22/01/2014 12.00,"2,4","7,3","9,7","0,2","4,9","1,0","2,7",,
22/01/2014 13.00,"2,4","8,8","12,2","0,2",,"1,0","3,2",,
22/01/2014 14.00,"3,3","11,9","15,0","0,3","7,1","1,0","3,0",,
22/01/2014 15.00,"2,6","15,2","18,2","0,3",,"1,0","3,0",,
22/01/2014 16.00,"1,8","16,3","18,5","0,2","5,1","1,0","3,1",,
22/01/2014 17.00,"1,5","23,8","25,6","0,3",,"1,0","4,2",,
22/01/2014 18.00,"1,9","42,3","46,6","0,3","16,4","1,3","12,0",,
22/01/2014 19.00,"2,0","34,4","39,0","0,3",,"1,2","9,9",,
22/01/2014 20.00,"1,6","18,1","19,8","0,3","17,6","1,3","6,2",,
22/01/2014 21.00,"1,5","25,6","27,4","0,4",,"1,8","7,2",,
22/01/2014 22.00,"1,7","21,5","23,5","0,4","11,7","1,9","4,5",,
22/01/2014 23.00,"1,5","12,3","13,5","0,3",,"1,3","3,1",,
23/01/2014 0.00,"1,4","10,6","11,6","0,3","19,0","1,1","3,0",,
23/01/2014 1.00,"1,5","10,7","11,3","0,3",,"1,1","3,2",,
23/01/2014 2.00,"1,2","6,5","7,1","0,2","17,6","1,0","2,4",,
23/01/2014 3.00,"1,2","7,2","8,4","0,2",,"0,9","2,2",,
23/01/2014 4.00,"1,3","8,5","9,4","0,2","18,6","0,9","2,0",,
23/01/2014 5.00,"1,1","12,0","13,1","0,2",,"0,9","2,1",,
23/01/2014 6.00,"1,2","21,8","27,6","0,2","15,9","0,8","4,7",,
23/01/2014 7.00,"1,3","33,2","47,8","0,3",,"0,9","9,3",,
23/01/2014 8.00,"2,2","32,5","57,6","0,9","9,5","1,1","39,6",,
23/01/2014 9.00,"2,7","35,9","75,7","0,4",,"1,5","19,9",,
23/01/2014 10.00,"4,1","47,7","115,1","0,5","21,2","1,4","23,7",,
23/01/2014 11.00,"2,3","36,9","59,0","0,3",,"1,5","10,9",,
23/01/2014 12.00,"1,9","28,4","37,9","0,3","24,2","0,9","6,8",,
23/01/2014 13.00,"1,8","12,2","15,4","0,2",,"0,6","3,6",,
23/01/2014 14.00,"1,3","4,7","6,2","0,2","26,4","0,8","2,3",,
23/01/2014 15.00,"1,3","4,2","5,5","0,2",,"0,9","2,1",,
23/01/2014 16.00,"1,2","14,9","17,1","0,3","15,1","1,2","5,0",,
23/01/2014 17.00,"1,5","24,3","27,5","0,3",,"1,3","8,2",,
23/01/2014 18.00,"1,6","22,5","24,4","0,3","25,9","1,4","4,7",,
23/01/2014 19.00,"1,4","29,1","31,4","0,3",,"1,5","5,9",,
23/01/2014 20.00,"1,3","28,3","31,0","0,3","26,1","1,6","6,2",,
23/01/2014 21.00,"1,2","27,8","30,5","0,4",,"1,9","5,8",,
23/01/2014 22.00,"1,4","10,3","11,6","0,4","17,1","1,8","2,2",,
23/01/2014 23.00,"1,7","15,8","17,0","0,4",,"1,9","3,0",,
24/01/2014 0.00,"1,5","13,1","14,4","0,4","26,9","2,0","3,0",,
24/01/2014 1.00,,"7,4","8,0","0,3",,"1,6","2,0",,
24/01/2014 2.00,"2,6",,,"0,3","34,9","1,2","2,1",,
24/01/2014 3.00,"1,9","4,9","5,9",,,"1,0","1,9",,
24/01/2014 4.00,"1,9","4,0","4,9","0,2","27,4","0,8","1,8",,
24/01/2014 5.00,"1,7","3,7","4,2","0,2",,"0,6","1,9",,
24/01/2014 6.00,"2,0","4,7","5,9","0,2","25,2","0,6","1,9",,
24/01/2014 7.00,"1,8","5,5","6,3","0,2",,"0,6","2,1",,
24/01/2014 8.00,"2,3","12,6","13,7","0,3","22,0","0,6","9,6",,
24/01/2014 9.00,"2,0","9,7","11,2","0,2",,"0,6","3,1",,
24/01/2014 10.00,"2,3","6,7","8,2","0,2","17,1","0,8","2,7",,
24/01/2014 11.00,"2,4","4,1","5,2","0,2",,"0,7","2,2",,
24/01/2014 12.00,"2,6","4,8","5,7","0,2","15,9","0,8","2,6",,
24/01/2014 13.00,"3,5","5,8","6,7","0,2",,"0,8","2,6",,
24/01/2014 14.00,"3,2","6,2","7,5","0,2","12,0","0,7","2,7",,
24/01/2014 15.00,"2,9","4,8","6,3","0,2",,"0,1","2,8",,
24/01/2014 16.00,"2,7","5,6","6,4","0,2","13,4","0,7","2,5",,
24/01/2014 17.00,"2,6","6,5","7,3","0,2",,"0,7","3,2",,
24/01/2014 18.00,"2,7","12,6","13,6","0,2","16,4","1,0","4,1",,
24/01/2014 19.00,"2,2","7,8","9,1","0,2",,"0,6","2,9",,
24/01/2014 20.00,"2,5","12,0","13,0","0,2","10,0","0,7","3,3",,
24/01/2014 21.00,"2,8","16,6","17,8","0,3",,"0,9","4,3",,
24/01/2014 22.00,"2,4","14,2","15,3","0,4","5,6","1,9","4,0",,
24/01/2014 23.00,"2,5","10,1","10,9","0,4",,"2,1","3,6",,
25/01/2014 0.00,"2,4","5,3","6,0","0,2","13,2","1,0","2,2",,
25/01/2014 1.00,"2,7","6,5","7,4","0,3",,"0,9","2,7",,
25/01/2014 2.00,"2,7","5,8","6,3","0,3","13,9","1,1","2,1",,
25/01/2014 3.00,"2,4","7,9","8,8","0,3",,"0,9","2,0",,
25/01/2014 4.00,"2,2","6,8","7,3","0,2","7,6","0,7","2,0",,
25/01/2014 5.00,"2,2","7,1","7,9","0,2",,"0,8","1,8",,
25/01/2014 6.00,"2,9","12,5","13,9","0,3","9,3","0,7","3,0",,
25/01/2014 7.00,"2,6","22,8","25,3","0,3",,"0,5","7,0",,
25/01/2014 8.00,"3,0","20,5","34,1","0,3","5,6","0,9","4,7",,
25/01/2014 9.00,"4,9","26,8","62,2","0,4",,"1,3","8,5",,
25/01/2014 10.00,"3,1","22,1","59,3","0,3","11,2","1,6","9,2",,
25/01/2014 11.00,"2,6","17,8","35,0","0,3",,"1,6","7,9",,
25/01/2014 12.00,"2,6","15,9","28,9","0,3","11,5","1,6","6,0",,
25/01/2014 13.00,"2,6","12,2","20,9","0,3",,"1,4","4,2",,
25/01/2014 14.00,"2,8","13,7","24,2","0,3","10,5","1,4","4,4",,
25/01/2014 15.00,"2,9","19,3","31,4","0,3",,"1,3","5,3",,
25/01/2014 16.00,"3,0","24,6","43,1","0,3","14,9","1,2","7,2",,
25/01/2014 17.00,"2,5","18,5","23,9","0,2",,"0,9","3,8",,
25/01/2014 18.00,"2,4","7,6","8,8","0,2","8,3","0,8","2,0",,
25/01/2014 19.00,"2,8","4,1","5,3","0,2",,"1,2","1,8",,
25/01/2014 20.00,"2,8","3,7","4,5","0,3","6,8","1,4","4,3",,
25/01/2014 21.00,"2,9","6,8","8,0","0,3",,"1,4","2,1",,
25/01/2014 22.00,"2,6","4,4","5,4","0,3","8,1","1,5","2,0",,
25/01/2014 23.00,"2,8","6,4","7,1","0,3",,"1,7","2,0",,
26/01/2014 0.00,"2,9","5,5","6,1","0,3","8,1","1,7","1,8",,
26/01/2014 1.00,,"5,5","6,0","0,3",,"1,6","1,8",,
26/01/2014 2.00,"4,1",,,"0,3","10,5","1,4","1,8",,
26/01/2014 3.00,"3,1",,,,,"1,3","1,8",,
26/01/2014 4.00,"3,2",,,"0,2","9,0","1,1","1,9",,
26/01/2014 5.00,"2,8",,,"0,2",,"1,0","1,8",,
26/01/2014 6.00,"2,7",,,"0,2","16,1","0,9","1,9",,
26/01/2014 7.00,"2,5",,,"0,2",,"0,9","1,9",,
26/01/2014 8.00,"2,5",,,"0,2","14,4","0,9","1,8",,
26/01/2014 9.00,"3,0",,,"0,2",,"0,8","2,1",,
26/01/2014 10.00,"2,2",,,"0,2","18,3","0,8","1,9",,
26/01/2014 11.00,"2,7",,,"0,2",,"0,8","2,1",,
26/01/2014 12.00,"2,6",,,"0,2","10,5","0,8","1,8",,
26/01/2014 13.00,"2,4",,,"0,2",,"0,8","2,0",,
26/01/2014 14.00,"1,8",,,"0,2","6,3","0,7","2,1",,
26/01/2014 15.00,"2,6",,,"0,2",,"0,7","2,0",,
26/01/2014 16.00,"4,3",,,"0,2","11,5","0,8","2,1",,
26/01/2014 17.00,"4,3",,,"0,2",,"0,8","2,3",,
26/01/2014 18.00,"2,7",,,"0,2","6,6","0,8","1,9",,
26/01/2014 19.00,"2,9",,,"0,2",,"0,8","1,8",,
26/01/2014 20.00,"2,6",,,"0,2","12,5","0,8","1,8",,
26/01/2014 21.00,"2,6",,,"0,2",,"0,7","1,9",,
26/01/2014 22.00,"2,9",,,"0,2","11,2","0,7","1,9",,
26/01/2014 23.00,"2,6",,,"0,2",,"0,7","1,9",,
27/01/2014 0.00,"3,8",,,"0,2","8,3","0,8","1,9",,
27/01/2014 1.00,"5,6",,,"0,2",,"0,9","1,7",,
27/01/2014 2.00,"5,0",,,"0,2","19,0","1,0","1,8",,
27/01/2014 3.00,"3,4",,,"0,2",,"0,9","1,7",,
27/01/2014 4.00,"3,5",,,"0,2","15,6","0,9","1,8",,
27/01/2014 5.00,"2,5",,,"0,2",,"1,0","1,7",,
27/01/2014 6.00,"2,0",,,"0,2","15,6","0,1","1,9",,
27/01/2014 7.00,"2,3",,,"0,2",,"0,9","2,1",,
27/01/2014 8.00,"2,5",,,"0,2","11,0","0,9","2,7",,
27/01/2014 9.00,"2,5",,,"0,2",,"0,9","2,6",,
27/01/2014 10.00,"2,3",,,"0,2","9,8","0,9","2,3",,
27/01/2014 11.00,"2,9",,,"0,2",,"0,9","2,4",,
27/01/2014 12.00,,,,"0,2","13,4","0,9","2,1",,
27/01/2014 13.00,"3,7",,,"0,2",,"0,8","2,4",,
27/01/2014 14.00,"2,6","12,2","15,6","0,2","16,6","0,8","2,1",,
27/01/2014 15.00,"2,8","8,7","10,8","0,2",,"0,8","2,2",,
27/01/2014 16.00,"2,4","10,9","12,8","0,2","9,5","0,8","2,5",,
27/01/2014 17.00,"2,2","17,9","19,4","0,3",,"1,3","2,8",,
27/01/2014 18.00,"1,6","14,8","16,3","0,3","11,0","1,8","2,6",,
27/01/2014 19.00,"1,8","22,5","24,5","0,4",,"1,5","3,8",,
27/01/2014 20.00,"1,7","33,3","34,9","0,6","17,3","2,4","5,1",,
27/01/2014 21.00,"2,0","38,2","41,1","0,6",,"2,9","6,8",,
27/01/2014 22.00,"2,1","27,3","29,6","0,6","24,4","2,6","4,4",,
27/01/2014 23.00,"2,0","13,4","15,0","0,5",,"2,1","2,9",,
28/01/2014 0.00,"2,1","8,5","9,6","0,4","33,7","1,6","2,2",,
28/01/2014 1.00,,"8,0","8,5","0,4",,"1,4","2,2",,
28/01/2014 2.00,"2,6",,,"0,4","27,4","1,4","2,2",,
28/01/2014 3.00,"2,3","6,3","7,2",,,"1,2","2,1",,
28/01/2014 4.00,"2,3","4,4","4,9","0,2","18,6","0,9","1,8",,
28/01/2014 5.00,"2,1","3,8","4,2","0,2",,"0,9","1,9",,
28/01/2014 6.00,"2,1","4,1","4,6","0,2","11,2","0,8","1,8",,
28/01/2014 7.00,"2,3","5,4","5,9","0,2",,"0,8","1,8",,
28/01/2014 8.00,"1,9","6,4","7,2","0,2","7,6","0,8","2,1",,
28/01/2014 9.00,"1,7","12,6","13,6","0,2",,"0,8","3,3",,
28/01/2014 10.00,"2,3","16,2","18,0","0,2","8,3","0,8","3,7",,
28/01/2014 11.00,"2,5","8,6","10,0","0,2",,"0,8","2,7",,
28/01/2014 12.00,"2,6","8,0","10,1","0,2","10,0","0,8","2,6",,
28/01/2014 13.00,"2,6","9,9","12,6","0,2",,"0,9","2,8",,
