Stat,MARTINA FRANCA,,,,
25/07/2014 3.00,"9,3","8,9",,"74,1",
25/07/2014 4.00,"8,9","8,8",,,"7,3"
25/07/2014 5.00,"18,9","15,6","0,1","58,5",
25/07/2014 6.00,"35,9","25,8","0,1","53,5","11,2"
25/07/2014 7.00,"31,0","23,5","0,2","55,0",
25/07/2014 8.00,"52,8","35,5","0,2","59,6","7,3"
25/07/2014 9.00,"37,1","26,7","0,2","74,7",
25/07/2014 10.00,"48,8","33,3","0,3","79,9","11,7"
25/07/2014 11.00,"50,2","34,4","0,3","87,9",
25/07/2014 12.00,"57,9","38,2","0,3","89,5","11,2"
25/07/2014 13.00,"41,1","29,5","0,2","100,5",
25/07/2014 14.00,"23,9","17,6","0,1","104,6","6,8"
25/07/2014 15.00,"35,2","24,3","0,3","98,7",
25/07/2014 16.00,"36,7","25,6","0,2","93,8","6,3"
25/07/2014 17.00,"50,3","33,0","0,2","86,8",
25/07/2014 18.00,"70,8","45,6","0,3","76,1","4,4"
25/07/2014 19.00,"80,9","53,4","0,4","71,3",
25/07/2014 20.00,"89,7","61,9","0,5","65,3","3,4"
25/07/2014 21.00,"61,0","47,8","0,2","71,6",
25/07/2014 22.00,"28,4","26,2","0,2","77,6","9,3"
25/07/2014 23.00,"14,2","13,7","0,1","79,1",
26/07/2014 0.00,"11,0","10,7","0,1","84,9","13,7"
26/07/2014 1.00,"15,4","15,0","0,1","62,4",
26/07/2014 2.00,"15,2","14,8","0,1","53,3","8,8"
26/07/2014 3.00,"5,8","5,8","0,1","92,0",
26/07/2014 4.00,"7,4","7,1","0,1","89,9","7,8"
26/07/2014 5.00,"174,0","53,7","0,1","38,0",
26/07/2014 6.00,"279,9","88,1","0,3","1,6","13,7"
26/07/2014 7.00,"62,6","48,2","0,3","49,6",
26/07/2014 8.00,"52,8","37,1","0,3","72,7","12,7"
26/07/2014 9.00,"43,9","32,4","0,2","81,2",
26/07/2014 10.00,"51,9","34,7","0,3","84,2","11,7"
26/07/2014 11.00,"52,3","34,5","0,2","91,3",
26/07/2014 12.00,"47,2","31,3","0,2","98,1","9,8"
26/07/2014 13.00,"21,5","17,6","0,1","124,9",
26/07/2014 14.00,"20,8","17,5","0,2","119,4","5,9"
26/07/2014 15.00,"12,1","10,6","0,1","115,4",
26/07/2014 16.00,"24,7","19,6","0,2","102,4","7,3"
26/07/2014 17.00,"52,3","39,2","0,4","72,2",
26/07/2014 18.00,"59,9","42,9","0,3","70,8","5,4"
26/07/2014 19.00,"53,8","39,5","0,4","73,7",
26/07/2014 20.00,"38,3","31,1","0,3","76,3","5,9"
26/07/2014 21.00,"48,2","38,0","0,4","58,4",
26/07/2014 22.00,"34,0","30,7","0,3","59,4","3,9"
26/07/2014 23.00,"19,2","17,6","0,2","82,6",
27/07/2014 0.00,"14,2","13,2","0,1","98,8","14,2"
27/07/2014 1.00,"8,4","7,5","0,1","98,8",
27/07/2014 2.00,"5,0","4,5","0,1","95,9","7,8"
27/07/2014 3.00,"2,1","1,9",,"90,2",
27/07/2014 4.00,"1,6","1,3","0,1",,"8,8"
27/07/2014 5.00,"3,1","2,9","0,1","74,4",
27/07/2014 6.00,"3,5","3,2","0,1","76,5","13,2"
27/07/2014 7.00,"8,7","6,4","0,1","76,8",
27/07/2014 8.00,"9,1","7,5","0,2","76,5","7,8"
27/07/2014 9.00,"8,9","7,7","0,3","85,6",
27/07/2014 10.00,"13,8","10,7","0,3","89,6","8,3"
27/07/2014 11.00,"13,1","10,4","0,3","97,7",
27/07/2014 12.00,"13,6","10,9","0,3","100,1","11,7"
27/07/2014 13.00,"7,9","6,4","0,2","106,6",
27/07/2014 14.00,"4,3","4,1","0,1","103,5","7,3"
27/07/2014 15.00,"11,6","9,6","0,2","97,6",
27/07/2014 16.00,"13,7","10,7","0,1","93,9","4,4"
27/07/2014 17.00,"15,6","12,8","0,2","82,0",
27/07/2014 18.00,"18,5","14,5","0,2","76,0","3,4"
27/07/2014 19.00,"29,8","23,9","0,2","64,2",
27/07/2014 20.00,"39,5","33,9","0,3","50,9","3,4"
27/07/2014 21.00,"45,0","37,3","0,2","54,3",
27/07/2014 22.00,"29,6","27,3","0,2","65,2","4,9"
27/07/2014 23.00,"31,4","28,7","0,3","59,9",
28/07/2014 0.00,"29,2","27,0","0,3","62,7","9,3"
28/07/2014 1.00,"13,7","13,2","0,2","76,2",
28/07/2014 2.00,"10,2","9,5","0,1","61,8","5,4"
28/07/2014 3.00,"6,3","6,0","0,1","57,9",
28/07/2014 4.00,"5,0","4,9","0,1","49,2","9,8"
28/07/2014 5.00,"151,1","43,0","0,2","9,9",
28/07/2014 6.00,"139,4","50,4","0,2","8,7","9,8"
28/07/2014 7.00,"96,9","59,6","0,6","23,6",
28/07/2014 8.00,"38,1","30,9","0,2","74,1","5,4"
28/07/2014 9.00,"32,1","24,0","0,2","87,1",
28/07/2014 10.00,"30,3","23,2","0,9","73,3","9,8"
28/07/2014 11.00,"48,6","32,7","0,6","76,2",
28/07/2014 12.00,"50,0","32,6","0,5","81,6","12,7"
28/07/2014 13.00,"37,5","24,6","0,4","90,9",
28/07/2014 14.00,"18,3","15,3","0,4","101,2","7,3"
28/07/2014 15.00,"31,1","23,6","0,5","96,5",
28/07/2014 16.00,"58,1","41,3","0,5","82,4","4,4"
28/07/2014 17.00,"52,6","38,9","0,5","70,9",
28/07/2014 18.00,"68,0","46,2","0,6","66,7","3,4"
28/07/2014 19.00,"43,0","31,0","0,4","83,6",
28/07/2014 20.00,"53,4","39,9","0,5","61,0","2,4"
28/07/2014 21.00,"40,6","30,4","0,5","56,8",
28/07/2014 22.00,"19,3","15,7","0,4","71,3","2,9"
28/07/2014 23.00,"15,1","13,3","0,3","65,2",
29/07/2014 0.00,"12,9","11,5","0,4","64,2","10,3"
29/07/2014 1.00,"10,9","9,4","0,4","52,4",
29/07/2014 2.00,"7,3","7,0","0,4","43,9","12,2"
29/07/2014 3.00,"10,1","9,4",,"29,3",
29/07/2014 4.00,"31,7","13,8","0,2",,"6,8"
29/07/2014 5.00,"159,6","34,2","0,2","8,5",
29/07/2014 6.00,"200,4","41,2","0,3","0,7","4,9"
29/07/2014 7.00,"69,0","42,9","0,3","14,0",
29/07/2014 8.00,"42,2","31,6","0,3","54,7","8,3"
29/07/2014 9.00,"39,9","28,3","0,3","75,8",
29/07/2014 10.00,"27,2","20,3","0,2","92,6","13,2"
29/07/2014 11.00,"34,2","26,1","0,4","97,4",
29/07/2014 12.00,"35,9","29,2","0,5","104,1","7,3"
29/07/2014 13.00,"34,7","27,4","0,3","122,0",
29/07/2014 14.00,"16,3","13,0","0,2","122,2","4,4"
29/07/2014 15.00,"14,3","12,4","0,2","118,2",
29/07/2014 16.00,"15,6","12,5","0,2","114,1","3,4"
29/07/2014 17.00,"18,4","14,3","0,3","106,9",
29/07/2014 18.00,"30,3","20,6","0,3","96,6","2,9"
29/07/2014 19.00,"23,5","17,1","0,3","92,3",
29/07/2014 20.00,"25,9","20,0","0,3","79,1","2,0"
29/07/2014 21.00,"20,6","15,7","0,2","80,3",
29/07/2014 22.00,"6,1","5,3","0,3","85,8","2,0"
29/07/2014 23.00,"5,2","4,5","0,2","83,7",
30/07/2014 0.00,"4,6","4,0","0,2","85,3","2,9"
30/07/2014 1.00,"2,0","1,7","0,2","90,1",
30/07/2014 2.00,"2,7","2,4","0,2","89,4","4,4"
30/07/2014 3.00,"1,0","0,9","0,2","87,3",
30/07/2014 4.00,"3,6","3,0","0,3","85,9","8,3"
30/07/2014 5.00,"9,0","6,8","0,2","82,9",
30/07/2014 6.00,"16,8","11,6","0,2","82,5","5,9"
30/07/2014 7.00,"10,4","8,2","0,2","83,8",
30/07/2014 8.00,"13,0","9,7","0,2","80,9","9,8"
30/07/2014 9.00,"13,8","10,5","0,2","86,1",
30/07/2014 10.00,"13,5","9,9","0,2","96,9","11,2"
30/07/2014 11.00,"16,5","12,3","0,2","103,1",
30/07/2014 12.00,"20,8","14,9","0,2","103,8","6,3"
30/07/2014 13.00,"15,2","10,8","0,2","102,2",
30/07/2014 14.00,"17,4","13,0","0,1","101,7","4,4"
30/07/2014 15.00,"17,0","13,2","0,2","102,1",
30/07/2014 16.00,"26,0","18,2","0,2","91,4","9,8"
30/07/2014 17.00,"20,0","14,5","0,2","92,7",
30/07/2014 18.00,"28,2","19,2","0,3","86,4","5,9"
30/07/2014 19.00,"35,0","23,4","0,3","78,4",
30/07/2014 20.00,"55,9","41,1","0,3","59,2","3,4"
30/07/2014 21.00,"35,0","27,6","0,3","53,9",
30/07/2014 22.00,"30,2","25,8","0,2","50,7","2,4"
30/07/2014 23.00,"18,7","15,9","0,2","64,1",
31/07/2014 0.00,"12,3","10,2","0,2","62,9","3,9"
31/07/2014 1.00,"6,1","5,9","0,2","76,8",
31/07/2014 2.00,"3,6","3,2","0,2","77,5","3,9"
31/07/2014 3.00,"3,4","3,0",,"73,6",
31/07/2014 4.00,"9,3","7,8","0,5",,"3,4"
31/07/2014 5.00,"33,5","25,7","0,6","59,4",
31/07/2014 6.00,"81,7","46,0","0,7","40,5","3,4"
31/07/2014 7.00,"45,0","29,6","0,8","52,6",
31/07/2014 8.00,"22,7","17,8","0,7","71,3","4,4"
31/07/2014 9.00,"43,2","29,4","0,7","73,8",
31/07/2014 10.00,"43,4","27,2","0,7","79,2","3,4"
31/07/2014 11.00,"46,1","28,9","0,8","73,8",
31/07/2014 12.00,"66,4","42,5","0,8","71,4","2,4"
31/07/2014 13.00,"61,1","38,4","0,7","80,0",
31/07/2014 14.00,"35,5","24,4","0,7","91,5","7,3"
31/07/2014 15.00,"39,8","27,5","0,7","87,6",
31/07/2014 16.00,"56,0","37,7","0,8","78,4","6,3"
31/07/2014 17.00,"44,6","31,5","0,7","72,5",
31/07/2014 18.00,"80,7","48,3","0,7","56,6","4,4"
31/07/2014 19.00,"41,6","28,5","0,8","58,7",
31/07/2014 20.00,"84,2","53,0","0,8","36,5","3,4"
31/07/2014 21.00,"32,1","27,8","0,8","66,2",
31/07/2014 22.00,"11,9","10,8","0,7","89,3","3,4"
31/07/2014 23.00,"13,6","12,6","0,7","81,3",
01/08/2014 0.00,"8,9","8,2","0,6","78,0","2,0"
01/08/2014 1.00,"6,4","6,1","0,7","76,5",
01/08/2014 2.00,"3,5","3,3","0,6","75,7","2,0"
01/08/2014 3.00,"3,1","2,9","0,7","79,3",
01/08/2014 4.00,"2,3","2,3","0,5","76,9","2,0"
01/08/2014 5.00,"17,5","11,9","0,6","71,5",
01/08/2014 6.00,"18,7","15,5","0,6","67,4","5,4"
01/08/2014 7.00,"52,5","34,7","0,7","55,3",
01/08/2014 8.00,"59,1","38,9","0,8","58,4","3,4"
01/08/2014 9.00,"68,8","46,8","0,9","62,8",
01/08/2014 10.00,"36,3","26,7","0,7","72,2","2,9"
01/08/2014 11.00,"40,0","27,0","0,8","73,2",
01/08/2014 12.00,"50,3","32,8","0,8","72,2","5,4"
01/08/2014 13.00,"33,1","23,2","0,8","83,0",
01/08/2014 14.00,"18,6","14,6","0,7","89,1","7,8"
01/08/2014 15.00,"34,2","23,5","0,8","82,9",
01/08/2014 16.00,"36,4","26,1","0,7","81,1","6,8"
01/08/2014 17.00,"38,6","27,6","0,8","79,2",
01/08/2014 18.00,"46,4","32,9","0,9","71,0","3,4"
01/08/2014 19.00,"53,8","39,1","0,8","61,1",
01/08/2014 20.00,"102,6","62,8","1,2","32,0","2,4"
01/08/2014 21.00,"64,2","45,2","0,9","37,7",
01/08/2014 22.00,"25,3","22,1","0,8","56,9","8,8"
01/08/2014 23.00,"17,3","15,7","0,6","53,1",
02/08/2014 0.00,"14,6","13,6","0,8","59,6","8,3"
02/08/2014 1.00,"10,1","9,5","0,6","63,0",
02/08/2014 2.00,"8,8","8,2","0,7","59,0","9,3"
02/08/2014 3.00,"5,2","5,2",,"62,1",
02/08/2014 4.00,"10,2","9,1","0,5",,"11,7"
02/08/2014 5.00,"69,4","37,9","0,6","37,2",
02/08/2014 6.00,"37,1","31,4","0,7","45,6","7,3"
02/08/2014 7.00,"32,6","28,1","0,8","55,6",
02/08/2014 8.00,"22,7","18,7","0,7","72,9","4,9"
02/08/2014 9.00,"45,5","31,2","0,8","72,4",
02/08/2014 10.00,"39,8","28,3","0,6","78,8","6,8"
02/08/2014 11.00,"42,7","29,4","0,6","86,6",
02/08/2014 12.00,"44,3","30,0","0,7","92,6","7,3"
02/08/2014 13.00,"34,4","24,2","0,6","101,2",
02/08/2014 14.00,"20,8","15,2","0,6","108,4","4,9"
02/08/2014 15.00,"18,1","13,3","0,6","106,1",
02/08/2014 16.00,"31,6","22,3","0,6","97,0","5,9"
02/08/2014 17.00,"32,3","25,0","0,6","95,8",
02/08/2014 18.00,"49,8","35,3","0,9","84,4","4,4"
02/08/2014 19.00,"33,7","28,7","0,6","94,5",
02/08/2014 20.00,"62,6","48,0","1,0","72,5","3,4"
02/08/2014 21.00,"29,3","26,8","0,6","84,0",
02/08/2014 22.00,"27,9","26,0","0,6","81,6","2,4"
02/08/2014 23.00,"19,8","19,3","0,6","82,4",
03/08/2014 0.00,"29,3","28,6","0,9","62,7","7,8"
03/08/2014 1.00,"10,7","10,5","0,5","96,3",
03/08/2014 2.00,"7,4","7,1","0,5","101,1","15,6"
03/08/2014 3.00,"6,5","6,3","0,5","98,7",
03/08/2014 4.00,"5,1","4,8","0,5","98,2","8,3"
03/08/2014 5.00,"7,0","6,9","0,6","91,7",
03/08/2014 6.00,"12,0","11,1","0,6","86,6","7,8"
03/08/2014 7.00,"11,7","10,4","0,6","82,3",
03/08/2014 8.00,"23,0","19,1","0,6","82,1","6,3"
03/08/2014 9.00,"24,6","20,3","0,5","93,7",
03/08/2014 10.00,"31,6","24,3","0,7","105,1","9,8"
03/08/2014 11.00,"14,8","12,9","0,6","117,1",
03/08/2014 12.00,"17,3","14,7","0,6","132,6","7,3"
03/08/2014 13.00,"14,8","13,1","0,6","133,3",
03/08/2014 14.00,"3,8","3,6","0,4","136,1","4,9"
03/08/2014 15.00,"5,7","5,2","0,6","123,8",
03/08/2014 16.00,"12,1","11,1","0,7","116,2","7,3"
03/08/2014 17.00,"22,9","19,5","0,7","106,2",
03/08/2014 18.00,"19,1","17,5","0,6","96,8","6,8"
03/08/2014 19.00,"28,5","24,1","0,8","89,1",
03/08/2014 20.00,"48,3","37,7","0,7","83,6","4,4"
03/08/2014 21.00,"56,7","46,7","0,9","67,3",
03/08/2014 22.00,"47,0","39,2","0,8","68,5","7,3"
03/08/2014 23.00,"32,1","29,4","0,8","54,1",
04/08/2014 0.00,"43,5","37,1","0,7","27,9","10,7"
04/08/2014 1.00,"42,2","36,7","0,8","34,6",
04/08/2014 2.00,"14,8","13,5","0,6","92,4","6,8"
04/08/2014 3.00,"7,2","6,6",,"101,4",
04/08/2014 4.00,"9,7","9,4","0,3",,"9,8"
04/08/2014 5.00,"14,4","12,7","0,2","68,3",
04/08/2014 6.00,"21,4","16,7","0,3","71,2","7,3"
04/08/2014 7.00,"26,9","20,0","0,3","72,3",
04/08/2014 8.00,"34,9","25,0","0,3","80,4","12,2"
04/08/2014 9.00,"35,8","25,4","0,4","84,9",
04/08/2014 10.00,"36,2","25,8","0,3","89,8","8,8"
04/08/2014 11.00,"40,4","27,6","0,4","87,3",
04/08/2014 12.00,"58,4","36,4","0,3","81,2","12,7"
04/08/2014 13.00,"41,5","28,3","0,3","95,4",
04/08/2014 14.00,"35,9","25,3","0,3","98,0","7,3"
04/08/2014 15.00,"31,6","21,9","0,2","93,9",
04/08/2014 16.00,"36,0","25,2","0,2","90,2","4,4"
04/08/2014 17.00,"45,2","29,7","0,3","81,4",
04/08/2014 18.00,"60,5","41,1","0,3","71,2","3,4"
04/08/2014 19.00,"65,6","45,4","0,3","62,7",
04/08/2014 20.00,"89,9","59,7","0,5","39,0","2,9"
04/08/2014 21.00,"48,2","38,4","0,3","52,7",
04/08/2014 22.00,"15,1","14,2","0,3","72,6","2,9"
04/08/2014 23.00,"13,0","11,9","0,2","73,8",
05/08/2014 0.00,"11,0","10,6","0,3","76,1","5,4"
05/08/2014 1.00,"11,8","10,8","0,2","78,1",
05/08/2014 2.00,"7,0","6,8","0,2","82,9","11,2"
05/08/2014 3.00,"5,4","5,2","0,2","80,5",
05/08/2014 4.00,"3,6","3,3","0,2","79,3","6,3"
05/08/2014 5.00,"4,6","4,2","0,3","79,3",
05/08/2014 6.00,"13,5","11,2","0,3","71,2","11,2"
05/08/2014 7.00,"25,2","19,9","0,3","64,1",
05/08/2014 8.00,"44,9","31,4","0,3","68,6","6,8"
05/08/2014 9.00,"39,3","28,2","0,4","76,5",
05/08/2014 10.00,"30,5","22,9","0,3","86,1","6,8"
05/08/2014 11.00,"40,8","29,6","0,2","92,0",
05/08/2014 12.00,"48,2","32,8","0,4","91,2","4,4"
05/08/2014 13.00,"45,3","29,2","0,2","89,3",
05/08/2014 14.00,"22,3","16,5","0,2","96,4","2,9"
05/08/2014 15.00,"25,5","18,4","0,2","94,9",
05/08/2014 16.00,"42,0","28,8","0,2","88,8","2,0"
05/08/2014 17.00,"36,6","25,8","0,2","90,3",
05/08/2014 18.00,"52,9","37,3","0,4","74,5","4,9"
05/08/2014 19.00,"62,5","46,4","0,4","65,6",
05/08/2014 20.00,"46,0","38,3","0,3","68,3","3,4"
05/08/2014 21.00,"24,8","21,5","0,3","83,4",
05/08/2014 22.00,"12,2","11,6","0,3","91,1","7,3"
05/08/2014 23.00,"13,1","12,1","0,2","85,0",
06/08/2014 0.00,"7,7","7,4","0,2","85,3","11,2"
06/08/2014 1.00,"6,2","5,8","0,3","87,7",
06/08/2014 2.00,"3,2","3,2","0,3","94,4","13,2"
06/08/2014 3.00,"2,6","2,5",,"94,3",
06/08/2014 4.00,"2,0","1,7","0,3",,"7,8"
06/08/2014 5.00,"3,9","3,8","0,3","85,3",
06/08/2014 6.00,"18,3","15,1","0,4","71,6","7,3"
06/08/2014 7.00,"24,1","18,8","0,4","72,8",
06/08/2014 8.00,"31,1","22,3","0,3","76,4","8,3"
06/08/2014 9.00,"31,2","21,4","0,4","85,2",
06/08/2014 10.00,"30,8","22,7","0,4","88,8","10,3"
06/08/2014 11.00,"32,6","23,2","0,4","94,6",
06/08/2014 12.00,"38,8","27,1","0,5","92,9","9,3"
06/08/2014 13.00,"32,5","21,6","0,4","96,6",
06/08/2014 14.00,"17,1","12,4","0,3","102,4","5,9"
06/08/2014 15.00,"18,7","14,2","0,3","98,6",
06/08/2014 16.00,"23,5","17,3","0,3","93,8","3,9"
06/08/2014 17.00,"17,1","13,0","0,3","94,9",
06/08/2014 18.00,"24,8","17,8","0,4","91,7","3,4"
06/08/2014 19.00,"31,7","24,1","0,4","83,1",
06/08/2014 20.00,"33,5","26,3","0,4","80,9","2,9"
06/08/2014 21.00,"24,4","19,2","0,4","86,2",
06/08/2014 22.00,"9,2","8,4","0,3","95,4","2,0"
06/08/2014 23.00,"7,5","7,1","0,3","97,1",
07/08/2014 0.00,"5,0","4,8","0,2","100,6","5,4"
07/08/2014 1.00,"4,6","4,2","0,4","94,5",
07/08/2014 2.00,"2,4","2,1","0,3","90,4","6,3"
07/08/2014 3.00,"2,2","2,1","0,3","87,2",
07/08/2014 4.00,"2,1","1,9","0,3","88,2","7,3"
07/08/2014 5.00,"5,0","4,4","0,3","85,4",
07/08/2014 6.00,"14,2","12,1","0,5","75,8","4,4"
07/08/2014 7.00,"17,3","13,1","0,4","81,5",
07/08/2014 8.00,"25,1","17,6","0,5","85,4","5,4"
07/08/2014 9.00,"35,4","24,3","0,4","81,6",
07/08/2014 10.00,"28,3","20,9","0,4","91,3","5,4"
07/08/2014 11.00,"27,2","19,9","0,4","93,0",
07/08/2014 12.00,"35,0","24,6","0,4","92,0","6,8"
07/08/2014 13.00,"26,3","18,5","0,4","96,6",
07/08/2014 14.00,"17,0","12,8","0,4","103,4","7,8"
07/08/2014 15.00,"20,4","14,7","0,4","101,9",
07/08/2014 16.00,"30,3","21,3","0,4","94,1","4,4"
07/08/2014 17.00,"31,3","23,2","0,4","95,0",
07/08/2014 18.00,"43,2","31,1","0,6","89,5","2,9"
07/08/2014 19.00,"55,5","39,3","0,5","80,1",
07/08/2014 20.00,"53,7","39,5","0,5","74,5","2,4"
07/08/2014 21.00,"47,0","37,1","0,4","73,1",
07/08/2014 22.00,"16,6","15,4","0,3","88,0","5,4"
07/08/2014 23.00,"13,0","12,6","0,3","91,4",
08/08/2014 0.00,"10,8","10,2","0,5","92,9","14,2"
08/08/2014 1.00,"7,5","7,2","0,4","84,2",
08/08/2014 2.00,"4,2","3,8","0,4","88,3","7,8"
08/08/2014 3.00,"2,1","2,0",,"89,8",
08/08/2014 4.00,"3,2","2,8","0,3",,"7,8"
08/08/2014 5.00,"12,0","9,9","0,2","84,1",
08/08/2014 6.00,"21,6","17,9","0,3","79,5","8,3"
08/08/2014 7.00,"36,0","28,2","0,3","72,1",
08/08/2014 8.00,"29,3","23,2","0,4","84,3","5,9"
08/08/2014 9.00,"33,2","24,8","0,3","84,1",
08/08/2014 10.00,"41,6","28,9","0,4","85,3","12,2"
08/08/2014 11.00,"40,1","27,1","0,3","88,4",
08/08/2014 12.00,"51,1","33,8","0,4","84,7","8,8"
08/08/2014 13.00,"51,8","33,4","0,3","88,3",
08/08/2014 14.00,"25,7","19,1","0,2","102,4","10,7"
08/08/2014 15.00,"32,4","22,8","0,3","100,4",
08/08/2014 16.00,"32,3","24,2","0,2","100,6","6,3"
08/08/2014 17.00,"36,2","27,8","0,3","97,4",
08/08/2014 18.00,"54,0","40,7","0,3","85,7","3,9"
08/08/2014 19.00,"57,4","43,9","0,4","74,3",
08/08/2014 20.00,"77,9","55,0","0,5","53,7","2,0"
08/08/2014 21.00,"38,6","32,1","0,3","70,6",
08/08/2014 22.00,"25,2","22,9","0,3","73,0","2,4"
08/08/2014 23.00,"25,9","23,7","0,4","69,9",
09/08/2014 0.00,"17,4","15,6","0,3","73,5","14,2"
09/08/2014 1.00,"18,0","17,2","0,3","63,1",
09/08/2014 2.00,"12,0","11,4","0,4","71,7","8,3"
09/08/2014 3.00,"10,7","10,4","0,2","73,8",
09/08/2014 4.00,"31,1","20,7","0,4","50,2","6,3"
09/08/2014 5.00,"111,9","51,8","0,4","24,9",
09/08/2014 6.00,"244,1","75,9","0,4","1,3","8,8"
09/08/2014 7.00,"142,4","73,0","0,6","18,6",
09/08/2014 8.00,"56,2","41,7","0,5","71,7","8,8"
09/08/2014 9.00,"61,6","42,6","0,4","78,6",
09/08/2014 10.00,"42,4","29,4","0,3","94,0","7,3"
09/08/2014 11.00,"48,4","32,4","0,3","97,6",
09/08/2014 12.00,"57,9","40,2","0,4","99,6","10,7"
09/08/2014 13.00,"40,8","30,0","0,3","105,9",
09/08/2014 14.00,"23,5","17,6","0,2","117,1","6,3"
09/08/2014 15.00,"16,3","13,4","0,3","115,6",
09/08/2014 16.00,"23,9","18,6","0,2","109,9","8,3"
09/08/2014 17.00,"33,9","24,9","0,2","104,8",
09/08/2014 18.00,"57,4","41,0","0,4","87,9","4,4"
09/08/2014 19.00,"51,4","39,0","0,4","88,9",
09/08/2014 20.00,"63,2","47,6","0,6","73,4","2,9"
09/08/2014 21.00,"62,7","49,6","0,7","61,3",
09/08/2014 22.00,"43,4","39,8","0,7","66,7","4,9"
09/08/2014 23.00,"37,7","36,1","0,8","65,8",
10/08/2014 0.00,"55,7","46,7","0,8","47,6","12,2"
10/08/2014 1.00,"50,7","45,6","0,5","53,9",
10/08/2014 2.00,"32,1","31,1","0,4","65,8","13,2"
10/08/2014 3.00,"23,3","22,7",,"65,6",
10/08/2014 4.00,"17,1","16,7","0,4",,"15,1"
10/08/2014 5.00,"5,9","5,8","0,4","105,6",
10/08/2014 6.00,"19,7","17,9","0,4","73,7","8,3"
10/08/2014 7.00,"38,1","30,0","0,5","63,0",
10/08/2014 8.00,"15,8","14,2","0,5","101,6","12,2"
10/08/2014 9.00,"22,4","19,6","0,5","109,8",
10/08/2014 10.00,"26,6","22,3","0,4","115,6","22,0"
10/08/2014 11.00,"37,0","28,2","0,5","118,5",
10/08/2014 12.00,"34,0","25,9","0,4","121,8","11,7"
10/08/2014 13.00,"24,5","19,6","0,4","125,7",
10/08/2014 14.00,"7,0","6,2","0,3","124,3","8,8"
10/08/2014 15.00,"7,4","6,1","0,4","114,3",
10/08/2014 16.00,"10,6","9,1","0,4","107,7","5,4"
10/08/2014 17.00,"14,5","11,3","0,4","104,6",
10/08/2014 18.00,"28,9","23,2","0,4","94,9","4,4"
10/08/2014 19.00,"26,3","20,8","0,5","93,9",
10/08/2014 20.00,"31,8","26,5","0,5","85,4","3,4"
10/08/2014 21.00,"69,9","55,8","0,7","44,8",
10/08/2014 22.00,"65,9","55,2","0,7","21,2","3,9"
10/08/2014 23.00,"63,7","51,2","0,7","29,6",
11/08/2014 0.00,"57,6","52,4","0,6","45,6","13,2"
11/08/2014 1.00,"42,0","39,7","0,6","71,2",
11/08/2014 2.00,"23,4","23,2","0,4","80,2","15,6"
11/08/2014 3.00,"19,7","19,2","0,4","75,5",
11/08/2014 4.00,"56,0","36,1","0,4","48,0","9,3"
11/08/2014 5.00,"262,3","82,4","0,5","21,8",
11/08/2014 6.00,"363,8","103,8","0,5","1,7","13,2"
11/08/2014 7.00,"185,5","86,4","0,8","5,9",
11/08/2014 8.00,"95,5","67,7","0,7","46,1","13,7"
11/08/2014 9.00,"28,3","25,1","0,5","104,3",
11/08/2014 10.00,"55,7","40,9","0,5","91,6","14,2"
11/08/2014 11.00,"46,3","33,6","0,4","107,7",
11/08/2014 12.00,"62,4","44,0","0,4","99,7","8,8"
11/08/2014 13.00,"55,4","40,2","0,4","112,5",
11/08/2014 14.00,"29,7","23,2","0,4","118,2","9,8"
11/08/2014 15.00,"39,5","29,7","0,4","113,9",
11/08/2014 16.00,"55,9","39,2","0,4","97,9","8,8"
11/08/2014 17.00,"39,3","29,6","0,4","124,1",
11/08/2014 18.00,"24,7","20,9","0,5","129,5","9,3"
11/08/2014 19.00,"39,2","31,1","0,5","104,2",
11/08/2014 20.00,"46,4","38,2","0,6","82,1","5,4"
11/08/2014 21.00,"60,1","55,0","1,1","51,9",
11/08/2014 22.00,"42,9","40,0","0,8","66,1","3,9"
11/08/2014 23.00,"32,5","30,5","0,6","83,0",
12/08/2014 0.00,"38,6","37,0","0,7","70,5","7,8"
12/08/2014 1.00,"11,3","11,1","0,4","104,8",
12/08/2014 2.00,"9,4","9,4","0,5","97,7","6,8"
12/08/2014 3.00,"22,7","21,7",,"67,7",
12/08/2014 4.00,"33,4","25,5",,,"6,8"
12/08/2014 5.00,"279,9","77,5",,"14,0",
12/08/2014 6.00,"258,1","77,9",,"1,2","9,8"
12/08/2014 7.00,"77,7","49,1",,"32,3",
12/08/2014 8.00,"35,6","29,8",,"67,6","6,3"
12/08/2014 9.00,"33,1","27,8",,"79,7",
12/08/2014 10.00,"34,7","22,1",,"66,2","8,3"
12/08/2014 11.00,"26,2","17,4",,"79,2",
12/08/2014 12.00,"40,6","25,1",,"82,5","11,7"
12/08/2014 13.00,"18,7","14,0",,"108,6",
12/08/2014 14.00,"14,2","10,4",,"110,0","6,8"
12/08/2014 15.00,"10,6","8,3",,"107,7",
12/08/2014 16.00,"13,1","9,5",,"98,8","4,4"
12/08/2014 17.00,"20,1","14,5",,"102,0",
12/08/2014 18.00,"30,9","21,6",,"91,4","2,4"
12/08/2014 19.00,"37,2","28,0",,"74,7",
12/08/2014 20.00,"44,2","32,8",,"59,7","4,4"
12/08/2014 21.00,"28,8","24,6",,"74,2",
12/08/2014 22.00,"23,7","21,4",,"89,1","2,9"
12/08/2014 23.00,"21,1","19,6",,"83,1",
