,Provincia di TARANTO,,,,,,
09/07/2008 8.00,"0,322305","21,440288","3,519735","16,054672","22,46641","0,436431",
09/07/2008 9.00,"0,878438","6,438182","1,300127","4,447807","0,428888",,
09/07/2008 10.00,"1,043652","6,910282","1,361879","4,825488","21,97802","0,427395",
09/07/2008 11.00,"0,818852","9,218895","1,536131","6,86834","0,427748",,
09/07/2008 12.00,"0,799893","12,976232","2,219608","9,579594","25,88522","0,43435",
09/07/2008 13.00,"0,92719","10,820659","1,793281","8,076659","0,433878",,
09/07/2008 14.00,"1,07796","9,368049","1,745064","6,697021","46,88644","0,434703",
09/07/2008 15.00,"1,105947","20,660803","4,188831","14,248032","0,452737",,
09/07/2008 16.00,"2,579339","24,957679","4,142308","18,619267","43,956032","0,450301",
09/07/2008 17.00,"11,797962","75,708295","19,282822","46,174397","1,851613",,
09/07/2008 18.00,"22,467421","51,790783","16,805233","26,041802","108,9133","1,954396",
09/07/2008 19.00,"3,311521","11,745402","2,083419","8,556871","0,496113",,
09/07/2008 20.00,"2,317523","14,880189","3,13401","10,08187","66,910851","0,473875",
09/07/2008 21.00,"1,32172","10,406924","1,572503","8,010468","0,437021",,
09/07/2008 22.00,"0,466754","30,673411","2,980905","26,120959","49,816841","0,551002",
09/07/2008 23.00,"0,160701","33,915877","2,576571","29,986029","0,48075",,
10/07/2008 0.00,"0,322305","23,599739","1,449004","21,396714","36,630032","0,463384",
10/07/2008 1.00,"10,973702","0,000845","12,015699","0,493559",,,
10/07/2008 2.00,"0,789962","23,44322","0,480672",,,,
10/07/2008 3.00,"1,099627","16,998149","0,233465","17,919719",,,
10/07/2008 4.00,"0,767392","31,05214","1,298436","29,814695","26,37361","0,48472",
10/07/2008 5.00,"0,777323","6,864886","0,005921","7,811893","0,406886",,
10/07/2008 6.00,"0,293415","14,82053","1,198621","13,008573","26,37361","0,426531",
10/07/2008 7.00,"0,141741","0,471831",,,,,
10/07/2008 8.00,"0,055975","24,908421","0,355259",,,,
10/07/2008 9.00,"0,320498","14,270611","0,665713","13,259054","0,347519",,
10/07/2008 10.00,"0,27265","13,19931","0,78752","12,000127","26,86202","0,367321",
10/07/2008 11.00,"0,929898","11,122855","0,956697","9,662657","0,366889",,
10/07/2008 12.00,"0,940732","7,689762","0,631877","6,725575","31,746031","0,337501",
10/07/2008 13.00,"0,140839","7,775361","0,759606","6,615254","0,332746",,
10/07/2008 14.00,"0,687041","7,815569","1,015064","6,263532","27,83882","0,362253",
10/07/2008 15.00,"0,837811","7,392755","1,152097","5,630169","0,369089",,
10/07/2008 16.00,"1,061709","6,980318","0,703778","5,905317","26,86202","0,365672",
10/07/2008 17.00,"1,349706","7,359033","0,805284","6,128553","0,358481",,
10/07/2008 18.00,"1,174561","8,811647","1,623256","6,327127","22,46641","0,362055",
10/07/2008 19.00,"0,303346","10,921824","3,120477","6,141531","0,352509",,
10/07/2008 20.00,"0,352098","18,151161","6,947268","7,504297","29,30402","0,357577",
10/07/2008 21.00,"0,408072","20,803459","6,783166","10,410226","0,368971",,
10/07/2008 22.00,"0,6094","17,919002","4,828321","10,523145","31,746031","0,363313",
10/07/2008 23.00,"0,11556","19,156307","3,764195","13,394036","0,378361",,
11/07/2008 0.00,"0,183272","11,364092","1,310279","9,828787","29,79241","0,359109",
11/07/2008 1.00,"0,211258","4,360429",0,"7,819678","0,357067",,
11/07/2008 2.00,"0,111949","25,34677","0,573511","26,092413","21,48962","0,387241",
11/07/2008 3.00,"0,040627","26,092528","0,562514","26,455809","0,392388",,
11/07/2008 4.00,"0,294318","31,152024","3,751507","26,57003","21,97802","0,379619",
11/07/2008 5.00,"0,224801","61,924039","7,201033","50,922009","0,387162",,
11/07/2008 6.00,"0,310568","79,867681","10,903478","63,193376","30,28083","0,424723",
11/07/2008 7.00,"0,232926","95,448244","22,388912","61,162201","0,45867",,
11/07/2008 8.00,"0,216675","55,657058","9,737002","40,755771","45,909641","0,408024",
11/07/2008 9.00,"0,31147","31,399744","4,349549","24,750399","0,389717",,
11/07/2008 10.00,"0,261815","35,45538","5,727499","26,692035","52,25885","0,388773",
11/07/2008 11.00,"1,365054","38,987056","7,162123","28,024928","0,387949",,
11/07/2008 12.00,"3,040676","37,003968","7,748323","25,141059","36,141621","0,376828",
11/07/2008 13.00,"4,31906","45,521202","10,425552","29,556421","0,3773",,
11/07/2008 14.00,"5,575778","45,704084","11,672384","27,826368","32,234421","0,402092",
11/07/2008 15.00,"6,673599","42,276172","10,313046","26,481772","0,390659",,
11/07/2008 16.00,"4,138498","41,910426","9,73531","27,00222","33,211231","0,391681",
11/07/2008 17.00,"2,659689","31,036598","5,983804","21,876931","0,361741",,
11/07/2008 18.00,"1,523949","27,24684","3,169539","22,410341","29,30402","0,37345",
11/07/2008 19.00,"1,513116","35,136325","1,170707","33,456538","0,376279",,
11/07/2008 20.00,"1,2513","41,479806","0,137034","42,37032","41,514042","0,398753",
11/07/2008 21.00,"0,629262","26,424546","0,002538","27,675797","0,389952",,
11/07/2008 22.00,"0,398141","13,122789","0,149722","13,221418","40,04884","0,363234",
11/07/2008 23.00,"0,509186","7,871338","0,267301","7,488723","0,378204",,
12/07/2008 0.00,"0,904619","9,137186","0,892411","7,774253","32,234421","0,379422",
12/07/2008 1.00,"11,102104","1,5116","8,790489","0,377654",,,
12/07/2008 2.00,"1,256717","15,14041","0,364099",,,,
12/07/2008 3.00,"0,971427","20,854049","2,867556","16,468695",,,
12/07/2008 4.00,"1,216993","20,031774","2,336339","16,460904","21,97802","0,387869",
12/07/2008 5.00,"1,05268","47,989343","6,778091","37,622689","0,438946",,
12/07/2008 6.00,"1,837226","99,048656","22,242577","64,98964","32,234421","0,514422",
12/07/2008 7.00,"2,412318","95,965747","19,91893","65,469842","0,51509",,
12/07/2008 8.00,"2,798723","44,098423","5,009342","36,442929","76,678871","0,479415",
12/07/2008 9.00,"3,262769","35,850954","4,433292","29,073622","0,443229",,
12/07/2008 10.00,"9,729623","48,413464","6,899898","37,860198","62,515251","0,486331",
12/07/2008 11.00,"34,778176","69,734426","10,6218","53,485293","0,522515",,
12/07/2008 12.00,"20,78817","32,004125","3,745587","26,27931","59,58485","0,448455",
12/07/2008 13.00,"19,851056","29,471147","3,840326","23,599203","0,429124",,
12/07/2008 14.00,"16,711079","27,804533","3,143315","23,000881","48,35165","0,371368",
12/07/2008 15.00,"11,494621","17,062999","1,020985","15,510865","0,37679",,
12/07/2008 16.00,"7,995318","25,980981","1,658783","23,456435","47,863232","0,404018",
12/07/2008 17.00,"8,01518","15,444373","0,960927","14,006633","0,420992",,
12/07/2008 18.00,"4,127664","17,955318","1,331426","15,924892","39,072041","0,388538",
12/07/2008 19.00,"0,78635","19,448117","1,854183","16,617948","0,36579",,
12/07/2008 20.00,"1,781251","28,239015","2,248367","24,808811","42,002441","0,457728",
12/07/2008 21.00,"1,104142","28,988672","1,304357","27,0074","0,3674",,
12/07/2008 22.00,"1,035528","15,880158","0,8535","14,581586","35,653221","0,353962",
12/07/2008 23.00,"1,282899","14,946337","1,026906","13,381055","0,373294",,
13/07/2008 0.00,"1,495962","12,530071","0,646258","11,548466","35,653221","0,407946",
13/07/2008 1.00,"0,937121","12,2175","0,655563","11,2201","0,411325",,
13/07/2008 2.00,"1,116781","11,321292","0,40095","10,732094","16,60561","0,423191",
13/07/2008 3.00,"1,6043","14,834796","1,609722","12,375201","0,40826",,
13/07/2008 4.00,"1,714443","12,811514","1,248529","10,904721","10,25641","0,388341",
13/07/2008 5.00,"0,524535","9,512013","1,375412","7,408254","0,389952",,
13/07/2008 6.00,"0,771003","9,667649","1,080198","8,016954","27,83882","0,373607",
13/07/2008 7.00,"0,531758","8,565221","0,847578","7,27068","0,346066",,
13/07/2008 8.00,"0,620233","33,146775","4,358855","26,481772","39,56044","0,960873",
13/07/2008 9.00,"0,979553","52,712922","8,109516","40,306698","0,763717",,
13/07/2008 10.00,"0,631067","34,027423","5,54648","25,540819","52,74725","0,393645",
13/07/2008 11.00,"0,225704","23,117265","4,292875","16,546563","0,361624",,
13/07/2008 12.00,"0,395432","19,130362","3,526502","13,732777","50,793652","0,362291",
13/07/2008 13.00,"1,751459","20,850149","3,505354","15,48621","0,328974",,
13/07/2008 14.00,"4,323575","29,576193","4,89261","22,089776","38,09523","0,300725",
13/07/2008 15.00,"16,306618","27,105468","4,40707","20,362303","0,294909",,
13/07/2008 16.00,"6,319696","19,065526","3,397928","13,865164","43,46764","0,299939",
13/07/2008 17.00,"0,691555","29,560628","4,949283","21,987235","0,303554",,
13/07/2008 18.00,"1,15831","44,46417","6,140291","35,07369","46,88644","0,334554",
13/07/2008 19.00,"0,808019","36,686193","3,781959","30,908819","0,351604",,
13/07/2008 20.00,"1,086085","29,563228","1,978529","26,547966","39,56044","0,688398",
13/07/2008 21.00,"0,873923","33,129912","1,496374","30,856906","0,763717",,
13/07/2008 22.00,"1,224216","10,43027","0,732539","9,313532","36,141621","0,602707",
13/07/2008 23.00,"0,720446","20,22112","0,674172","19,200704","0,512851",,
14/07/2008 0.00,"0,662665","13,203201","0,656408","12,205181","39,56044","0,355848",
14/07/2008 1.00,"12,878958","0,640336","11,905376","0,40276",,,
14/07/2008 2.00,"1,978968","30,76923","0,329839",,,,
14/07/2008 3.00,"0,721348","27,009484","0,89664","25,652424",,,
14/07/2008 4.00,"0,976845","40,448721","1,679086","37,900448","35,164822","0,988023",
14/07/2008 5.00,"0,366542","41,07777","1,575886","38,688248","0,832121",,
14/07/2008 6.00,"0,26633","40,83005","2,99021","36,270313","42,97924","1,067427",
14/07/2008 7.00,"0,459532","32,116973","3,165309","27,282557","1,005191",,
14/07/2008 8.00,"0,102018","62,650331","10,299509","46,890806","30,28083","0,674174",
14/07/2008 9.00,"0,257302","80,588809","16,361126","55,541132","0,361859",,
14/07/2008 10.00,"0,148061","46,198222","9,452784","31,726465","31,25762","0,340408",
14/07/2008 11.00,"0,297026","51,628644","8,626353","38,428694","0,343865",,
14/07/2008 12.00,"0,658152","33,037829","6,26633","23,446034","36,630032","0,325871",
14/07/2008 13.00,"1,525755","31,631898","5,727499","22,865895","0,323906",,
14/07/2008 14.00,"0,768295","33,229755","5,168368","25,322756","37,606831","0,314594",
14/07/2008 15.00,"1,371374","35,66161","5,3367","27,498","0,317226",,
14/07/2008 16.00,"8,423252","51,589754","7,389666","40,287235","42,490841","0,329524",
14/07/2008 17.00,"12,901204","41,964899","4,537337","35,03216","0,314201",,
14/07/2008 18.00,"3,64195","40,534342","3,402156","35,342343","68,37606","0,399695",
14/07/2008 19.00,"1,127614","32,600746","1,582654","30,194992","0,342725",,
14/07/2008 20.00,"0,527243","17,742613","0,789213","16,543968","76,678871","0,43101",
14/07/2008 21.00,0,"8,160565","0,686013","7,113638","0,291492",,
14/07/2008 22.00,"0,005417","28,941982","2,081727","25,767927","59,58485","0,348619",
14/07/2008 23.00,"0,001805","21,45065","1,11657","19,752298","0,326813",,
15/07/2008 0.00,"0,003611","18,083718","1,060742","16,468695","29,30402","0,305321",
15/07/2008 1.00,0,"23,204166","1,084427","21,57321","0,321548",,
15/07/2008 2.00,0,"14,325084","0,622572","13,379765","16,11721","0,341075",
15/07/2008 3.00,0,"14,530007","0,768066","13,361587","0,338718",,
15/07/2008 4.00,0,"72,338758","11,951534","54,051167","10,25641","0,368657",
15/07/2008 5.00,0,"80,430572","15,139677","57,256902","0,395766",,
15/07/2008 6.00,0,"130,978867","35,711636","76,275927","22,954821","0,486331",
15/07/2008 7.00,"0,018959","97,341813","26,109136","57,349061","0,470456",,
15/07/2008 8.00,0,"42,059582","7,242483","30,976311","33,699631","0,350859",
15/07/2008 9.00,0,"20,285976","3,025737","15,657523","0,30933",,
15/07/2008 10.00,0,"14,523521","2,063963","11,366757","23,44322","0,294792",
15/07/2008 11.00,0,"11,09043","1,687544","8,508849","0,296442",,
15/07/2008 12.00,0,"13,395154","1,974299","10,375185","37,606831","0,296638",
15/07/2008 13.00,0,"11,666286","1,730684","9,018913","0,292002",,
15/07/2008 14.00,0,"9,811613","1,453234","7,588659","58,608051","0,294281",
15/07/2008 15.00,0,"8,492589","1,021832","6,930636","0,292513",,
15/07/2008 16.00,0,"8,84018","1,595343","6,39851","0,289448",,
15/07/2008 17.00,0,"8,84018","1,516675","6,519212","0,294948",,
15/07/2008 18.00,0,"8,483511","1,349189","6,419276","0,293927",,
15/07/2008 19.00,0,"7,582114","1,344114","5,525041","0,300411",,
15/07/2008 20.00,0,"7,814273","1,248529","5,904021","0,292395",,
15/07/2008 21.00,0,"8,392724","0,624264","7,440701","0,290077",,
15/07/2008 22.00,0,"9,706558","0,688552","8,656807","109,401703","0,295853",
15/07/2008 23.00,0,"15,099379","1,207927","13,256459","0,30819",,
16/07/2008 0.00,0,"26,468657","2,977522","21,918459","68,37606","0,332549",
16/07/2008 1.00,"18,41704","1,783976","15,692565","0,314987",,,
16/07/2008 2.00,0,"32,234421","0,305833",,,,
16/07/2008 3.00,0,"35,669392","2,35072","32,087277",,,
16/07/2008 4.00,0,"36,556521","2,974984","32,017185","22,954821","0,312512",
16/07/2008 5.00,0,"13,974902","0,894948","12,611423","0,283988",,
16/07/2008 6.00,0,"62,363703","10,812967","45,816163","16,60561","0,34414",
16/07/2008 7.00,0,"26,60483","3,147544","21,793856","0,312786",,
16/07/2008 8.00,0,"10,344669","0,785828","9,146105","17,582411","0,288033",
16/07/2008 9.00,0,"9,089199","0,689398","8,037722","0,289134",,
16/07/2008 10.00,0,"8,290261","0,709699","7,207085","17,582411","0,290942",
16/07/2008 11.00,0,"8,949125","0,9254","7,535446","0,297935",,
16/07/2008 12.00,0,"7,772769","0,699548","6,704806","20,02442","0,302728",
16/07/2008 13.00,0,"7,69106","1,064972","6,062361","0,302178",,
16/07/2008 14.00,0,"7,138548","0,784983","5,939062","25,39682","0,300647",
16/07/2008 15.00,0,"7,093155","0,854346","5,787213","0,305753",,
16/07/2008 16.00,0,"7,126874","1,173245","5,331658","21,97802","0,302728",
16/07/2008 17.00,0,"7,168378","1,100499","5,484807","0,297188",,
16/07/2008 18.00,"12,21001","0,288033",,,,,
16/07/2008 19.00,"0,849548","7,701434","1,115725","5,994871","0,288741",,
16/07/2008 20.00,"0,309665","9,627444","1,218077","7,765169","21,001221","0,295302",
16/07/2008 21.00,"0,106532","12,955478","1,356802","10,882659","0,307129",,
16/07/2008 22.00,"0,177854","16,392462","1,321275","14,376523","26,37361","0,304693",
16/07/2008 23.00,"0,241051","14,327679","2,090186","11,130545","0,306775",,
17/07/2008 0.00,"0,276261","12,596217","2,657776","8,527018","23,44322","0,289448",
17/07/2008 1.00,"0,24376","11,052819","2,122329","7,804105","0,289134",,
17/07/2008 2.00,"0,189591","9,010084","1,350035","6,944913","15,62881","0,278251",
17/07/2008 3.00,"0,6094","25,55558","1,875331","22,695879","0,284027",,
17/07/2008 4.00,"0,436059","52,777756","9,053525","38,923174","15,62881","0,3043",
17/07/2008 5.00,"0,928093","57,61806","6,259561","48,053703","0,319937",,
17/07/2008 6.00,"0,938926","110,052174","21,452527","77,213","23,44322","0,397967",
17/07/2008 7.00,"0,773711","88,872586","19,506983","59,003842","0,374511",,
17/07/2008 8.00,"0,661763","54,772529","9,870652","39,665549","17,094","0,328974",
17/07/2008 9.00,"0,802601","46,929714","8,880965","33,335835","0,306814",,
17/07/2008 10.00,"0,859479","40,450041","8,672031","27,172234","30,28083","0,31703",
17/07/2008 11.00,"2,009663","35,218025","8,035925","22,912624","0,304378",,
17/07/2008 12.00,"2,843863","35,40609","8,573908","22,275373","23,93162","0,302806",
17/07/2008 13.00,"2,233561","38,942926","8,965555","25,213753","0,294753",,
17/07/2008 14.00,"2,639828","36,454038","8,02831","24,161178","16,60561","0,297542",
17/07/2008 15.00,"2,674134","31,180531","6,201195","21,687433","0,294399",,
17/07/2008 16.00,"3,054219","25,222262","4,453594","18,406422","29,30402","0,297424",
17/07/2008 17.00,"3,061441","24,127603","3,653384","18,538799","0,300097",,
17/07/2008 18.00,"3,571531","30,71236","3,32941","25,625178","23,93162","0,299036",
17/07/2008 19.00,"9,367595","41,534297","2,456455","37,794025","0,321902",,
17/07/2008 20.00,"3,136375","42,804039","1,984451","39,788853","38,09523","0,296049",
17/07/2008 21.00,"2,515239","25,709918","0,496535","24,971045","0,278564",,
17/07/2008 22.00,"3,48125","28,249397","0,989688","26,750429","32,234421","0,318601",
17/07/2008 23.00,"2,660592","14,834796","0,720695","13,739267","0,326656",,
18/07/2008 0.00,"3,246518","9,879055","0,620036","8,934552","28,81562","0,300921",
18/07/2008 1.00,"9,844036","0,523604","9,057849","0,312433",,,
18/07/2008 2.00,"3,255546","19,0476","0,320605",,,,
18/07/2008 3.00,"3,495694","25,529635","1,119954","23,832812",,,
18/07/2008 4.00,"3,268185","51,784281","7,691648","40,018579","26,37361","0,55159",
18/07/2008 5.00,"3,569726","30,830368","0,971924","29,360441","0,49077",,
18/07/2008 6.00,"2,751776","31,908162","3,24736","26,947709","39,56044","0,441658",
18/07/2008 7.00,"2,785181","31,779753","3,708368","26,111878","0,420834",,
18/07/2008 8.00,"3,067761","36,778294","4,89853","29,287767","35,653221","0,34139",
18/07/2008 9.00,"4,501429","41,976584","6,397442","32,189801","0,342921",,
18/07/2008 10.00,"6,624847","52,345892","8,712633","39,014014","40,04884","0,355691",
18/07/2008 11.00,"7,980873","41,579708","7,031011","30,820558","0,326538",,
18/07/2008 12.00,"4,398509","37,013049","7,563073","25,434379","28,81562","0,31593",
18/07/2008 13.00,"5,33924","40,35406","7,537697","28,81665","0,302256",,
18/07/2008 14.00,"4,31906","36,298401","8,079064","23,927551","24,908421","0,308111",
18/07/2008 15.00,"4,736161","29,958802","7,177349","18,967094","0,272318",,
18/07/2008 16.00,"4,315449","30,574868","6,101381","21,234462","32,722832","0,271414",
18/07/2008 17.00,"5,31035","36,219301","5,159909","28,32735","0,27943",,
18/07/2008 18.00,"15,981606","51,007418","5,319783","42,880383","30,76923","0,298171",
18/07/2008 19.00,"9,392874","45,414856","2,564729","41,511125","0,348188",,
18/07/2008 20.00,"9,324259","32,081964","1,585191","29,671944","41,025631","0,302964",
18/07/2008 21.00,"5,774397","12,526181","0,617498","11,587392","0,286109",,
18/07/2008 22.00,"5,375353","12,295318","0,677555","11,264225","50,793652","0,324417",
18/07/2008 23.00,"3,954324","34,505996","3,623778","28,969781","0,317619",,
19/07/2008 0.00,"3,750288","26,122355","1,052283","24,525874","41,025631","0,331293",
19/07/2008 1.00,"3,676257","31,446434","1,736606","28,803667","0,330741",,
19/07/2008 2.00,"3,825222","31,617636","1,823733","28,841296","24,42001","0,356123",
19/07/2008 3.00,"3,697925","18,291233","1,52598","15,962525","0,317305",,
19/07/2008 4.00,"3,595004","15,577963","0,903407","14,202614","30,76923","0,311333",
19/07/2008 5.00,"3,226656","11,63516","1,203697","9,796338","0,268743",,
19/07/2008 6.00,"2,936853","18,012383","1,943849","15,042331","30,28083","0,283122",
19/07/2008 7.00,"2,180295","16,091564","1,703615","13,488785","0,281511",,
19/07/2008 8.00,"1,961814","15,258906","1,733221","12,610122","27,83882","0,287523",
19/07/2008 9.00,"1,975357","8,156674","0,771449","6,978658","0,275854",,
19/07/2008 10.00,"1,170949","8,832397","1,350035","6,767105","30,28083","0,264696",
19/07/2008 11.00,"2,132446","11,292757","1,453234","9,070828","0,271532",,
19/07/2008 12.00,"1,701804","9,025648","1,226535","7,149977","21,48962","0,26112",
19/07/2008 13.00,"1,542006","25,29878","3,916455","19,307127","0,283752",,
19/07/2008 14.00,"2,787889","21,40266","2,997823","16,817825","27,35042","0,283594",
19/07/2008 15.00,"3,253741","19,147227","2,279664","15,662721","0,305281",,
19/07/2008 16.00,"2,804139","13,23433","1,756907","10,547802","32,234421","0,2788",
19/07/2008 17.00,"2,22363","5,643136","0,673325","4,613935","0,25947",,
19/07/2008 18.00,"1,921187","5,499172","0,743535","4,362147","15,62881","0,259902",
19/07/2008 19.00,"1,983481","5,977755","1,092886","4,305042","0,257309",,
19/07/2008 20.00,"1,519436","6,845432","0,743535","5,709339","27,83882","0,263085",
19/07/2008 21.00,"1,138448","8,18002","0,693628","7,121424","0,265168",,
19/07/2008 22.00,"1,125809","10,65335","0,625957","9,700297","22,954821","0,286973",
19/07/2008 23.00,"1,019277","7,955643","0,668251","6,93583","0,284694",,
20/07/2008 0.00,"1,250397","24,165231","0,959235","22,710143","24,42001","0,31648",
20/07/2008 1.00,"37,537014","1,5116","35,243703","0,321548",,,
20/07/2008 2.00,"1,532075","19,0476","0,310665",,,,
20/07/2008 3.00,"0,896494","17,101907","1,129259","15,381082",,,
20/07/2008 4.00,"0,756557","34,661614","1,921008","31,738146","14,16361","0,284852",
20/07/2008 5.00,"0,947955","18,846338","0,719004","17,756189","0,28996",,
20/07/2008 6.00,"0,855868","18,741283","0,897486","17,377204","17,582411","0,298957",
20/07/2008 7.00,"0,826978","35,688837","4,088171","29,440918","0,305557",,
20/07/2008 8.00,"0,899203","28,55807","3,596711","23,059274","17,094","0,28882",
20/07/2008 9.00,"1,171852","25,047162","3,341253","19,937895","0,285678",,
20/07/2008 10.00,"0,960594","25,148325","3,85809","19,246135","18,07081","0,27275",
20/07/2008 11.00,"1,318108","19,306764","2,774509","15,063101","0,273222",,
20/07/2008 12.00,"1,785766","17,878796","2,124867","14,630911","25,39682","0,283516",
20/07/2008 13.00,"2,219116","15,785478","1,818656","13,005969","0,259902",,
20/07/2008 14.00,"1,863407","12,18378","1,302665","10,193485","30,28083","0,254755",
20/07/2008 15.00,"2,632605","16,454717","2,30335","12,93199","0,275697",,
20/07/2008 16.00,"3,047899","13,977496","1,755215","11,294079","26,86202","0,255856",
20/07/2008 17.00,"2,162239","15,986509","1,821194","13,203253","0,272004",,
20/07/2008 18.00,"2,590173","16,52216","1,535284","14,177948","21,48962","0,285324",
20/07/2008 19.00,"3,780984","25,479062","1,409247","23,334429","0,290784",,
20/07/2008 20.00,"3,488473","23,300147","0,799362","22,089776","27,83882","0,310822",
20/07/2008 21.00,"2,173976","10,463991","0,632723","9,500424","0,276443",,
20/07/2008 22.00,"1,950077","9,244835","0,869572","7,91702","34,18803","0,29546",
20/07/2008 23.00,"2,805945","15,75435","1,767058","13,053991","0,309566",,
21/07/2008 0.00,"2,670523","17,287375","1,191008","15,471927","32,722832","0,384254",
21/07/2008 1.00,"3,761122","21,252224","0,716466","20,167623","0,524363",,
21/07/2008 2.00,"3,974186","15,616871","0,735922","14,498524","25,39682","0,428338",
21/07/2008 3.00,"3,282631","12,509319","1,082735","10,856701","0,314634",,
21/07/2008 4.00,"3,315132","15,775103","2,395552","12,110439","20,02442","0,288427",
21/07/2008 5.00,"2,749068","12,474303","1,130105","10,74897","0,304025",,
21/07/2008 6.00,"4,062662","87,168347","27,949784","44,344385","38,09523","0,446647",
21/07/2008 7.00,"3,88571","143,077045","37,946471","84,953506","0,488844",,
21/07/2008 8.00,"4,125858","57,941036","10,402714","42,01989","56,654442","0,377812",
21/07/2008 9.00,"5,377158","39,507119","6,464267","29,616133","0,319112",,
21/07/2008 10.00,"10,405822","49,041193","8,866585","35,470829","42,002441","0,295656",
21/07/2008 11.00,"11,630046","48,630055","9,332668","34,34428","0,279508",,
21/07/2008 12.00,"4,524902","34,394431","6,719724","24,107968","48,84005","0,255227",
21/07/2008 13.00,"4,281143","47,796078","11,140329","30,736185","0,252162",,
21/07/2008 14.00,"7,509604","42,966157","9,745462","28,043111","25,39682","0,254795",
21/07/2008 15.00,"7,581829","33,443785","7,812609","21,479771","0,250629",,
21/07/2008 16.00,"7,213481","32,181807","6,280709","22,567393","24,908421","0,24674",
21/07/2008 17.00,"5,505358","30,321968","5,291022","22,224744","0,229492",,
21/07/2008 18.00,"5,61189","40,408533","5,4805","32,027585","31,25762","0,225013",
21/07/2008 19.00,"4,932973","27,240339","2,7043","23,109904","0,223048",,
21/07/2008 20.00,"4,268504","11,502869","0,883105","10,155849","33,211231","0,22407",
21/07/2008 21.00,"5,257986","13,698646","0,620036","12,75678","0,243086",,
21/07/2008 22.00,"4,633239","18,252324","1,310279","16,254549","41,025631","0,349445",
21/07/2008 23.00,"5,169511","25,067925","0,768066","23,906786","0,312473",,
22/07/2008 0.00,"5,539665","13,07999","1,303512","11,089015","32,234421","0,302414",
22/07/2008 1.00,"50,126769","1,61226","47,687708","0,334514",,,
22/07/2008 2.00,"8,278802","27,83882","0,377064",,,,
22/07/2008 3.00,"8,880075","39,317774","1,965841","36,328725",,,
22/07/2008 4.00,"7,672111","20,649122","1,723918","18,018357","42,490841","0,38288",
22/07/2008 5.00,"7,737113","38,813255","7,330454","27,59274","0,300803",,
22/07/2008 6.00,"8,587564","129,029523","39,788815","68,069492","36,630032","0,413251",
22/07/2008 7.00,"7,650443","115,525411","36,140504","60,153756","0,392467",,
22/07/2008 8.00,"7,645027","14,734929","1,729838","12,090971","50,793652","0,246622",
22/07/2008 9.00,"7,462658","14,993026","2,075806","11,818416","0,243125",,
22/07/2008 10.00,"7,677527","12,068349","1,222306","10,201267","46,88644","0,233618",
22/07/2008 11.00,"7,294734","16,38079","2,540197","12,49461","0,224306",,
22/07/2008 12.00,"6,809021","11,579389","1,56489","9,18634","47,37484","0,210554",
22/07/2008 13.00,"7,556551","9,643007","1,198621","7,810595","0,208001",,
22/07/2008 14.00,"3,175196","10,882915","1,059896","9,264211","0,186469",,
22/07/2008 15.00,"5,442161","9,142375","1,223998","7,27068","0,19747",,
22/07/2008 16.00,"5,583","11,654615","1,680778","9,083809","0,200497",,
22/07/2008 17.00,"5,005199","15,257608","1,800047","12,506287","0,216566",,
22/07/2008 18.00,"4,584487","17,625885","1,674856","15,06829","66,42247","0,224778",
22/07/2008 19.00,"5,337435","11,362794","1,342422","9,310935","0,22132",,
22/07/2008 20.00,"3,530904","16,249795","1,680778","13,682162","44,932831","0,240808",
22/07/2008 21.00,"3,743065","12,724618","1,057359","11,111077","0,232085",,
22/07/2008 22.00,"2,961229","9,574267","0,625957","8,620468","31,746031","0,230514",
22/07/2008 23.00,"2,693093","11,956808","0,708007","10,878762","0,23515",,
23/07/2008 0.00,"2,573019","12,811514","0,885644","11,461509","16,11721","0,236093",
23/07/2008 1.00,"2,815876","10,776563","1,075968","9,133127","0,231693",,
23/07/2008 2.00,"2,842057","16,231637","2,081727","13,048801","7,326007","0,234914",
23/07/2008 3.00,"3,251935","20,863132","3,128089","16,078037","0,239157",,
23/07/2008 4.00,"3,419859","30,54634","6,097151","21,212396","5,860806","0,245405",
23/07/2008 5.00,"3,403608","31,035296","7,5064","19,539455","0,262731",,
23/07/2008 6.00,"3,983214","49,461412","13,990954","28,028828","10,74481","0,300017",
23/07/2008 7.00,"3,779178","56,985171","17,201092","30,632362","0,300135",,
23/07/2008 8.00,"4,223363","26,301337","5,451739","17,954761","9,76801","0,259784",
23/07/2008 9.00,"2,220018","13,025517","2,20269","9,654872","0,240808",,
23/07/2008 10.00,"2,777055","13,086473","2,590951","9,120148","13,18681","0,237743",
23/07/2008 11.00,"2,362664","9,754546","1,737451","7,095466","0,245287",,
23/07/2008 12.00,"3,127347","10,312246","2,171391","6,987744","21,97802","0,236644",
23/07/2008 13.00,"2,586561","9,670244","1,778899","6,94751","0,239551",,
23/07/2008 14.00,"2,735526","10,850489","2,321959","7,295339","42,490841","0,239354",
23/07/2008 15.00,"2,604617","10,458804","1,887174","7,570487","0,251966",,
23/07/2008 16.00,"2,975674","7,982879","1,524288","5,649636","112,3321","0,251219",
23/07/2008 17.00,"3,344925","8,212443","1,540359","5,854703","0,250669",,
23/07/2008 18.00,"3,176099","7,827242","1,619028","5,348529","67,88765","0,246858",
23/07/2008 19.00,"4,624211","8,202067","1,305202","6,205126","0,262024",,
