"NetC","","","","","","",""
"Stat","SS7 Wind","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
15/07/2012 11.00,"1,300051","7,236285","4,638336","0,131447",,"0,071852"
15/07/2012 12.00,"1,190811","5,675594","3,789421","0,111194","34,432232","0,074382"
15/07/2012 13.00,"1,199839","6,430308","4,039381","0,127313",,"0,079224"
15/07/2012 14.00,"1,12942","5,793702","3,674109","0,121617","22,22221","0,182216"
15/07/2012 15.00,"1,05268","9,883296","6,416548","0,135739",,"0,096389"
15/07/2012 16.00,"1,250397","14,998856","9,471011","0,142977","20,757021","2,741487"
15/07/2012 17.00,"2,434888","19,048866","11,843087","0,137597",,"0,143154"
15/07/2012 18.00,"1,960911","14,378475","8,626846","0,170311","29,79241","0,059418"
15/07/2012 19.00,"1,300051","19,556969","10,878859","0,423454",,"0,167031"
15/07/2012 20.00,"1,300051","20,335037","11,063354","0,193927","33,455421","0,192669"
15/07/2012 21.00,"1,29283","16,150065","8,974821","0,166255",,"0,079224"
15/07/2012 22.00,"1,411098","15,572516","8,549177","0,120014","35,409031","0,079224"
15/07/2012 23.00,"1,300051","13,402477","7,485575","0,094224",,"0,079224"
16/07/2012 0.00,"1,300051","13,159116","7,719256","0,112221","27,10622","0,079224"
16/07/2012 1.00,,"13,773017","8,099792","0,095866",,"0,079224"
16/07/2012 2.00,"2,627188",,,"0,091317","15,38461","0,079224"
16/07/2012 3.00,"1,300051","8,623713","4,995471",,,"0,079224"
16/07/2012 4.00,"1,025597","13,301237","8,017716","0,042565","13,91941","0,077024"
16/07/2012 5.00,"0,886563","13,331091","8,668563","0,076298",,"0,079224"
16/07/2012 6.00,"1,263939","32,509086","26,276998","0,090063","19,2918","0,079224"
16/07/2012 7.00,"1,047264","22,952201","19,37139","0,075503",,"0,074713"
16/07/2012 8.00,"0,709612","19,463529","14,805294","0,125289","17,3382","0,078564"
16/07/2012 9.00,"1,009346","11,233078","8,24936","0,042096",,"0,09683"
16/07/2012 10.00,"1,145671","2,760574","2,058356","0,020483","22,22221","0,079224"
16/07/2012 11.00,"1,300051","2,245967","1,650687","0,011361",,"0,079114"
16/07/2012 12.00,"1,300051","2,480883","1,770749","0,009725","20,02442","0,079224"
16/07/2012 13.00,"1,29644","2,12267","1,709022","0,011715",,"0,078784"
16/07/2012 14.00,"1,194423","2,191456","1,708343","0,011728","26,617821","0,079224"
16/07/2012 15.00,"1,300051","2,230394","1,605239","0,023956",,"0,098921"
16/07/2012 16.00,"1,300051","2,358234","1,732085","0,05973","28,81562","0,079224"
16/07/2012 17.00,"1,225118","2,024032","1,546225","0,089287",,"0,079224"
16/07/2012 18.00,"1,015666","2,207031","1,641869","0,088635","37,851021","0,079224"
16/07/2012 19.00,"0,835102","2,539935","1,815857","0,044034",,"0,079224"
16/07/2012 20.00,"0,825171","2,735265","1,694099","0,021093","32,234421","0,079224"
16/07/2012 21.00,"0,724056","2,212872","1,550634","0,019201",,"0,079224"
16/07/2012 22.00,"0,650026","1,852063","1,273203","0,0511","25,88522","0,077024"
16/07/2012 23.00,"0,651832","2,450383","1,565219","0,039816",,"0,077024"
17/07/2012 0.00,"0,653637","3,617817","2,379199","0,027914","18,07081","0,077024"
17/07/2012 1.00,"0,755655","3,641828","2,318491","0,086527",,"0,079224"
17/07/2012 2.00,"0,675304","6,108434","3,834191","0,020507","16,11721","0,079224"
17/07/2012 3.00,"0,650026","7,092222","4,299516","0,019643",,"0,079224"
17/07/2012 4.00,"0,650026","14,329153","8,741141","0,048073","15,87301","0,077024"
17/07/2012 5.00,"0,673499","15,193536","8,928695","0,036781",,"0,079224"
17/07/2012 6.00,"0,659054","28,141102","18,695451","0,045529","10,98901","0,079224"
17/07/2012 7.00,"0,688847","15,349276","10,458637","0,037593",,"0,078234"
17/07/2012 8.00,"0,68975","3,916329","2,609488","0,070595","14,16361","0,077904"
17/07/2012 9.00,"1,300051","2,665181","1,914212","0,100624",,"0,079224"
17/07/2012 10.00,"1,300051","1,887756","1,482802","0,108182","14,89621","0,116526"
17/07/2012 11.00,"1,494157","2,28166","1,735815","0,075106",,"0,077024"
17/07/2012 12.00,"2,378011","1,863095","1,490603","0,069317","17,3382","0,079224"
17/07/2012 13.00,"2,954909","2,208979","1,636102","0,06874",,"0,063379"
17/07/2012 14.00,"2,063833","2,090871","1,628642","0,070252","10,74481","0,062059"
17/07/2012 15.00,"1,622356","2,302427","1,626946","0,104117",,"0,057548"
17/07/2012 16.00,"0,669943","2,1045","1,583534","0,22088","17,3382","0,059418"
17/07/2012 17.00,"0,650026","2,059723","1,511971","0,179768",,"0,071082"
17/07/2012 18.00,"0,650026","2,449085","1,768374","0,162205","18,31501","0,058098"
17/07/2012 19.00,"0,650026","4,901414","3,131454","0,212745",,"0,058208"
17/07/2012 20.00,"0,650026","5,778127","3,457385","0,213562","18,31501","0,078234"
17/07/2012 21.00,"0,650026","5,115562","3,106356","0,112897",,"0,077904"
17/07/2012 22.00,"0,650026","3,300489","1,919638","0,138973","11,96581","0,079224"
17/07/2012 23.00,"0,650026","8,365434","4,817074","0,249901",,"0,09903"
18/07/2012 0.00,"0,650026","8,9352","5,18913","0,217737","16,84981","0,079224"
18/07/2012 1.00,,"6,582159","4,006145","0,234487",,"0,152287"
18/07/2012 2.00,,,,"0,164075","17,826611","0,124118"
18/07/2012 3.00,,"2,120073","1,546904",,,"0,079224"
18/07/2012 4.00,,"3,648968","2,259816","0,196522","15,87301","0,118836"
18/07/2012 5.00,,"5,295968","3,200642","0,133903",,"0,079224"
18/07/2012 6.00,,"4,441318","2,809592","0,162072","14,40781","0,079224"
18/07/2012 7.00,,"5,846913","3,823","0,155432",,"0,079224"
18/07/2012 8.00,,"6,165542","4,06448","0,193877","24,664221","0,079224"
18/07/2012 9.00,,"5,094797","3,351908","0,200457",,"0,079224"
18/07/2012 10.00,,"3,072712","2,246588","0,214452","21,73382","0,076914"
18/07/2012 11.00,,"2,868946","1,965765","0,230852",,"0,079224"
18/07/2012 12.00,,"2,056478","1,441765","0,174197","25,88522","0,079224"
18/07/2012 13.00,,"1,760564","1,31424","0,16231",,"0,059418"
18/07/2012 14.00,,"1,801259","1,268587","0,131956",,"0,079224"
18/07/2012 15.00,,"5,058003","5,447544","0,23773",,"0,079224"
18/07/2012 16.00,,"0,975466","1,978383","0,319988",,"0,079224"
18/07/2012 17.00,,,,"0,21304",,"0,078674"
18/07/2012 18.00,"0,694264","0,596372","3,302389","0,004174",,"0,060848"
18/07/2012 19.00,"0,279872","0,486701","1,33018","0,023802",,"0,077574"
18/07/2012 20.00,,"4,748265","5,239666","0,031097",,"0,079224"
18/07/2012 21.00,,"8,638638","7,760972","0,042341",,"0,079224"
18/07/2012 22.00,,"1,63402","3,527931","0,025815",,"0,079224"
18/07/2012 23.00,,"0,602861","3,142645","0,020264",,"0,079224"
19/07/2012 0.00,,"8,237593","8,253769","0,04739",,"0,062169"
19/07/2012 1.00,,"14,669196","11,581592","0,091773",,"0,09738"
19/07/2012 2.00,"0,485714","3,72035","5,9268","0,034913",,"0,079224"
19/07/2012 3.00,"0,524535","7,72104","8,591233","0,052234",,"0,079224"
19/07/2012 4.00,"0,563356","14,22727","13,552783","0,045582",,"0,079224"
19/07/2012 5.00,"0,436962","31,092464","22,017845","0,0611",,"0,079224"
19/07/2012 6.00,"0,513701","42,399516","38,671899","0,067688",,"0,079224"
19/07/2012 7.00,"0,704195","30,272198","28,268536","0,114879",,"0,079224"
19/07/2012 8.00,"0,896494","6,709349","8,804226","0,038154",,"0,079224"
19/07/2012 9.00,"1,300051","0,266064","4,5722","0,038087",,"0,079224"
19/07/2012 10.00,"2,10175","0,499032","4,501995","0,00328",,"0,079224"
19/07/2012 11.00,"2,035845",,"3,522504",,,"0,079224"
19/07/2012 12.00,"2,621771","2,720988","5,70092",,,"0,079004"
19/07/2012 13.00,"3,42347","12,876836","14,241618","0,003366",,"0,079114"
19/07/2012 14.00,"3,325966","12,68929","13,713541","0,01652",,"0,079224"
19/07/2012 15.00,"3,288047","13,730834","14,301988","0,030693",,"0,061398"
19/07/2012 16.00,"1,557353","12,203889","13,485965","0,030043",,"0,077243"
19/07/2012 17.00,"1,10053","11,88786","13,159695","0,099334",,"0,041592"
19/07/2012 18.00,"0,424323","13,349909","12,9501","0,106113",,"0,077243"
19/07/2012 19.00,,"13,736674","12,045221","0,130663",,"0,079224"
19/07/2012 20.00,"0,516409","16,465451","13,245161","0,082398",,"0,079224"
19/07/2012 21.00,"0,586829","5,012383","7,303786","0,056104",,"0,096939"
19/07/2012 22.00,"0,549814","2,049989","5,711096","0,057987",,"0,081315"
19/07/2012 23.00,"1,019277","0,589234","4,893385","0,053222",,"0,06514"
20/07/2012 0.00,"0,364737","1,430256","5,548639","0,064905",,"0,079224"
20/07/2012 1.00,"0,639192","1,421819","5,4106","0,056701",,"0,079224"
20/07/2012 2.00,"0,650026","3,375766","6,812685","0,063393",,"0,079224"
20/07/2012 3.00,"0,650026","0,809223","5,197949",,,"0,061619"
20/07/2012 4.00,"0,646414","1,967574","5,954951","0,20753",,"0,077133"
20/07/2012 5.00,"0,650026","0,870224","5,366511","0,216016",,"0,079224"
20/07/2012 6.00,"1,400265","5,253138","7,820663","0,252989",,"0,09903"
20/07/2012 7.00,"5,007005","27,60054","29,299583","0,348712",,"0,119056"
20/07/2012 8.00,"4,826442","35,684322","32,529735","0,390412",,"0,307103"
20/07/2012 9.00,"8,708541","34,897172","29,485448","0,382912",,"0,176383"
20/07/2012 10.00,"11,527125","39,193782","30,553454","0,44902",,"0,374994"
20/07/2012 11.00,"6,636584","24,571302","21,419218","0,253392",,"0,464892"
20/07/2012 12.00,"1,641315","14,997553","15,606394","0,155739",,"0,050726"
20/07/2012 13.00,"1,145671","16,094913","16,180251","0,135754",,"0,079004"
20/07/2012 14.00,"1,391236","14,803526","15,125806","0,138569",,"0,078564"
20/07/2012 15.00,,"11,589895","9,231491","0,224457",,
20/07/2012 16.00,"2,296758",,,,,
20/07/2012 17.00,"1,207965","16,115022","9,608031","0,821599",,
20/07/2012 18.00,"1,038236","17,542029","9,804064",,,"0,038731"
20/07/2012 19.00,"0,847742","20,275994","10,639745",,,"0,059088"
20/07/2012 20.00,"1,293732","11,447226","6,035672","0,272233","31,746031","0,059418"
20/07/2012 21.00,"1,041847","11,809984","6,419937","0,342677",,
20/07/2012 22.00,"0,650026","4,644435","2,42736","0,337615","35,409031","0,037081"
20/07/2012 23.00,"0,650026","3,432224","1,793812","0,268121",,"0,078674"
21/07/2012 0.00,"0,652734","2,94617","1,539781","0,194303","34,432232","0,041703"
21/07/2012 1.00,"0,241051","2,83001","1,483821","0,084932",,"0,066681"
21/07/2012 2.00,,"3,347212","1,74938","0,005922","30,28083","0,079224"
21/07/2012 3.00,,"10,638004","5,559832",,,"0,079224"
21/07/2012 4.00,,"4,181094","2,1852",,"30,52503","0,079224"
21/07/2012 5.00,,"10,431638","5,74196",,,"0,059308"
21/07/2012 6.00,,"10,589984","7,584271",,"34,67643","0,077904"
21/07/2012 7.00,,"15,418069","8,688233",,,"0,13204"
21/07/2012 8.00,,"43,34242","26,814575",,"56,654442","1,365297"
21/07/2012 9.00,,"20,15984","11,985532",,,"2,618689"
21/07/2012 10.00,,"15,956688","9,378421",,"46,398041","0,292359"
21/07/2012 11.00,,"10,540661","6,30598",,,"0,052596"
21/07/2012 12.00,,"8,865116","5,449267",,"37,606831","0,018265"
21/07/2012 13.00,,"9,606202","6,287665",,,"0,028939"
21/07/2012 14.00,,"8,572446","5,579503",,"32,234421","1,355503"
21/07/2012 15.00,,"6,703508","4,35514",,,"0,027398"
21/07/2012 16.00,,"6,841084","3,961375",,"27,59462","0,078124"
21/07/2012 17.00,,"9,016967","5,289183",,,"0,078784"
21/07/2012 18.00,,"11,32263","6,357195",,"22,954821","0,06635"
21/07/2012 19.00,,"15,438828","8,650247",,,"0,059088"
21/07/2012 20.00,,"15,416765","8,057395",,"30,28083","0,079224"
21/07/2012 21.00,,"11,204524","6,030243",,,"0,191678"
21/07/2012 22.00,,"15,066347","7,887139",,"37,118431","0,352218"
21/07/2012 23.00,,"12,331076","6,444696",,,"0,533333"
22/07/2012 0.00,,"16,153959","8,44268",,"34,18803","2,493581"
22/07/2012 1.00,,"19,468079","10,174765",,,"0,85221"
22/07/2012 2.00,,,,,"42,735031","2,022087"
22/07/2012 3.00,,"6,913765","3,673768",,,"0,621579"
22/07/2012 4.00,,"13,360935","7,638197",,"38,827831","0,087476"
22/07/2012 5.00,,"5,815115","3,043273",,,"0,079224"
22/07/2012 6.00,,,,,,
22/07/2012 7.00,,,,,,
22/07/2012 8.00,,,,,,
22/07/2012 9.00,,,,,,
22/07/2012 10.00,,,,,,
22/07/2012 11.00,,,,,,
22/07/2012 12.00,,,,,,
22/07/2012 13.00,,,,,,
22/07/2012 14.00,,,,,,
22/07/2012 15.00,,,,,,
22/07/2012 16.00,,,,,,
22/07/2012 17.00,,,,,,
22/07/2012 18.00,,,,,,
22/07/2012 19.00,,,,,,
22/07/2012 20.00,,,,,,
22/07/2012 21.00,,,,,,
22/07/2012 22.00,,,,,,
22/07/2012 23.00,,,,,,
23/07/2012 0.00,,,,,,
23/07/2012 1.00,,,,,,
23/07/2012 2.00,,,,,,
23/07/2012 3.00,,,,,,
23/07/2012 4.00,,,,,,
23/07/2012 5.00,,,,,,
23/07/2012 6.00,,,,,,
23/07/2012 7.00,,,,,,
23/07/2012 8.00,,,,,,
23/07/2012 9.00,,,,,,
23/07/2012 10.00,,,,,,
23/07/2012 11.00,,,,,,
23/07/2012 12.00,,,,,,
23/07/2012 13.00,,,,,,
23/07/2012 14.00,,,,,,
23/07/2012 15.00,,,,,,
23/07/2012 16.00,,,,,,
23/07/2012 17.00,,,,,,
23/07/2012 18.00,,,,,,
23/07/2012 19.00,,,,,,
23/07/2012 20.00,,,,,,
23/07/2012 21.00,,,,,,
23/07/2012 22.00,,,,,,
23/07/2012 23.00,,,,,,
24/07/2012 0.00,,,,,,
24/07/2012 1.00,,,,,,
24/07/2012 2.00,,,,,,
24/07/2012 3.00,,,,,,
24/07/2012 4.00,,,,,,
24/07/2012 5.00,,,,,,
24/07/2012 6.00,,,,,,
24/07/2012 7.00,,,,,,
24/07/2012 8.00,,,,,,
24/07/2012 9.00,,,,,,
24/07/2012 10.00,,,,,,
24/07/2012 11.00,,,,,,
24/07/2012 12.00,,,,,,
24/07/2012 13.00,,,,,,
24/07/2012 14.00,,,,,,
24/07/2012 15.00,,,,,,
24/07/2012 16.00,,,,,,
24/07/2012 17.00,,,,,,
24/07/2012 18.00,,,,,,
24/07/2012 19.00,,,,,,
24/07/2012 20.00,,,,,,
24/07/2012 21.00,,,,,,
24/07/2012 22.00,,,,,,
24/07/2012 23.00,,,,,,
25/07/2012 0.00,,,,,,
25/07/2012 1.00,,,,,,
25/07/2012 2.00,,,,,,
25/07/2012 3.00,,,,,,
25/07/2012 4.00,,,,,,
25/07/2012 5.00,,,,,,
25/07/2012 6.00,,,,,,
25/07/2012 7.00,,,,,,
25/07/2012 8.00,,,,,,
25/07/2012 9.00,,,,,,
25/07/2012 10.00,,,,,,
25/07/2012 11.00,,,,,,
25/07/2012 12.00,,,,,,
25/07/2012 13.00,,,,,,
25/07/2012 14.00,,,,,,
25/07/2012 15.00,,,,,,
25/07/2012 16.00,,,,,,
25/07/2012 17.00,,,,,,
25/07/2012 18.00,,,,,,
25/07/2012 19.00,,,,,,
25/07/2012 20.00,,,,,,
25/07/2012 21.00,,,,,,
25/07/2012 22.00,,,,,,
25/07/2012 23.00,,,,,,
26/07/2012 0.00,,,,,,
26/07/2012 1.00,,,,,,
26/07/2012 2.00,,,,,,
26/07/2012 3.00,,,,,,
26/07/2012 4.00,,,,,,
26/07/2012 5.00,,,,,,
26/07/2012 6.00,,,,,,
26/07/2012 7.00,,,,,,
26/07/2012 8.00,,,,,,
26/07/2012 9.00,,,,,,
26/07/2012 10.00,,,,,,
26/07/2012 11.00,,,,,,
26/07/2012 12.00,,,,,,
26/07/2012 13.00,,,,,,
26/07/2012 14.00,,,,,,
26/07/2012 15.00,,,,,,
26/07/2012 16.00,,,,,,
26/07/2012 17.00,,,,,,
26/07/2012 18.00,,,,,,
26/07/2012 19.00,,,,,,
26/07/2012 20.00,,,,,,
26/07/2012 21.00,,,,,,
26/07/2012 22.00,,,,,,
26/07/2012 23.00,,,,,,
27/07/2012 0.00,,,,,,
27/07/2012 1.00,,,,,,
27/07/2012 2.00,,,,,,
27/07/2012 3.00,,,,,,
27/07/2012 4.00,,,,,,
27/07/2012 5.00,,,,,,
27/07/2012 6.00,,,,,,
27/07/2012 7.00,,,,,,
27/07/2012 8.00,,,,,,
27/07/2012 9.00,,,,,,
27/07/2012 10.00,,,,,,
27/07/2012 11.00,,,,,,
27/07/2012 12.00,,,,,,
27/07/2012 13.00,,,,,,
27/07/2012 14.00,,,,,,
27/07/2012 15.00,,,,,,
27/07/2012 16.00,,,,,,
27/07/2012 17.00,,,,,,
27/07/2012 18.00,,,,,,
27/07/2012 19.00,,,,,,
27/07/2012 20.00,,,,,,
27/07/2012 21.00,,,,,,
27/07/2012 22.00,,,,,,
27/07/2012 23.00,,,,,,
28/07/2012 0.00,,,,,,
28/07/2012 1.00,,,,,,
28/07/2012 2.00,,,,,,
28/07/2012 3.00,,,,,,
28/07/2012 4.00,,,,,,
28/07/2012 5.00,,,,,,
28/07/2012 6.00,,,,,,
28/07/2012 7.00,,,,,,
28/07/2012 8.00,,,,,,
28/07/2012 9.00,,,,,,
28/07/2012 10.00,,,,,,
28/07/2012 11.00,,,,,,
28/07/2012 12.00,,,,,,
28/07/2012 13.00,,,,,,
28/07/2012 14.00,,,,,,
28/07/2012 15.00,,,,,,
28/07/2012 16.00,,,,,,
28/07/2012 17.00,,,,,,
28/07/2012 18.00,,,,,,
28/07/2012 19.00,,,,,,
28/07/2012 20.00,,,,,,
28/07/2012 21.00,,,,,,
28/07/2012 22.00,,,,,,
28/07/2012 23.00,,,,,,
29/07/2012 0.00,,,,,,
29/07/2012 1.00,,,,,,
29/07/2012 2.00,,,,,,
29/07/2012 3.00,,,,,,
29/07/2012 4.00,,,,,,
29/07/2012 5.00,,,,,,
29/07/2012 6.00,,,,,,
29/07/2012 7.00,,,,,,
29/07/2012 8.00,,,,,,
29/07/2012 9.00,,,,,,
29/07/2012 10.00,,,,,,
29/07/2012 11.00,,,,,,
29/07/2012 12.00,,,,,,
29/07/2012 13.00,,,,,,
29/07/2012 14.00,,,,,,
29/07/2012 15.00,,,,,,
29/07/2012 16.00,,,,,,
29/07/2012 17.00,,,,,,
29/07/2012 18.00,,,,,,
29/07/2012 19.00,,,,,,
29/07/2012 20.00,,,,,,
29/07/2012 21.00,,,,,,
29/07/2012 22.00,,,,,,
29/07/2012 23.00,,,,,,
30/07/2012 0.00,,,,,,
30/07/2012 1.00,,,,,,
30/07/2012 2.00,,,,,,
30/07/2012 3.00,,,,,,
30/07/2012 4.00,,,,,,
30/07/2012 5.00,,,,,,
30/07/2012 6.00,,,,,,
30/07/2012 7.00,,,,,,
30/07/2012 8.00,,,,,,
30/07/2012 9.00,,,,,,
30/07/2012 10.00,,,,,,
30/07/2012 11.00,,,,,,
30/07/2012 12.00,,,,,,
30/07/2012 13.00,,,,,,
30/07/2012 14.00,,,,,,
30/07/2012 15.00,,,,,,
30/07/2012 16.00,,,,,,
30/07/2012 17.00,,,,,,
30/07/2012 18.00,,,,,,
30/07/2012 19.00,,,,,,
30/07/2012 20.00,,,,,,
30/07/2012 21.00,,,,,,
30/07/2012 22.00,,,,,,
30/07/2012 23.00,,,,,,
31/07/2012 0.00,,,,,,
31/07/2012 1.00,,,,,,
31/07/2012 2.00,,,,,,
31/07/2012 3.00,,,,,,
31/07/2012 4.00,,,,,,
31/07/2012 5.00,,,,,,
31/07/2012 6.00,,,,,,
31/07/2012 7.00,,,,,,
31/07/2012 8.00,,,,,,
31/07/2012 9.00,,,,,,
31/07/2012 10.00,,,,,,
31/07/2012 11.00,,,,,,
31/07/2012 12.00,,,,,,
31/07/2012 13.00,,,,,,
31/07/2012 14.00,,,,,,
31/07/2012 15.00,,,,,,
31/07/2012 16.00,,,,,,
31/07/2012 17.00,,,,,,
31/07/2012 18.00,,,,,,
31/07/2012 19.00,,,,,,
31/07/2012 20.00,,,,,,
31/07/2012 21.00,,,,,,
31/07/2012 22.00,,,,,,
31/07/2012 23.00,,,,,,
01/08/2012 0.00,,,,,,
01/08/2012 1.00,,,,,,
01/08/2012 2.00,,,,,,
01/08/2012 3.00,,,,,,
01/08/2012 4.00,,,,,,
01/08/2012 5.00,,,,,,
01/08/2012 6.00,,,,,,
01/08/2012 7.00,,,,,,
01/08/2012 8.00,,,,,,
01/08/2012 9.00,,,,,,
01/08/2012 10.00,,,,,,
01/08/2012 11.00,,,,,,
01/08/2012 12.00,,,,,,
01/08/2012 13.00,,"2,229608","1,710431","0,212435",,"0,072159"
01/08/2012 14.00,,"2,502946","1,785332","0,148405","21,97802","0,079004"
01/08/2012 15.00,,"2,042201","1,704613","0,131141",,"0,056448"
01/08/2012 16.00,,"2,414691","1,822641","0,169497","15,38461","0,078784"
01/08/2012 17.00,,"2,258946","1,888775","0,191316",,"0,062059"
01/08/2012 18.00,,"2,461415","1,808396","0,197267","14,40781","0,073832"
01/08/2012 19.00,,"2,069457","1,61677","0,195021",,"0,061398"
01/08/2012 20.00,,"4,034435","2,528429","0,181013","20,51281","0,059859"
01/08/2012 21.00,,"5,175266","3,102964","0,175589",,"0,061288"
01/08/2012 22.00,,"3,416","2,269651","0,171703","21,001221","0,09716"
01/08/2012 23.00,,"3,484786","2,313742","0,178644",,"0,079224"
02/08/2012 0.00,,"4,599658","2,977814","0,137819","23,68742","0,079224"
02/08/2012 1.00,,"7,787234","4,558294","0,218843",,"1,322603"
02/08/2012 2.00,,"6,241467","3,848097","0,183645","18,55921","0,079224"
02/08/2012 3.00,,"10,271352","6,353463","0,144417",,"0,079224"
02/08/2012 4.00,,"29,057408","18,200951","0,17061","21,001221","0,078344"
02/08/2012 5.00,,"28,676482","16,464806","0,164902",,"0,079224"
02/08/2012 6.00,,"49,424893","36,131922","0,234692","28,08301","0,079224"
02/08/2012 7.00,,"49,104977","43,600213","0,302215",,"0,078564"
02/08/2012 8.00,,"28,18198","20,175518","0,288412","32,96703","0,062829"
02/08/2012 9.00,,"19,447946","13,76035","0,239166",,"0,070532"
02/08/2012 10.00,,"16,626391","11,927874","0,170873","29,30402","0,056998"
02/08/2012 11.00,,"30,073638","22,416688","0,135188",,"0,048635"
02/08/2012 12.00,,"21,610857","15,404251","0,168019","24,42001","1,40953"
02/08/2012 13.00,,"9,857338","7,34652","0,146766",,"0,078784"
02/08/2012 14.00,,"10,05786","7,926481","0,165165","22,954821","0,072843"
02/08/2012 15.00,,"11,359626","7,988886","0,169254",,"0,436173"
02/08/2012 16.00,,"8,915733","6,72959","0,192227","18,07081","0,815459"
02/08/2012 17.00,,"11,100051","7,847458","0,180852",,"1,384113"
02/08/2012 18.00,,"17,854823","11,146451","0,218763","17,3382","0,075263"
02/08/2012 19.00,,"17,312959","10,299573","0,173039",,"0,079224"
02/08/2012 20.00,,"18,58617","10,323312","0,178423","23,93162","0,079224"
02/08/2012 21.00,,"10,123403","5,741281","0,137718",,"0,059418"
02/08/2012 22.00,,"6,443935","3,790439","0,157879","19,53602","0,079224"
02/08/2012 23.00,,"5,98968","3,49605","0,13373",,"1,322603"
03/08/2012 0.00,,"4,283627","2,815018","0,080072","22,954821","0,077133"
03/08/2012 1.00,,"3,733977","2,439909","0,112661",,"1,322603"
03/08/2012 2.00,,,,"0,172127","15,87301","0,079224"
03/08/2012 3.00,,"2,587957","1,840954",,,"0,079224"
03/08/2012 4.00,,"12,795715","8,087582","0,238942","19,0476","0,079224"
03/08/2012 5.00,,"13,797022","8,815077","0,243124",,"0,059859"
03/08/2012 6.00,,"18,640679","13,413387","0,233685","33,455421","0,336483"
03/08/2012 7.00,,"42,698036","33,625559","0,283804",,"0,435182"
03/08/2012 8.00,,"21,37918","13,832247","0,286077","29,05983","0,060628"
03/08/2012 9.00,,"37,098363","27,292766","0,282323",,"0,188598"
03/08/2012 10.00,,"18,737374","12,8748","0,238355","29,30402","0,063379"
03/08/2012 11.00,,"13,521874","10,101167","0,217629",,"0,045664"
03/08/2012 12.00,,"12,331728","9,57242","0,218462","24,42001","0,069321"
03/08/2012 13.00,,"15,201967","11,383525","0,22173",,"0,077684"
03/08/2012 14.00,,"12,371957","9,391648","0,211701","23,93162","1,322274"
03/08/2012 15.00,,"11,896943","9,033837","0,218522",,"0,078454"
03/08/2012 16.00,,"12,192853","8,787605","0,231453","24,908421","0,079114"
03/08/2012 17.00,,"11,096156","7,52424","0,265901",,"0,079224"
03/08/2012 18.00,,"14,408319","8,958204","0,28691","19,0476","0,059418"
03/08/2012 19.00,,"16,094259","9,325172","0,241297",,"0,079224"
03/08/2012 20.00,,"14,418053","8,110306","0,226073","21,48962","0,059418"
03/08/2012 21.00,,"6,220701","3,739566","0,205854",,"0,118836"
03/08/2012 22.00,,"6,63537","3,962392","0,189371","22,22221","0,079224"
03/08/2012 23.00,,"5,896881","3,535731","0,23068",,"0,079224"
04/08/2012 0.00,,"5,095446","2,973745","0,24014","23,68742","0,079224"
04/08/2012 1.00,,"4,004585","2,551491","0,248525",,"0,079224"
04/08/2012 2.00,,"3,849489","2,500278","0,186712","24,908421","0,079224"
04/08/2012 3.00,,"3,470509","2,268295","0,143273",,"0,079224"
04/08/2012 4.00,,"4,371882","2,747865","0,133305","16,84981","0,079224"
04/08/2012 5.00,,"13,44465","8,269373","0,159247",,"0,079224"
04/08/2012 6.00,,"14,064389","7,90308","0,172097","35,89743","0,078454"
04/08/2012 7.00,,"9,870968","5,829462","0,251549",,"0,06503"
04/08/2012 8.00,,"25,157293","15,890268","0,678016","46,153831","0,398321"
04/08/2012 9.00,,"18,74906","12,237526","0,300469",,"1,388293"
04/08/2012 10.00,,"14,098128","9,332634","0,219252","39,072041","0,826022"
04/08/2012 11.00,,"9,22852","6,420616","0,204557",,"0,058648"
04/08/2012 12.00,,"10,218142","7,146415","0,211336","18,80341","2,627932"
04/08/2012 13.00,,"9,557532","7,066375","0,173072",,"0,079114"
04/08/2012 14.00,,"8,384902","6,136401","0,169133","14,89621","0,050176"
04/08/2012 15.00,,"6,08702","5,041936","0,176076",,"1,322053"
04/08/2012 16.00,,"7,214222","5,480807","0,179649","18,07081","0,06525"
04/08/2012 17.00,,"7,639275","5,382452","0,193858",,"0,079224"
04/08/2012 18.00,,"10,321975","6,683465","0,246697","18,80341","0,019696"
04/08/2012 19.00,,"13,935898","8,503052","0,218014",,"0,079224"
04/08/2012 20.00,,"21,348034","12,213786","0,198609","27,10622","0,09903"
04/08/2012 21.00,,"7,685999","4,505387","0,143537",,"0,06316"
04/08/2012 22.00,,"8,393339","4,875068","0,18718","28,571421","0,079224"
04/08/2012 23.00,,"14,281783","7,991261","0,2157",,"0,16538"
05/08/2012 0.00,,"12,408952","6,88289","0,267159","23,93162","0,133141"
05/08/2012 1.00,,"12,813883","7,40757","0,315025",,"0,147995"
05/08/2012 2.00,,,,"0,531191","27,83882","0,304573"
05/08/2012 3.00,,"23,03786","12,823933",,,"0,304243"
05/08/2012 4.00,,"21,549214","13,125443","0,525043","29,05983","1,493815"
05/08/2012 5.00,,"24,113149","15,610794","0,397754",,"0,181115"
05/08/2012 6.00,,"31,681036","21,7594","0,404005","28,08301","0,09903"
05/08/2012 7.00,,"11,113029","7,020927","0,368328",,"1,47533"
05/08/2012 8.00,,"18,242237","11,433045","0,51175","47,13063","0,582078"
05/08/2012 9.00,,"26,252046","18,699521","0,998091",,"1,639391"
