"NetC","Comune Lecce","","","","","",""
"Stat","Piazza_Libertini","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE
18/01/2011 23.00,"54,7","60,4","0,7",,,"2,2"
19/01/2011 0.00,"35,3","36,3","0,5",,"23,9","1,7"
19/01/2011 1.00,"37,4","40,7","0,5",,,"1,3"
19/01/2011 2.00,"28,6","28,6","0,5",,"23,9","1,1"
19/01/2011 3.00,"26,7","27,7","0,5",,,"1,4"
19/01/2011 4.00,"24,7","28,5","0,4",,"23,9","1,5"
19/01/2011 5.00,"24,1","24,6","0,4",,,"1,2"
19/01/2011 6.00,"40,6","49,2","0,4",,"23,9",1
19/01/2011 7.00,"135,7","232,1","0,8",,,"1,2"
19/01/2011 8.00,"67,2","135,9","0,8",,"23,9","1,7"
19/01/2011 9.00,"80,2","208,4","0,9",,,"2,2"
19/01/2011 10.00,"62,7","102,9","0,8",,2,"2,4"
19/01/2011 11.00,"55,6","83,1","0,6",,,"2,3"
19/01/2011 12.00,"52,2","67,3","0,6",,2,"1,8"
19/01/2011 13.00,"44,2","62,2","0,6",,,"1,4"
19/01/2011 14.00,"44,4","60,7","0,5",,2,"1,6"
19/01/2011 15.00,"33,3","43,5","0,4",,,"1,3"
19/01/2011 16.00,"38,5","46,6","0,5",,2,"1,4"
19/01/2011 17.00,"51,7","61,1","0,6",,,"1,4"
19/01/2011 18.00,75,"91,9","0,7",,0,"1,8"
19/01/2011 19.00,"84,7","112,9","0,7",,,"1,8"
19/01/2011 20.00,"89,7","132,7","0,9",,"24,4","2,2"
19/01/2011 21.00,"87,1","118,6","0,9",,,"2,2"
19/01/2011 22.00,"73,3",89,1,,40,"2,8"
19/01/2011 23.00,"74,1","112,1","1,1",,,"2,8"
20/01/2011 0.00,61,"82,7","0,9",,"44,4","2,3"
20/01/2011 1.00,"55,2","70,6","0,8",,,2
20/01/2011 2.00,"28,5",30,"0,6",,42,"2,4"
20/01/2011 3.00,"20,6","20,6",,,,"1,2"
20/01/2011 4.00,,,"0,4",,"29,8",1
20/01/2011 5.00,"27,6",28,"0,4",,,"1,2"
20/01/2011 6.00,"49,7","56,9","0,4",,"27,4","0,9"
20/01/2011 7.00,"63,9","86,1","0,5",,,"1,3"
20/01/2011 8.00,"84,2","120,8","0,6",,"24,4","1,6"
20/01/2011 9.00,"88,7","136,3","0,8",,,"2,1"
20/01/2011 10.00,81,"123,9","0,9",,"33,2",2
20/01/2011 11.00,"51,2","69,5","0,5",,,"1,9"
20/01/2011 12.00,"42,2","53,4","0,5",,"35,7","1,5"
20/01/2011 13.00,"57,5","82,6","0,6",,,"1,8"
20/01/2011 14.00,"60,4","100,1","0,7",,"25,9","2,4"
20/01/2011 15.00,"59,3",102,"0,6",,,"1,6"
20/01/2011 16.00,78,"135,2","0,8",,"26,9","1,3"
20/01/2011 17.00,"91,6",148,1,,,"1,7"
20/01/2011 18.00,"77,2","103,7","0,8",,"35,2","1,9"
20/01/2011 19.00,"90,3","131,6","0,9",,,"2,4"
20/01/2011 20.00,"74,7","102,4","0,8",,"31,7","2,3"
20/01/2011 21.00,77,"103,5","0,9",,,2
20/01/2011 22.00,63,"68,5","0,7",,"45,9","2,2"
20/01/2011 23.00,"45,5","46,9","0,7",,,2
21/01/2011 0.00,"49,3","54,1","0,7",,"46,9","1,6"
21/01/2011 1.00,"55,1","59,9","0,6",,,"1,6"
21/01/2011 2.00,"40,3","40,4","0,5",,44,"1,5"
21/01/2011 3.00,"18,8","18,8","0,5",,,"1,4"
21/01/2011 4.00,"12,3","12,3","0,4",,"30,3",1
21/01/2011 5.00,"16,9","17,4","0,3",,,"0,8"
21/01/2011 6.00,29,"30,8","0,4",,23,1
21/01/2011 7.00,"52,8",64,"0,5",,,1
21/01/2011 8.00,"56,3","79,5","0,5",,"16,1","1,3"
21/01/2011 9.00,"54,3","86,6","0,6",,,"1,6"
21/01/2011 10.00,"52,2","97,6","0,7",,"29,8","1,8"
21/01/2011 11.00,"50,3","76,6","0,6",,,"1,3"
21/01/2011 12.00,"26,4","32,3","0,4",,"23,4","1,2"
21/01/2011 13.00,"46,8","73,5","0,7",,,"1,1"
21/01/2011 14.00,"42,3",63,"0,6",,"30,3",2
21/01/2011 15.00,"34,7","43,5","0,5",,,"1,2"
21/01/2011 16.00,"42,8","55,1","0,6",,"24,4","1,1"
21/01/2011 17.00,"44,6","60,5","0,6",,,"1,5"
21/01/2011 18.00,"49,9",66,"0,7",,"23,9","1,8"
21/01/2011 19.00,"46,2","59,8","0,6",,,"1,7"
21/01/2011 20.00,"44,5",58,"0,7",,"16,1","1,6"
21/01/2011 21.00,"41,6",52,"0,5",,,"1,5"
21/01/2011 22.00,"32,3","36,8","0,4",,"18,6","1,4"
21/01/2011 23.00,"36,8","44,9","0,5",,,"1,1"
22/01/2011 0.00,"36,7","52,9","0,6",,"18,6","1,1"
22/01/2011 1.00,"33,1",43,"0,5",,,"1,3"
22/01/2011 2.00,"29,6","37,3","0,5",,,"1,3"
22/01/2011 3.00,"20,7",22,,,,"1,4"
22/01/2011 4.00,,,"0,3",,"10,7","1,2"
22/01/2011 5.00,"26,7","27,8","0,3",,,"1,1"
22/01/2011 6.00,24,"25,9","0,4",,"18,6","1,3"
22/01/2011 7.00,"70,9","120,9","0,7",,,"1,5"
22/01/2011 8.00,"71,7","170,8","0,9",,"15,6",2
22/01/2011 9.00,"84,1","183,8","1,1",,,"2,9"
22/01/2011 10.00,"48,5","65,7","0,5",,"17,1","1,9"
22/01/2011 11.00,"31,8","39,9","0,4",,,"1,5"
22/01/2011 12.00,"30,1","37,5","0,4",,"24,9","1,3"
22/01/2011 13.00,"43,9",66,"0,5",,,"1,3"
22/01/2011 14.00,"47,6","65,7","0,4",,19,"1,4"
22/01/2011 15.00,"23,3","28,3","0,3",,,"0,8"
22/01/2011 16.00,"53,7","84,5","0,6",,"14,2","0,7"
22/01/2011 17.00,"86,1","153,9","0,9",,,"1,6"
22/01/2011 18.00,"105,9","268,5","1,2",,"22,5",2
22/01/2011 19.00,"111,8","304,8","1,7",,,"3,1"
22/01/2011 20.00,"95,6","200,2",1,,"26,9","3,9"
22/01/2011 21.00,"105,4","216,5","1,3",,,"3,1"
22/01/2011 22.00,83,"125,6","0,9",,"38,6","2,8"
22/01/2011 23.00,"67,2","94,4","0,8",,,"2,1"
23/01/2011 0.00,"98,8","197,6","1,1",,"30,8","2,1"
23/01/2011 1.00,"76,6","139,9","0,8",,,"3,8"
23/01/2011 2.00,73,"133,4","0,8",,23,"1,4"
23/01/2011 3.00,"50,4","78,3","0,6",,,"2,2"
23/01/2011 4.00,14,"14,2","0,4",,21,"0,9"
23/01/2011 5.00,"10,4","11,5","0,4",,,"0,8"
23/01/2011 6.00,"25,8","30,9","0,4",,"11,7",1
23/01/2011 7.00,"29,5","35,2","0,4",,,"1,3"
23/01/2011 8.00,"43,9","68,4","0,6",,"7,8",1
23/01/2011 9.00,21,"27,8","0,5",,,"1,4"
23/01/2011 10.00,"17,1","24,4","0,5",,"7,3","1,3"
23/01/2011 11.00,"14,8","20,5","0,5",,,"1,3"
23/01/2011 12.00,"17,4","23,6","0,5",,"7,8","1,3"
23/01/2011 13.00,"15,1","19,2","0,5",,,"1,2"
23/01/2011 14.00,"11,2","14,6","0,4",,"5,4","1,5"
23/01/2011 15.00,13,"16,3","0,4",,,"1,3"
23/01/2011 16.00,"22,9","29,3","0,4",,"11,7","1,1"
23/01/2011 17.00,40,"48,9","0,5",,,"1,2"
23/01/2011 18.00,"60,5","83,4","0,8",,19,"1,6"
23/01/2011 19.00,"54,4","64,5","0,8",,,2
23/01/2011 20.00,"59,2","67,5","0,9",,22,"2,1"
23/01/2011 21.00,"64,3","79,7","0,9",,,"2,4"
23/01/2011 22.00,"50,7","55,3","0,9",,"27,4","2,2"
23/01/2011 23.00,"44,2","46,4","0,8",,,"2,5"
24/01/2011 0.00,"39,3","41,4","0,8",,"30,8","2,2"
24/01/2011 1.00,"28,5","30,4","0,6",,,"2,3"
24/01/2011 2.00,"18,3","18,3","0,6",,"31,3","1,8"
24/01/2011 3.00,"17,9","19,9",,,,"1,5"
24/01/2011 4.00,,,"0,6",,"25,4","1,7"
24/01/2011 5.00,"24,5","24,8","0,5",,,"1,7"
24/01/2011 6.00,"31,3","35,5","0,5",,"25,4","1,5"
24/01/2011 7.00,"40,9","53,5","0,6",,,"1,4"
24/01/2011 8.00,"47,3","71,9","0,7",,22,"1,8"
24/01/2011 9.00,"44,9","71,9","0,7",,,"2,3"
24/01/2011 10.00,"49,8","102,4","0,8",,"24,4","2,2"
24/01/2011 11.00,"33,5","51,4","0,5",,,"1,9"
24/01/2011 12.00,"21,3","26,3","0,4",,"27,8","1,4"
24/01/2011 13.00,"22,7","27,8","0,4",,,1
24/01/2011 14.00,"24,7","32,4","0,4",,"23,4","1,3"
24/01/2011 15.00,24,"29,7","0,4",,,"1,2"
24/01/2011 16.00,27,"31,3","0,4",,"17,6",1
24/01/2011 17.00,"39,1","43,6","0,4",,,1
24/01/2011 18.00,"40,2","42,5","0,5",,"20,5","1,4"
24/01/2011 19.00,34,"36,5","0,4",,,"1,6"
24/01/2011 20.00,"35,7","39,2","0,5",,"15,1","1,3"
24/01/2011 21.00,"26,6","27,8","0,4",,,"1,3"
24/01/2011 22.00,"21,8","23,1","0,4",,"16,1","0,9"
24/01/2011 23.00,"21,2","22,1","0,4",,,"0,9"
25/01/2011 0.00,"17,1",19,"0,3",,19,"1,1"
25/01/2011 1.00,13,"13,9","0,3",,,"0,7"
25/01/2011 2.00,"9,5",10,"0,3",,"22,5","0,9"
25/01/2011 3.00,"3,5","4,5","0,2",,,"0,5"
25/01/2011 4.00,"5,6","6,7","0,3",,"12,7","0,5"
25/01/2011 5.00,8,"9,3","0,3",,,"0,5"
25/01/2011 6.00,"10,4","11,5","0,3",,"7,3","0,5"
25/01/2011 7.00,"36,7","47,2","0,4",,,"0,7"
25/01/2011 8.00,"40,5","51,2","0,4",,"4,4","0,8"
25/01/2011 9.00,"36,9","51,5","0,4",,,1
25/01/2011 10.00,"21,6","32,9","0,4",,"13,7","0,9"
25/01/2011 11.00,"19,7","29,1","0,4",,,"1,1"
25/01/2011 12.00,"22,9","36,7","0,4",,"15,6",1
25/01/2011 13.00,"24,2","37,6","0,4",,,"1,1"
25/01/2011 14.00,27,"41,8","0,5",,"15,1","1,3"
25/01/2011 15.00,"19,7","28,3","0,4",,,1
25/01/2011 16.00,"23,2","31,5","0,4",,"12,7","0,7"
25/01/2011 17.00,"40,2","50,3","0,5",,,"0,9"
25/01/2011 18.00,"40,7","45,1","0,5",,"15,1","1,3"
25/01/2011 19.00,"58,2","63,8","0,6",,,"1,1"
25/01/2011 20.00,"70,1","83,8","0,7",,"23,9","1,6"
25/01/2011 21.00,"86,3","118,2",1,,,"1,8"
25/01/2011 22.00,"52,8","53,7","0,7",,"25,9","2,1"
25/01/2011 23.00,"47,7","49,8","0,7",,,"1,6"
26/01/2011 0.00,"48,1",54,"0,9",,"40,5","1,8"
26/01/2011 1.00,"30,9",31,"0,9",,,"2,2"
26/01/2011 2.00,"32,3","32,4","0,9",,43,"1,9"
26/01/2011 3.00,"52,4","61,8",,,,"2,3"
26/01/2011 4.00,,,"0,9",,"49,8",2
26/01/2011 5.00,"33,2","33,3","0,8",,,"2,3"
26/01/2011 6.00,"57,2","67,7","0,7",,"55,2","1,8"
26/01/2011 7.00,90,172,"0,9",,,"1,8"
26/01/2011 8.00,"119,4","310,7","1,4",,"41,5","2,6"
26/01/2011 9.00,"117,3",297,"1,4",,,"3,1"
26/01/2011 10.00,"60,7","97,7","0,6",,40,"2,2"
26/01/2011 11.00,"37,9","60,5","0,5",,,"1,8"
26/01/2011 12.00,"33,5","48,3","0,4",,"25,9","1,1"
26/01/2011 13.00,"41,3","61,3","0,5",,,1
26/01/2011 14.00,"40,3","62,3","0,6",,"26,9","1,3"
26/01/2011 15.00,"51,7","81,6","0,5",,,"0,9"
26/01/2011 16.00,"63,8","92,5","0,7",,"23,9","1,4"
26/01/2011 17.00,"97,3",161,1,,,"1,9"
26/01/2011 18.00,"87,6","116,4","0,8",,"31,3","2,2"
26/01/2011 19.00,"78,3","98,7","0,8",,,"2,4"
26/01/2011 20.00,"68,7",90,"0,8",,"28,3","2,5"
26/01/2011 21.00,"59,3","71,1","0,8",,,2
26/01/2011 22.00,"34,9","35,7","0,5",,"29,8","1,5"
26/01/2011 23.00,26,"27,7","0,4",,,"1,1"
27/01/2011 0.00,"19,7","20,7","0,3",,"24,9","0,7"
27/01/2011 1.00,"14,5","15,5","0,3",,,"0,4"
27/01/2011 2.00,"7,1","7,4","0,2",,"14,2","0,3"
27/01/2011 3.00,"9,9",11,"0,2",,,"0,3"
27/01/2011 4.00,"6,5","7,1","0,2",,"11,2","0,3"
27/01/2011 5.00,6,"6,4","0,2",,,"0,3"
27/01/2011 6.00,"13,4","14,5","0,2",,"5,9","0,2"
27/01/2011 7.00,"32,2","37,9","0,3",,,"0,5"
27/01/2011 8.00,"38,5","47,6","0,3",,"3,9","0,3"
27/01/2011 9.00,"71,1","97,7","0,6",,,"0,8"
27/01/2011 10.00,"50,7","66,8","0,4",,"3,9","1,2"
27/01/2011 11.00,"39,2","50,6","0,4",,,"0,8"
27/01/2011 12.00,"28,7","37,3","0,3",,"3,4","0,8"
27/01/2011 13.00,"30,1","39,1","0,3",,,"0,7"
27/01/2011 14.00,"26,4","32,9","0,3",,"7,8","0,6"
27/01/2011 15.00,"20,6","25,2","0,3",,,"0,5"
27/01/2011 16.00,"22,5","27,5","0,3",,"15,6","0,6"
27/01/2011 17.00,"25,6","31,6","0,3",,,"0,9"
27/01/2011 18.00,"29,2","36,6","0,3",,"11,7","0,7"
27/01/2011 19.00,28,"33,9","0,3",,,"0,6"
27/01/2011 20.00,"29,2","35,7","0,4",,"6,8","0,7"
27/01/2011 21.00,"22,9","27,3","0,3",,,"0,6"
27/01/2011 22.00,"16,3",18,"0,3",,"14,2","0,5"
27/01/2011 23.00,"9,1","10,7","0,3",,,"0,5"
28/01/2011 0.00,"7,7","9,2","0,3",,"9,8","0,4"
28/01/2011 1.00,"7,6","8,6","0,2",,,"0,4"
28/01/2011 2.00,"5,1","5,7","0,2",,"11,7","0,3"
28/01/2011 3.00,"5,4","6,1",,,,"0,2"
28/01/2011 4.00,,,"0,2",,"16,1","0,2"
28/01/2011 5.00,"11,9","13,2","0,2",,,"0,2"
28/01/2011 6.00,"12,9","14,8","0,2",,"9,8","0,4"
28/01/2011 7.00,"15,8","18,6","0,3",,,"0,5"
28/01/2011 8.00,"24,5","31,3","0,3",,"5,9","0,6"
28/01/2011 9.00,"40,2",55,"0,5",,,"1,2"
28/01/2011 10.00,"36,4","49,4","0,4",,"8,3","1,2"
28/01/2011 11.00,"33,8","45,5","0,4",,,"1,1"
28/01/2011 12.00,"35,1","48,7","0,4",,"6,8","0,9"
28/01/2011 13.00,"42,8","59,7","0,5",,,1
28/01/2011 14.00,"47,1","61,8","0,6",,"10,7","1,6"
28/01/2011 15.00,"37,7","47,2","0,4",,,"1,5"
28/01/2011 16.00,"38,4","46,5","0,4",,"11,7","1,2"
28/01/2011 17.00,"48,6","58,6","0,5",,,"1,2"
28/01/2011 18.00,"51,8",62,"0,5",,"16,6","1,4"
28/01/2011 19.00,"57,4","71,2","0,6",,,"1,3"
28/01/2011 20.00,"60,9","76,9","0,6",,"13,2","1,5"
28/01/2011 21.00,"56,4","69,9","0,7",,,"1,5"
28/01/2011 22.00,"38,7","42,8","0,5",,"13,7","1,4"
28/01/2011 23.00,"35,9","41,6","0,4",,,"1,3"
29/01/2011 0.00,"30,2","34,2","0,4",,"12,2","1,3"
29/01/2011 1.00,"21,7","24,3","0,4",,,"1,2"
29/01/2011 2.00,"15,8","17,9","0,3",,"10,7","0,9"
29/01/2011 3.00,"10,7","10,9","0,3",,,1
29/01/2011 4.00,"8,9","9,2","0,3",,"6,8","0,6"
29/01/2011 5.00,"8,9","9,9","0,3",,,"0,6"
29/01/2011 6.00,"13,6","15,3","0,3",,"9,3","0,4"
29/01/2011 7.00,"36,8","49,1","0,4",,,"0,7"
29/01/2011 8.00,"32,9","39,4","0,4",,"7,8","0,9"
29/01/2011 9.00,"40,6","51,5","0,5",,,"1,4"
29/01/2011 10.00,"35,8",46,"0,5",,"8,3","1,1"
29/01/2011 11.00,"31,7","43,7","0,4",,,"1,2"
29/01/2011 12.00,"40,4","55,4","0,5",,"5,9","1,2"
29/01/2011 13.00,"55,4",78,"0,6",,,"1,3"
29/01/2011 14.00,"42,9","54,5","0,5",,"9,3","1,8"
29/01/2011 15.00,"42,8","53,2","0,5",,,"1,3"
29/01/2011 16.00,"53,4","68,2","0,5",,"9,8","1,5"
29/01/2011 17.00,"61,8","77,3","0,6",,,"2,3"
29/01/2011 18.00,"67,8","88,8","0,6",,"13,7","1,4"
29/01/2011 19.00,"76,3","103,5","0,6",,,"1,5"
29/01/2011 20.00,"89,8","135,5","0,7",,"14,2","1,7"
29/01/2011 21.00,"78,6","116,3","0,7",,,2
29/01/2011 22.00,"68,7","89,3","0,7",,"16,1","1,9"
29/01/2011 23.00,"72,2","98,5","0,8",,,2
30/01/2011 0.00,"63,9","90,4","0,7",,"16,1","2,1"
30/01/2011 1.00,"47,8","58,7","0,6",,,"1,8"
30/01/2011 2.00,"36,5","45,9","0,5",,"15,6","1,2"
30/01/2011 3.00,"21,7",25,,,,"1,1"
30/01/2011 4.00,,,"0,3",,"16,6","1,1"
30/01/2011 5.00,16,"16,9","0,3",,,"0,9"
30/01/2011 6.00,"13,1",14,"0,3",,"17,6","0,8"
30/01/2011 7.00,"13,4","14,6","0,3",,,"0,8"
30/01/2011 8.00,"23,7","29,5","0,3",,"10,7","0,7"
30/01/2011 9.00,"19,1","23,1","0,3",,,1
30/01/2011 10.00,"16,8","20,2","0,3",,"8,3","0,7"
30/01/2011 11.00,"27,8","36,2","0,5",,,1
30/01/2011 12.00,"43,9","74,1","0,6",,"8,3","1,6"
30/01/2011 13.00,"47,8","71,5","0,7",,,"2,1"
30/01/2011 14.00,"30,9","37,4","0,4",,"17,1","1,9"
30/01/2011 15.00,"49,2","67,3","0,5",,,"1,3"
30/01/2011 16.00,"87,6","138,7","0,8",,"25,9","1,9"
30/01/2011 17.00,"65,6","89,7","0,7",,,"1,7"
30/01/2011 18.00,"87,1","124,9","0,9",,"25,9","1,7"
30/01/2011 19.00,"97,3","181,1","1,2",,,"2,3"
30/01/2011 20.00,"95,3",173,"1,2",,,3
30/01/2011 21.00,,,"1,1",,,"1,5"
30/01/2011 22.00,"91,4","149,8","1,3",,"39,1","3,4"
30/01/2011 23.00,"93,4","200,7","1,4",,,"3,8"
31/01/2011 0.00,"77,2","164,8","1,1",,"33,2","2,8"
31/01/2011 1.00,74,"170,1","1,6",,,"3,7"
31/01/2011 2.00,"59,4",115,"1,1",,"30,3","3,6"
31/01/2011 3.00,"31,2","33,4","0,7",,,"1,7"
31/01/2011 4.00,"30,1","33,3","0,5",,22,"1,8"
31/01/2011 5.00,20,"20,1","0,4",,,"1,5"
31/01/2011 6.00,"43,7","67,9","0,5",,"15,1","1,1"
31/01/2011 7.00,"89,6","295,2","1,3",,,"1,7"
31/01/2011 8.00,97,"278,8","1,2",,"14,7","2,7"
31/01/2011 9.00,"78,1","145,9","1,1",,,"2,8"
31/01/2011 10.00,49,"71,8","0,5",,23,"2,1"
31/01/2011 11.00,"37,3","49,3","0,5",,,"1,6"
31/01/2011 12.00,"36,6",49,"0,5",,"24,9","1,5"
31/01/2011 13.00,"31,4","41,8","0,6",,,"1,7"
31/01/2011 14.00,"40,7",57,"0,6",,22,"1,9"
31/01/2011 15.00,"28,8","37,9","0,4",,,"1,5"
31/01/2011 16.00,"45,2","56,9","0,5",,22,"1,4"
31/01/2011 17.00,"52,5","69,3","0,6",,,"1,4"
31/01/2011 18.00,"71,1","98,5","0,8",,"18,6","2,1"
31/01/2011 19.00,"88,3","147,9",1,,,"2,5"
31/01/2011 20.00,"74,6","102,5","0,8",,22,"2,4"
31/01/2011 21.00,"75,4","108,9","0,9",,,"2,2"
31/01/2011 22.00,72,"95,3","0,9",,"26,4","2,2"
31/01/2011 23.00,53,"62,1","0,7",,,"2,3"
01/02/2011 0.00,"33,2","35,5","0,5",,"31,7","1,5"
01/02/2011 1.00,"33,3","35,6","0,5",,,"1,5"
01/02/2011 2.00,"17,3","17,6","0,4",,23,"1,4"
01/02/2011 3.00,15,"15,4",,,,"1,1"
01/02/2011 4.00,,,"0,3",,"24,4",1
01/02/2011 5.00,"29,8",32,"0,3",,,"0,8"
01/02/2011 6.00,"47,1","57,1","0,5",,19,"1,1"
01/02/2011 7.00,"78,9","246,4","0,9",,,"1,6"
01/02/2011 8.00,"99,4","342,8","1,5",,"27,8","2,9"
01/02/2011 9.00,"72,5","152,2","1,1",,,"2,9"
01/02/2011 10.00,"36,4","57,8","0,6",,"21,5","2,4"
01/02/2011 11.00,"28,9","40,7","0,5",,,"1,5"
01/02/2011 12.00,"31,9","48,3","0,5",,"18,6",2
01/02/2011 13.00,"27,7","40,1","0,6",,,"1,2"
01/02/2011 14.00,"30,6","41,8","0,4",,"19,5","1,7"
01/02/2011 15.00,"27,1",36,"0,4",,,"1,1"
01/02/2011 16.00,"40,3","51,7","0,5",,"21,5","1,1"
01/02/2011 17.00,"65,9","88,5","0,7",,,"1,8"
01/02/2011 18.00,"87,7","125,8",1,,"26,4","2,7"
01/02/2011 19.00,"90,2","128,5","1,3",,,"3,4"
01/02/2011 20.00,"93,3","122,3","1,3",,40,"3,7"
01/02/2011 21.00,"105,1","162,1","1,3",,,"4,5"
01/02/2011 22.00,"108,5","192,8","1,5",,"51,3","3,9"
01/02/2011 23.00,"101,5","167,1","1,5",,,"3,5"
02/02/2011 0.00,"109,7","270,1","1,8",,"60,1","4,3"
02/02/2011 1.00,"79,1","107,8","1,1",,,"3,8"
02/02/2011 2.00,"39,2","39,6","0,7",,"52,3","2,3"
02/02/2011 3.00,"32,6","36,5","0,6",,,"1,9"
02/02/2011 4.00,11,11,"0,4",,"45,9","1,5"
02/02/2011 5.00,"18,6","18,8","0,3",,,1
02/02/2011 6.00,46,"53,2","0,4",,"26,9","1,1"
02/02/2011 7.00,"78,6","145,6","0,8",,,"1,5"
02/02/2011 8.00,"82,4","135,9","0,8",,"28,8","1,9"
02/02/2011 9.00,"63,8","94,8","0,8",,,"1,9"
02/02/2011 10.00,"46,9","62,8","0,6",,20,"1,8"
02/02/2011 11.00,46,62,"0,6",,,"1,5"
02/02/2011 12.00,"45,5","61,4","0,5",,"23,9","1,5"
02/02/2011 13.00,"45,7","67,6","0,6",,,"1,5"
02/02/2011 14.00,"41,2","51,6","0,5",,22,"1,6"
02/02/2011 15.00,"41,1","48,4","0,4",,,1
02/02/2011 16.00,46,55,"0,5",,22,"1,2"
02/02/2011 17.00,"55,2","62,7","0,6",,,"1,3"
02/02/2011 18.00,69,"78,8","0,7",,23,"1,5"
02/02/2011 19.00,"70,7","79,8","0,7",,,"1,6"
02/02/2011 20.00,"76,6","89,5","0,7",,"24,4","1,9"
02/02/2011 21.00,"83,9","93,3","0,7",,,"1,7"
02/02/2011 22.00,"44,4","44,8","0,5",,"27,8","1,7"
02/02/2011 23.00,"30,8","31,8","0,5",,,"1,5"
03/02/2011 0.00,23,24,"0,4",,"27,8","1,3"
03/02/2011 1.00,"14,9","15,5","0,4",,,"1,2"
03/02/2011 2.00,"13,4","13,6","0,4",,"31,3","1,1"
03/02/2011 3.00,"15,6","15,7",,,,1
03/02/2011 4.00,,,"0,3",,"29,3","1,1"
03/02/2011 5.00,"21,7","22,3","0,3",,,1
03/02/2011 6.00,"52,6","67,5","0,5",,"28,3","1,3"
03/02/2011 7.00,"52,7","68,3","0,4",,,"1,3"
03/02/2011 8.00,"64,8","94,5","0,5",,"20,5","0,8"
03/02/2011 9.00,"82,7","121,4","0,7",,,"1,4"
03/02/2011 10.00,"73,8","107,9","0,6",,"23,9","1,7"
03/02/2011 11.00,"45,1","62,7","0,4",,,"1,1"
03/02/2011 12.00,"37,5","50,9","0,5",,"16,6","0,8"
03/02/2011 13.00,"39,5","56,3","0,5",,,"1,1"
03/02/2011 14.00,"43,2","55,6","0,5",,"17,1","1,6"
03/02/2011 15.00,"29,6","36,7","0,4",,,"1,1"
03/02/2011 16.00,"38,3","46,9","0,4",,22,"0,9"
03/02/2011 17.00,"57,3","71,4","0,6",,,"1,6"
03/02/2011 18.00,"49,1","56,6","0,6",,22,"1,4"
03/02/2011 19.00,"53,8","67,8","0,6",,,"1,6"
03/02/2011 20.00,"37,4","42,9","0,5",,"25,9","1,1"
03/02/2011 21.00,"35,1","40,4","0,5",,,"1,4"
03/02/2011 22.00,"21,6",24,"0,5",,"31,7","1,3"
03/02/2011 23.00,"22,2","24,9","0,5",,,"1,5"
04/02/2011 0.00,"31,8","34,1","0,5",,"34,2","1,3"
04/02/2011 1.00,"18,1","20,1","0,3",,,"0,7"
04/02/2011 2.00,8,"9,4","0,3",,"29,8","0,5"
04/02/2011 3.00,"5,8","6,7","0,3",,,"0,7"
04/02/2011 4.00,"6,2","7,5","0,3",,"25,4","0,7"
04/02/2011 5.00,"6,8","7,8","0,3",,,1
04/02/2011 6.00,"13,5","15,2","0,3",,"30,8",1
04/02/2011 7.00,"41,8","56,6","0,4",,,1
04/02/2011 8.00,"39,5","51,7","0,4",,"31,7",1
04/02/2011 9.00,"38,5","51,6","0,5",,,"1,4"
04/02/2011 10.00,"39,1","51,5","0,5",,"31,7","1,6"
04/02/2011 11.00,"30,7","41,7","0,4",,,"1,3"
04/02/2011 12.00,"31,6","44,6","0,5",,"34,2","1,1"
04/02/2011 13.00,"28,9","41,8","0,5",,,"1,4"
04/02/2011 14.00,"26,6","36,8","0,4",,"34,2","1,4"
04/02/2011 15.00,"27,2",36,"0,4",,,1
04/02/2011 16.00,"29,6","37,7","0,4",,"29,8",1
04/02/2011 17.00,"31,2","38,3","0,4",,,"0,8"
04/02/2011 18.00,"45,7",56,"0,5",,"26,4",1
04/02/2011 19.00,"59,7","74,1","0,5",,,"1,3"
04/02/2011 20.00,"57,2","71,1","0,5",,"20,5","1,3"
04/02/2011 21.00,"77,4","94,6","0,7",,,"1,5"
04/02/2011 22.00,"50,9","53,5","0,5",,"27,8","1,9"
04/02/2011 23.00,"37,5","40,8","0,4",,,"1,2"
05/02/2011 0.00,"47,6","60,5","0,6",,"23,9","0,9"
05/02/2011 1.00,"27,7",30,"0,4",,,"1,3"
05/02/2011 2.00,"17,7","19,3","0,4",,"22,5","0,8"
05/02/2011 3.00,"15,1",16,,,,"0,7"
05/02/2011 4.00,,,"0,3",,"21,5","0,8"
05/02/2011 5.00,"33,7",35,"0,3",,,"0,5"
05/02/2011 6.00,"32,1","33,7","0,3",,"26,9","0,5"
05/02/2011 7.00,"76,2","114,1","0,5",,,"0,8"
05/02/2011 8.00,"43,5","55,8","0,4",,23,"0,9"
05/02/2011 9.00,"43,9","61,8","0,5",,,"1,2"
05/02/2011 10.00,"40,7","58,4","0,6",,"28,3","1,5"
05/02/2011 11.00,"34,5","46,8","0,5",,,"1,3"
05/02/2011 12.00,30,"40,2","0,5",,"23,9","1,2"
05/02/2011 13.00,"34,2","48,9","0,5",,,"1,4"
05/02/2011 14.00,"26,6","34,7","0,4",,20,"1,4"
05/02/2011 15.00,"18,9","22,8","0,3",,,"0,7"
05/02/2011 16.00,"20,6","24,1","0,3",,22,"0,6"
05/02/2011 17.00,"39,1",43,"0,4",,,1
05/02/2011 18.00,"46,5","48,5","0,6",,"24,4","0,9"
05/02/2011 19.00,"63,1","65,1","0,8",,,"1,7"
05/02/2011 20.00,"83,1",90,"0,9",,"30,8","2,1"
