"NetC","Comune Lecce","","","","","","","","","","","","","",""
"Stat","Via Garilliano","","","","","","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
15/01/2011 3.00,"2,2",,,"0,6",,"42,3","2,1","31,3"
15/01/2011 4.00,"2,3",,,"0,7",,"42,3",2,"31,3"
15/01/2011 5.00,"2,5",,,"0,7",,"42,3","2,1","31,3"
15/01/2011 6.00,"2,7",,,1,,"42,3","2,3","31,3"
15/01/2011 7.00,"2,7",,,"0,9",,"42,3","2,9","31,3"
15/01/2011 8.00,"5,9",,,"1,9",,"42,3","2,9","31,3"
15/01/2011 9.00,4,,,"1,5",,"42,3","4,6","31,3"
15/01/2011 10.00,"3,6",,,"0,8",,"42,3","3,7","31,3"
15/01/2011 11.00,"3,3",,,"0,6",,"42,3","2,5","31,3"
15/01/2011 12.00,"3,1",,,"0,5",,"42,3","2,1","31,3"
15/01/2011 13.00,"2,6",,,"0,4",,"42,3","1,8","31,3"
15/01/2011 14.00,"2,5",,,"0,3",,"42,3","1,3","31,3"
15/01/2011 15.00,"2,1",,,"0,3",,"42,3","1,1","31,3"
15/01/2011 16.00,"2,2",,,"0,4",,"42,3","1,1","31,3"
15/01/2011 17.00,"1,7",,,"0,4",,"42,3","1,2","31,3"
15/01/2011 18.00,"2,1",,,"0,4",,"42,3","1,2","31,3"
15/01/2011 19.00,"2,2",,,"0,4",,"42,3","1,3","31,3"
15/01/2011 20.00,2,,,"0,3",,"42,3","1,1","31,3"
15/01/2011 21.00,"2,3",,,"0,3",,"42,3",1,"31,3"
15/01/2011 22.00,"2,1",,,"0,3",,"42,3","0,9","31,3"
15/01/2011 23.00,"2,1",,,"0,3",,"42,3","0,9","31,3"
16/01/2011 0.00,"2,6",,,"0,3",,"42,3","0,9","31,3"
16/01/2011 1.00,"3,2",,,"0,3",,"20,1","0,8","11,6"
16/01/2011 2.00,"2,6",,,"0,3",,"20,1","0,8","11,6"
16/01/2011 3.00,,"23,1","25,8","0,3",,"20,1","0,9","11,6"
16/01/2011 4.00,"2,3","19,8","22,4",,,"20,1","0,9","11,6"
16/01/2011 5.00,"2,6","18,7","21,5","0,3",,"20,1","0,9","11,6"
16/01/2011 6.00,"2,9","17,5","20,4","0,3",,"20,1","0,8","11,6"
16/01/2011 7.00,"3,1","18,6","21,9","0,3",,"20,1","0,9","11,6"
16/01/2011 8.00,"3,1","18,2","23,7","0,4",,"20,1",1,"11,6"
16/01/2011 9.00,"3,4","10,1","14,3","0,3",,"20,1",1,"11,6"
16/01/2011 10.00,"3,5","5,3","8,5","0,2",,"20,1","0,7","11,6"
16/01/2011 11.00,"3,3","4,6","7,7","0,2",,"20,1","0,6","11,6"
16/01/2011 12.00,"2,8","4,3","7,3","0,2",,"20,1","0,6","11,6"
16/01/2011 13.00,"2,9",4,"6,9","0,2",,"20,1","0,5","11,6"
16/01/2011 14.00,3,"4,6","7,6","0,2",,"20,1","0,5","11,6"
16/01/2011 15.00,"2,5","3,5","6,4","0,2",,"20,1","0,5","11,6"
16/01/2011 16.00,"2,8","5,6","8,6","0,2",,"20,1","0,5","11,6"
16/01/2011 17.00,"2,8",6,"8,9","0,2",,"20,1","0,5","11,6"
16/01/2011 18.00,"2,9","7,8","11,2","0,3",,"20,1","0,6","11,6"
16/01/2011 19.00,"2,4",11,"14,4","0,4",,"20,1","0,8","11,6"
16/01/2011 20.00,"2,4",11,"14,2","0,4",,"20,1","0,9","11,6"
16/01/2011 21.00,"2,7","9,6","12,8","0,3",,"20,1","0,9","11,6"
16/01/2011 22.00,"2,2","9,2","12,1","0,3",,"20,1","0,7","11,6"
16/01/2011 23.00,"2,6","13,7","16,7","0,4",,"20,1","0,8","11,6"
17/01/2011 0.00,"2,9","18,9","21,9","0,5",,"20,1","1,3","11,6"
17/01/2011 1.00,"2,5","15,7","18,7","0,4",,"34,3","1,4","28,2"
17/01/2011 2.00,"2,1","12,6","15,2","0,3",,"34,3","1,1","28,2"
17/01/2011 3.00,2,"13,7","16,3","0,3",,"34,3","0,9","28,2"
17/01/2011 4.00,2,"13,7","16,5","0,3",,"34,3","0,9","28,2"
17/01/2011 5.00,"2,3","13,3",16,"0,3",,"34,3","0,9","28,2"
17/01/2011 6.00,"2,2","14,9",18,"0,4",,"34,3","0,9","28,2"
17/01/2011 7.00,"2,6","18,4","23,8","0,3",,"34,3","0,9","28,2"
17/01/2011 8.00,"2,6","23,9","32,6","0,4",,"34,3","0,9","28,2"
17/01/2011 9.00,"3,1","22,5","33,3","0,4",,"34,3","1,2","28,2"
17/01/2011 10.00,"3,6","14,1","20,3","0,3",,"34,3","1,1","28,2"
17/01/2011 11.00,"2,5","9,9","14,5","0,3",,"34,3","0,9","28,2"
17/01/2011 12.00,"3,2","8,1","11,9","0,3",,"34,3","0,8","28,2"
17/01/2011 13.00,"2,9","10,1","15,8","0,3",,"34,3","0,7","28,2"
17/01/2011 14.00,"2,9",12,"16,6","0,3",,"34,3","0,8","28,2"
17/01/2011 15.00,"2,9",11,"14,7","0,3",,"34,3","0,8","28,2"
17/01/2011 16.00,"2,9","17,3","20,9","0,4",,"34,3","0,8","28,2"
17/01/2011 17.00,3,"27,4","31,7","0,4",,"34,3",1,"28,2"
17/01/2011 18.00,"2,1","31,5","36,2","0,5",,"34,3","1,3","28,2"
17/01/2011 19.00,"2,7","34,6","40,4","0,5",,"34,3","1,5","28,2"
17/01/2011 20.00,"3,5","76,3","157,2","1,1",,"34,3","1,9","28,2"
17/01/2011 21.00,"3,4","82,6","165,5","1,2",,"34,3","3,3","28,2"
17/01/2011 22.00,"3,1","50,5",69,"0,9",,"34,3","3,4","28,2"
17/01/2011 23.00,"2,4","44,2","54,7","0,7",,"34,3","2,7","28,2"
18/01/2011 0.00,"2,1","37,1","42,2","0,7",,"34,3","2,4","28,2"
18/01/2011 1.00,"2,5","28,5","33,4","0,6",,"37,6","2,2","33,3"
18/01/2011 2.00,"2,2",,,"0,4",,"37,6","1,8","33,3"
18/01/2011 3.00,,"26,5","29,6","0,4",,"37,6","1,4","33,3"
18/01/2011 4.00,"2,4","20,5","23,3",,,"37,6","1,2","33,3"
18/01/2011 5.00,"2,3","27,2","30,3","0,4",,"37,6",1,"33,3"
18/01/2011 6.00,"1,9","39,4",50,"0,4",,"37,6","1,1","33,3"
18/01/2011 7.00,"2,9","44,8","82,1","0,7",,"37,6","1,5","33,3"
18/01/2011 8.00,"3,5","53,9",131,1,,"37,6","2,2","33,3"
18/01/2011 9.00,"3,5","49,1","119,1","0,9",,"37,6","2,9","33,3"
18/01/2011 10.00,"3,3","57,3","139,2","0,9",,"37,6","3,9","33,3"
18/01/2011 11.00,"3,6","51,8","100,8","0,7",,"37,6","3,4","33,3"
18/01/2011 12.00,"2,9",31,"44,3","0,4",,"37,6","2,8","33,3"
18/01/2011 13.00,"3,8","18,7",25,"0,4",,"37,6","1,7","33,3"
18/01/2011 14.00,"3,4","16,3","20,6","0,3",,"37,6","1,4","33,3"
18/01/2011 15.00,"3,9","17,3","21,3","0,3",,"37,6",1,"33,3"
18/01/2011 16.00,"3,2","19,2","22,7","0,4",,"37,6",1,"33,3"
18/01/2011 17.00,3,"28,1","32,2","0,4",,"37,6","1,2","33,3"
18/01/2011 18.00,"2,1","29,6","33,6","0,5",,"37,6","1,6","33,3"
18/01/2011 19.00,"3,1","36,2","40,8","0,5",,"37,6","1,6","33,3"
18/01/2011 20.00,"3,1","69,4","126,6","0,9",,"37,6",2,"33,3"
18/01/2011 21.00,"4,3","84,6","199,3","1,2",,"37,6",3,"33,3"
18/01/2011 22.00,"3,4","69,2","115,4","0,9",,"37,6","3,2","33,3"
18/01/2011 23.00,"2,8","47,1","68,6","0,6",,"37,6","2,7","33,3"
19/01/2011 0.00,"2,6",24,"26,9","0,4",,"37,6","1,9","33,3"
19/01/2011 1.00,"2,7",39,48,"0,6",,"42,5","1,5","37,1"
19/01/2011 2.00,"2,5","35,7","39,4","0,5",,"42,5","1,7","37,1"
19/01/2011 3.00,"2,6","27,2","30,1","0,4",,"42,5","1,4","37,1"
19/01/2011 4.00,"2,6","34,1","40,2","0,5",,"42,5","1,5","37,1"
19/01/2011 5.00,"2,9","36,9",43,"0,4",,"42,5","1,5","37,1"
19/01/2011 6.00,"2,9","45,1","59,9","0,5",,"42,5","1,5","37,1"
19/01/2011 7.00,3,64,"172,3","0,7",,"42,5","1,9","37,1"
19/01/2011 8.00,"3,7",70,"230,4","1,1",,"42,5","2,3","37,1"
19/01/2011 9.00,"3,3",79,"256,7","1,1",,"42,5","2,9","37,1"
19/01/2011 10.00,"2,9","63,1","109,1","0,7",,"42,5","3,2","37,1"
19/01/2011 11.00,3,"52,5","75,9","0,5",,"42,5","2,4","37,1"
19/01/2011 12.00,"3,1","37,5","47,7","0,5",,"42,5","1,9","37,1"
19/01/2011 13.00,3,"26,7","33,7","0,4",,"42,5","1,6","37,1"
19/01/2011 14.00,"3,5","24,9",32,"0,3",,"42,5","1,2","37,1"
19/01/2011 15.00,3,"23,6","29,1","0,3",,"42,5","1,1","37,1"
19/01/2011 16.00,"2,9",20,"23,2","0,4",,"42,5","1,1","37,1"
19/01/2011 17.00,"3,3","31,2","34,4","0,4",,"42,5","1,1","37,1"
19/01/2011 18.00,3,"40,3","43,9","0,5",,"42,5","1,5","37,1"
19/01/2011 19.00,"3,2","62,7","73,2","0,6",,"42,5","1,7","37,1"
19/01/2011 20.00,"3,4",79,"99,8","0,7",,"42,5","1,9","37,1"
19/01/2011 21.00,"3,8","74,2","91,8","0,7",,"42,5","2,2","37,1"
19/01/2011 22.00,"3,5","57,6","65,5","0,7",,"42,5","2,2","37,1"
19/01/2011 23.00,"2,9","51,2","57,8","0,6",,"42,5","2,3","37,1"
20/01/2011 0.00,3,"39,3","43,3","0,6",,"42,5","2,1","37,1"
20/01/2011 1.00,"2,9","29,4","32,5","0,5",,"32,8",2,"29,8"
20/01/2011 2.00,"2,8",,,"0,4",,"32,8","1,7","29,8"
20/01/2011 3.00,,"31,4","33,9","0,4",,"32,8","1,4","29,8"
20/01/2011 4.00,"3,3","26,5","29,1",,,"32,8","1,2","29,8"
20/01/2011 5.00,"3,1","23,4","26,3","0,3",,"32,8","1,1","29,8"
20/01/2011 6.00,"2,5","35,5","39,7","0,4",,"32,8",1,"29,8"
20/01/2011 7.00,"3,1","51,9","61,5","0,4",,"32,8","1,1","29,8"
20/01/2011 8.00,"3,4","70,8",94,"0,7",,"32,8","1,3","29,8"
20/01/2011 9.00,"3,9","82,4","121,5","0,7",,"32,8","1,9","29,8"
20/01/2011 10.00,"4,1","60,5","87,9","0,5",,"32,8","1,9","29,8"
20/01/2011 11.00,"3,6","38,7","52,9","0,4",,"32,8","1,5","29,8"
20/01/2011 12.00,"3,4","35,9","47,3","0,4",,"32,8","1,2","29,8"
20/01/2011 13.00,"3,7","45,2",62,"0,5",,"32,8","1,3","29,8"
20/01/2011 14.00,"3,8","35,5","47,9","0,4",,"32,8","1,4","29,8"
20/01/2011 15.00,"3,5","38,9","48,4","0,4",,"32,8","1,1","29,8"
20/01/2011 16.00,"3,7","59,1","74,8","0,5",,"32,8","1,1","29,8"
20/01/2011 17.00,"4,2","66,7","84,7","0,6",,"32,8","1,6","29,8"
20/01/2011 18.00,"4,2","72,5","94,5","0,7",,"32,8","1,8","29,8"
20/01/2011 19.00,"3,8","77,2","102,9","0,8",,"32,8","2,3","29,8"
20/01/2011 20.00,"3,9","62,1",76,"0,7",,"32,8","2,4","29,8"
20/01/2011 21.00,"3,3","61,9","72,2","0,7",,"32,8","2,2","29,8"
20/01/2011 22.00,"3,5","48,2","53,8","0,6",,"32,8","2,2","29,8"
20/01/2011 23.00,"3,2",37,"41,6","0,6",,"32,8",2,"29,8"
21/01/2011 0.00,"3,3","36,8","40,9","0,5",,"32,8","1,9","29,8"
21/01/2011 1.00,"3,1","41,4","45,7","0,5",,20,"1,6","14,2"
21/01/2011 2.00,"3,8","28,1","30,8","0,4",,20,"1,4","14,2"
21/01/2011 3.00,"3,9",18,"20,2","0,4",,20,"1,2","14,2"
21/01/2011 4.00,"3,2","15,4","17,8","0,3",,20,"1,1","14,2"
21/01/2011 5.00,"3,6","21,8","24,4","0,3",,20,"0,8","14,2"
21/01/2011 6.00,"3,1","41,7",48,"0,4",,20,"0,8","14,2"
21/01/2011 7.00,"3,5","60,3","118,9","0,5",,20,"1,2","14,2"
21/01/2011 8.00,"3,4",37,"48,1","0,4",,20,"1,4","14,2"
21/01/2011 9.00,"4,1","34,9","48,8","0,4",,20,"1,3","14,2"
21/01/2011 10.00,"5,3","32,8","49,7","0,4",,20,"1,3","14,2"
21/01/2011 11.00,"5,1","22,4","32,2","0,3",,20,"1,3","14,2"
21/01/2011 12.00,5,"14,8","20,1","0,3",,20,"1,1","14,2"
21/01/2011 13.00,"3,8","22,8","31,6","0,4",,20,1,"14,2"
21/01/2011 14.00,"4,5","20,6","27,8","0,3",,20,"1,2","14,2"
21/01/2011 15.00,"3,4","17,4","21,4","0,3",,20,"1,1","14,2"
21/01/2011 16.00,"3,9","23,4","27,6","0,4",,20,"0,9","14,2"
21/01/2011 17.00,"3,7","23,6","27,9","0,4",,20,"1,1","14,2"
21/01/2011 18.00,"3,2","21,2","25,4","0,4",,20,"1,4","14,2"
21/01/2011 19.00,"3,9","21,2","25,6","0,4",,20,"1,1","14,2"
21/01/2011 20.00,"3,5","16,2","19,8","0,3",,20,1,"14,2"
21/01/2011 21.00,3,"15,1","18,4","0,3",,20,"1,1","14,2"
21/01/2011 22.00,"3,5","16,7","20,1","0,3",,20,1,"14,2"
21/01/2011 23.00,"3,9","18,5","21,4","0,3",,20,1,"14,2"
22/01/2011 0.00,"3,7","15,6","18,4","0,3",,20,"1,1","14,2"
22/01/2011 1.00,"4,4","20,2","22,9","0,3",,"17,4","1,1",14
22/01/2011 2.00,4,,,"0,3",,"17,4","1,1",14
22/01/2011 3.00,,24,"26,9","0,3",,"17,4","1,2",14
22/01/2011 4.00,"2,4","18,9","21,7",,,"17,4","1,1",14
22/01/2011 5.00,"2,7",18,"20,8","0,3",,"17,4","1,1",14
22/01/2011 6.00,"2,3","18,2","21,1","0,3",,"17,4","1,1",14
22/01/2011 7.00,"2,3","31,2","43,6","0,5",,"17,4","1,2",14
22/01/2011 8.00,"2,8","49,1","101,3","0,9",,"17,4","1,5",14
22/01/2011 9.00,"2,8","48,2","80,6","0,7",,"17,4","2,4",14
22/01/2011 10.00,"2,4","38,7","53,8","0,5",,"17,4","1,9",14
22/01/2011 11.00,"2,5","26,8","37,4","0,4",,"17,4","1,4",14
22/01/2011 12.00,"2,7","23,7","32,5","0,3",,"17,4",1,14
22/01/2011 13.00,"2,6",28,"37,3","0,4",,"17,4","0,9",14
22/01/2011 14.00,"2,6","24,9","31,6","0,3",,"17,4","0,9",14
22/01/2011 15.00,"2,3","17,9","22,4","0,3",,"17,4","0,7",14
22/01/2011 16.00,"2,6","34,8","42,6","0,4",,"17,4","0,7",14
22/01/2011 17.00,"2,6","56,4","67,7","0,6",,"17,4",1,14
22/01/2011 18.00,"2,6","80,4","115,7","0,8",,"17,4","1,6",14
22/01/2011 19.00,1,"87,2","158,5","1,1",,"17,4","2,4",14
22/01/2011 20.00,"2,4",81,"121,5","0,9",,"17,4","2,8",14
22/01/2011 21.00,"2,8","84,3",125,1,,"17,4","2,7",14
22/01/2011 22.00,"2,2","45,1","51,6","0,5",,"17,4","2,4",14
22/01/2011 23.00,"2,2","41,4","46,7","0,5",,"17,4","1,6",14
23/01/2011 0.00,2,"44,2","50,9","0,5",,"17,4","1,5",14
23/01/2011 1.00,2,"34,9","40,9","0,4",,"16,6","1,2","13,6"
23/01/2011 2.00,2,"28,5","32,2","0,3",,"16,6","0,9","13,6"
23/01/2011 3.00,2,"20,5","24,1","0,3",,"16,6","0,8","13,6"
23/01/2011 4.00,"2,3","14,8","17,3","0,4",,"16,6","0,8","13,6"
23/01/2011 5.00,"2,2","12,6","15,5","0,3",,"16,6","0,9","13,6"
23/01/2011 6.00,"2,3","21,2",24,"0,4",,"16,6",1,"13,6"
23/01/2011 7.00,"2,2","26,6","31,2","0,4",,"16,6",1,"13,6"
23/01/2011 8.00,"3,4","34,2","45,7","0,5",,"16,6","1,2","13,6"
23/01/2011 9.00,"5,7","19,2","27,4","0,5",,"16,6","1,5","13,6"
23/01/2011 10.00,"5,8","16,3","24,7","0,5",,"16,6","1,6","13,6"
23/01/2011 11.00,"4,7","15,6",23,"0,4",,"16,6","1,5","13,6"
23/01/2011 12.00,"4,9","20,3","30,4","0,5",,"16,6","1,4","13,6"
23/01/2011 13.00,"4,7","15,9","23,2","0,4",,"16,6","1,5","13,6"
23/01/2011 14.00,"4,5","10,8","15,5","0,4",,"16,6","1,3","13,6"
23/01/2011 15.00,"2,9","8,3","11,7","0,4",,"16,6","1,2","13,6"
23/01/2011 16.00,"2,5","7,7","10,6","0,4",,"16,6","1,2","13,6"
23/01/2011 17.00,"2,8","21,8","24,7","0,5",,"16,6","1,3","13,6"
23/01/2011 18.00,"2,4","36,6",41,"0,6",,"16,6","1,9","13,6"
23/01/2011 19.00,"2,4","37,1","43,3","0,6",,"16,6","2,1","13,6"
23/01/2011 20.00,"2,7","62,3","95,8",1,,"16,6","2,2","13,6"
23/01/2011 21.00,"2,8","75,8",162,"1,1",,"16,6","2,8","13,6"
23/01/2011 22.00,3,"64,5","110,4","0,9",,"16,6","2,8","13,6"
23/01/2011 23.00,"2,5","54,4","79,1","0,8",,"16,6","2,7","13,6"
24/01/2011 0.00,"2,4","50,4","78,5","0,9",,"16,6","2,5","13,6"
24/01/2011 1.00,"2,4","40,4","57,8","0,7",,"25,6","2,4",19
24/01/2011 2.00,"2,1",,,"0,6",,"25,6",2,19
24/01/2011 3.00,,"29,3",33,"0,5",,"25,6","1,8",19
24/01/2011 4.00,"2,3","22,8","26,2",,,"25,6","1,8",19
24/01/2011 5.00,"2,2","21,8","24,8","0,5",,"25,6","1,7",19
24/01/2011 6.00,"2,4","39,8","60,1","0,6",,"25,6","1,7",19
24/01/2011 7.00,"2,9","53,3","104,7","0,7",,"25,6","1,8",19
24/01/2011 8.00,"2,8","56,9",121,"0,9",,"25,6","2,1",19
24/01/2011 9.00,"3,6","57,6","138,8","0,9",,"25,6","2,7",19
24/01/2011 10.00,"3,4","44,4","86,2","0,7",,"25,6","2,5",19
24/01/2011 11.00,3,"16,2","23,6","0,4",,"25,6","2,1",19
24/01/2011 12.00,"2,8","14,4","20,2","0,3",,"25,6","1,3",19
24/01/2011 13.00,"3,3","17,8","25,7","0,4",,"25,6","1,1",19
24/01/2011 14.00,"3,3","12,1","16,6","0,3",,"25,6","1,2",19
24/01/2011 15.00,"3,3",14,"18,1","0,3",,"25,6",1,19
24/01/2011 16.00,3,"18,5","22,5","0,4",,"25,6",1,19
24/01/2011 17.00,"2,6","39,8","47,4","0,5",,"25,6","1,3",19
24/01/2011 18.00,"2,9","56,3","67,2","0,5",,"25,6","1,5",19
24/01/2011 19.00,"2,8","38,1","45,3","0,5",,"25,6","1,5",19
24/01/2011 20.00,"2,7","42,9","51,1","0,5",,"25,6","1,6",19
24/01/2011 21.00,2,"19,5","23,4","0,3",,"25,6","1,4",19
24/01/2011 22.00,"2,4","29,7",34,"0,4",,"25,6","0,9",19
24/01/2011 23.00,"2,3","23,6",28,"0,4",,"25,6",1,19
25/01/2011 0.00,"2,1","18,5","21,4","0,3",,"25,6",1,19
25/01/2011 1.00,"2,2","13,9","16,6","0,3",,"22,9","0,8","15,4"
25/01/2011 2.00,"2,4","6,6",9,"0,3",,"22,9","0,8","15,4"
25/01/2011 3.00,"2,5","4,6","7,2","0,2",,"22,9","0,6","15,4"
25/01/2011 4.00,"2,5","6,7","9,3","0,2",,"22,9","0,5","15,4"
25/01/2011 5.00,"2,6","10,6","13,3","0,3",,"22,9","0,6","15,4"
25/01/2011 6.00,"2,4","16,6","20,1","0,3",,"22,9","0,6","15,4"
25/01/2011 7.00,3,"25,2","30,1","0,3",,"22,9","0,7","15,4"
25/01/2011 8.00,"3,6","37,2","51,2","0,5",,"22,9","0,8","15,4"
25/01/2011 9.00,"5,3",14,"20,9","0,3",,"22,9","1,1","15,4"
25/01/2011 10.00,"5,7","5,1","9,3","0,2",,"22,9","0,7","15,4"
25/01/2011 11.00,6,"6,9","11,3","0,2",,"22,9","0,5","15,4"
25/01/2011 12.00,"4,4","3,9","7,7","0,2",,"22,9","0,5","15,4"
25/01/2011 13.00,5,"6,4","11,3","0,3",,"22,9","0,5","15,4"
25/01/2011 14.00,"5,6","4,2","7,7","0,2",,"22,9","0,5","15,4"
25/01/2011 15.00,"4,7","4,4","7,7","0,2",,"22,9","0,5","15,4"
25/01/2011 16.00,"4,1","6,6","9,9","0,2",,"22,9","0,5","15,4"
25/01/2011 17.00,"3,4",14,18,"0,3",,"22,9","0,5","15,4"
25/01/2011 18.00,4,"32,2","37,7","0,4",,"22,9","0,7","15,4"
25/01/2011 19.00,"4,1","66,5","83,3","0,6",,"22,9","0,9","15,4"
25/01/2011 20.00,"4,1","94,3","161,6","0,9",,"22,9","1,3","15,4"
25/01/2011 21.00,"3,5","90,3","155,9","0,8",,"22,9","1,6","15,4"
25/01/2011 22.00,"2,9","65,8","80,1","0,6",,"22,9","1,5","15,4"
25/01/2011 23.00,"2,6","50,7","55,6","0,6",,"22,9","1,2","15,4"
26/01/2011 0.00,3,"47,1","52,7","0,8",,"22,9","1,3","15,4"
26/01/2011 1.00,"2,6","48,8","54,1","0,9",,"41,7","1,6","31,9"
26/01/2011 2.00,"2,7",,,1,,"41,7","1,7","31,9"
26/01/2011 3.00,,"49,4","52,8","0,9",,"41,7","1,8","31,9"
26/01/2011 4.00,"2,3","35,4","39,5",,,"41,7","1,7","31,9"
26/01/2011 5.00,"2,1","37,7","41,6","0,8",,"41,7","1,8","31,9"
26/01/2011 6.00,"2,6","65,3","107,7","0,9",,"41,7","1,4","31,9"
26/01/2011 7.00,"2,8","87,8",184,1,,"41,7","1,7","31,9"
26/01/2011 8.00,"5,4","118,6","356,8","1,9",,"41,7","1,8","31,9"
26/01/2011 9.00,"7,1","88,1","176,2","1,1",,"41,7","2,6","31,9"
26/01/2011 10.00,"4,7","35,2","52,3","0,4",,"41,7","1,8","31,9"
26/01/2011 11.00,"3,9","25,8","38,1","0,3",,"41,7","0,8","31,9"
26/01/2011 12.00,"3,3","26,2","38,1","0,4",,"41,7","0,6","31,9"
26/01/2011 13.00,"3,3","34,9","51,1","0,5",,"41,7","0,6","31,9"
26/01/2011 14.00,"3,2","27,4","35,5","0,4",,"41,7","0,7","31,9"
26/01/2011 15.00,"2,8","49,7","73,7","0,4",,"41,7","0,6","31,9"
26/01/2011 16.00,"2,6","43,5","51,4","0,4",,"41,7","0,6","31,9"
26/01/2011 17.00,"2,6","63,5","74,7","0,6",,"41,7","0,7","31,9"
26/01/2011 18.00,"2,7","74,8","93,1","0,7",,"41,7","0,9","31,9"
26/01/2011 19.00,"3,1","65,8","79,1","0,7",,"41,7","1,2","31,9"
26/01/2011 20.00,"3,1","63,8",79,"0,7",,"41,7","1,4","31,9"
26/01/2011 21.00,"2,5","54,1","64,2","0,6",,"41,7","1,4","31,9"
26/01/2011 22.00,"2,3","35,5","40,4","0,5",,"41,7",1,"31,9"
26/01/2011 23.00,"2,3","24,2","27,6","0,4",,"41,7","0,7","31,9"
27/01/2011 0.00,2,"19,9","22,8","0,3",,"41,7","0,5","31,9"
27/01/2011 1.00,"1,9",12,"14,8","0,3",,"9,2","0,4","5,7"
27/01/2011 2.00,2,"6,4","8,9","0,2",,"9,2","0,4","5,7"
27/01/2011 3.00,"2,4","4,9","7,2","0,2",,"9,2","0,3","5,7"
27/01/2011 4.00,"1,8","4,7","6,9","0,2",,"9,2","0,5","5,7"
27/01/2011 5.00,2,"7,5","9,6","0,2",,"9,2","0,4","5,7"
27/01/2011 6.00,"1,8","20,1","23,6","0,3",,"9,2","0,4","5,7"
27/01/2011 7.00,"2,1","31,2","37,1","0,4",,"9,2","0,4","5,7"
27/01/2011 8.00,"2,2","54,5","75,3","0,6",,"9,2","0,5","5,7"
27/01/2011 9.00,"2,1","63,6","83,4","0,7",,"9,2","0,7","5,7"
27/01/2011 10.00,"2,2","43,8","59,3","0,5",,"9,2",1,"5,7"
27/01/2011 11.00,"2,4","28,7","39,1","0,4",,"9,2","0,8","5,7"
27/01/2011 12.00,"2,4","22,7","30,9","0,3",,"9,2","0,6","5,7"
27/01/2011 13.00,"2,2","26,4","36,3","0,4",,"9,2","0,6","5,7"
27/01/2011 14.00,"2,3","21,4","28,5","0,3",,"9,2","0,6","5,7"
27/01/2011 15.00,"2,2","16,6","21,4","0,3",,"9,2","0,5","5,7"
27/01/2011 16.00,"1,5","24,9","31,2","0,4",,"9,2","0,5","5,7"
27/01/2011 17.00,2,"32,5","40,1","0,4",,"9,2","0,6","5,7"
27/01/2011 18.00,"2,6","30,5","37,6","0,4",,"9,2","0,7","5,7"
27/01/2011 19.00,"2,2","31,2","37,5","0,4",,"9,2","0,6","5,7"
27/01/2011 20.00,"2,3","30,2","36,4","0,4",,"9,2","0,7","5,7"
27/01/2011 21.00,"2,2","23,8","28,5","0,4",,"9,2","0,6","5,7"
27/01/2011 22.00,"2,2","15,6","19,2","0,3",,"9,2","0,6","5,7"
27/01/2011 23.00,"2,6","9,2","12,4","0,3",,"9,2","0,5","5,7"
28/01/2011 0.00,"2,2","6,1","8,7","0,3",,"9,2","0,5","5,7"
28/01/2011 1.00,"2,4","3,2","5,7","0,2",,"4,9","0,4",
28/01/2011 2.00,"2,2",,,"0,2",,"4,9","0,3",
28/01/2011 3.00,,"11,2","13,5","0,2",,"4,9","0,3",
28/01/2011 4.00,"1,9","6,2","8,7",,,"4,9","0,3",
28/01/2011 5.00,"1,9","5,3","7,5","0,2",,"4,9","0,3",
28/01/2011 6.00,"1,9","5,6","8,2","0,2",,"4,9","0,3",
28/01/2011 7.00,"1,9","6,7","9,5","0,2",,"4,9","0,4",
28/01/2011 8.00,2,"12,2","16,6","0,3",,"4,9","0,4",
28/01/2011 9.00,"1,8","13,2","17,1","0,3",,"4,9","0,5",
28/01/2011 10.00,"1,7","10,5","13,7","0,3",,"4,9","0,5",
28/01/2011 11.00,2,"11,1","14,8","0,3",,"4,9","0,5",
28/01/2011 12.00,"2,2","9,7","14,5","0,3",,"4,9","0,5",
28/01/2011 13.00,"2,1","16,8","24,6","0,3",,"4,9","0,5",
28/01/2011 14.00,"1,5","13,3","17,1","0,3",,"4,9","0,6",
28/01/2011 15.00,"1,6","10,1","13,4","0,3",,"4,9","0,5",
28/01/2011 16.00,"1,7","11,9","15,4","0,3",,"4,9","0,5",
28/01/2011 17.00,2,"16,7","20,3","0,3",,"4,9","0,6",
28/01/2011 18.00,2,"17,9","21,4","0,3",,"4,9","0,7",
28/01/2011 19.00,"1,9","19,7","24,5","0,4",,"4,9","0,7",
28/01/2011 20.00,"1,8","19,3","22,9","0,4",,"4,9","0,8",
28/01/2011 21.00,"1,9","15,5","18,5","0,3",,"4,9","0,8",
28/01/2011 22.00,2,"12,4","15,2","0,3",,"4,9","0,8",
28/01/2011 23.00,"1,8","10,2",13,"0,3",,"4,9","0,7",
29/01/2011 0.00,"1,9",6,"8,6","0,3",,"4,9","0,7",
29/01/2011 1.00,2,"6,3","8,8","0,3",,"7,5","0,6",
29/01/2011 2.00,"1,9","5,6","8,2","0,3",,"7,5","0,5",
29/01/2011 3.00,"2,1","4,4","7,2","0,2",,"7,5","0,5",
29/01/2011 4.00,2,"6,8","9,1","0,2",,"7,5","0,5",
29/01/2011 5.00,"2,2","5,8","8,4","0,2",,"7,5","0,5",
