"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10
18/01/2011 8.00,"0,4",6,"12,6",,"17,2","33,9"
18/01/2011 9.00,"0,4","7,4","14,5",,"19,1","33,9"
18/01/2011 10.00,"0,6","8,6","16,9",,"16,9","33,9"
18/01/2011 11.00,"0,5","13,5",24,,"11,6","33,9"
18/01/2011 12.00,"0,5","12,5","21,9",,"19,1","33,9"
18/01/2011 13.00,"0,4","15,2","26,6",,"31,9","33,9"
18/01/2011 14.00,"0,4","11,7","19,6",,50,"33,9"
18/01/2011 15.00,"0,5",21,30,,"41,2","33,9"
18/01/2011 16.00,"0,6","14,2",21,,"49,9","33,9"
18/01/2011 17.00,"0,4","13,3","19,7",,"49,7","33,9"
18/01/2011 18.00,"0,4","15,4","22,7",,"29,1","33,9"
18/01/2011 19.00,"0,4",14,"22,3",,17,"33,9"
18/01/2011 20.00,"0,3","12,4","20,6",,"1,7","33,9"
18/01/2011 21.00,"0,5","14,5","21,4",,"1,3","33,9"
18/01/2011 22.00,"0,3","14,6","21,5",,"4,8","33,9"
18/01/2011 23.00,"0,4","16,3","23,6",,"5,1","33,9"
19/01/2011 0.00,"0,5","16,5","24,8",,"0,8","33,9"
19/01/2011 1.00,"0,5","10,8","19,5",,0,
19/01/2011 2.00,"0,5","9,3","17,7",,0,
19/01/2011 3.00,"0,5","8,8","17,6",,0,
19/01/2011 4.00,"0,5","11,4","22,6",,0,
19/01/2011 5.00,"0,5","11,8","20,1",,"6,4",
19/01/2011 6.00,"0,6","7,8","15,6",,"12,4",
19/01/2011 7.00,"0,6","10,5","19,5",,5,
19/01/2011 8.00,"0,6","10,3","18,2",,"12,5",
19/01/2011 9.00,"0,6","12,7","23,1",,"13,4",
19/01/2011 10.00,"0,6","21,7","34,1",,"8,6",
19/01/2011 11.00,"0,7","22,9","36,1",,"14,4",
19/01/2011 12.00,"0,4","13,6","21,2",,"38,1",
19/01/2011 13.00,"0,6","6,3","13,2",,"50,1",
19/01/2011 14.00,"0,4","6,7","13,9",,"59,9",
19/01/2011 15.00,"0,6","6,3",13,,"59,5",
19/01/2011 16.00,"0,6","6,2","12,2",,"57,9",
19/01/2011 17.00,"0,4","8,9","16,3",,"47,9",
19/01/2011 18.00,"0,5","7,5","14,5",,46,
19/01/2011 19.00,"0,5","15,6",23,,"28,1",
19/01/2011 20.00,"0,5","17,4",25,,"16,9",
19/01/2011 21.00,"0,4","23,7","32,5",,"8,1",
19/01/2011 22.00,"0,6","27,8","36,1",,0,
19/01/2011 23.00,,,,,,
20/01/2011 0.00,,,,,,
20/01/2011 1.00,,,,,,"31,2"
20/01/2011 2.00,,,,,,"31,2"
20/01/2011 3.00,,,,,,"31,2"
20/01/2011 4.00,,,,,,"31,2"
20/01/2011 5.00,,,,,,"31,2"
20/01/2011 6.00,,,,,,"31,2"
20/01/2011 7.00,,,,,,"31,2"
20/01/2011 8.00,,,,,,"31,2"
20/01/2011 9.00,,,,,,"31,2"
20/01/2011 10.00,,,,,,"31,2"
20/01/2011 11.00,,,,,,"31,2"
20/01/2011 12.00,,,,,,"31,2"
20/01/2011 13.00,,,,,,"31,2"
20/01/2011 14.00,,,,,,"31,2"
20/01/2011 15.00,,,,,,"31,2"
20/01/2011 16.00,,,,,,"31,2"
20/01/2011 17.00,,,,,,"31,2"
20/01/2011 18.00,,,,,,"31,2"
20/01/2011 19.00,,,,,,"31,2"
20/01/2011 20.00,,,,,,"31,2"
20/01/2011 21.00,,,,,,"31,2"
20/01/2011 22.00,,,,,,"31,2"
20/01/2011 23.00,,,,,,"31,2"
21/01/2011 0.00,,,,,,"31,2"
21/01/2011 1.00,,,,,,19
21/01/2011 2.00,,,,,,19
21/01/2011 3.00,,,,,,19
21/01/2011 4.00,,,,,,19
21/01/2011 5.00,,,,,,19
21/01/2011 6.00,,,,,,19
21/01/2011 7.00,,,,,,19
21/01/2011 8.00,,,,,,19
21/01/2011 9.00,,,,,,19
21/01/2011 10.00,,,,,,19
21/01/2011 11.00,,,,,,19
21/01/2011 12.00,,,,,,19
21/01/2011 13.00,,,,,,19
21/01/2011 14.00,,,,,,19
21/01/2011 15.00,,,,,,19
21/01/2011 16.00,,,,,,19
21/01/2011 17.00,"0,6","12,2","20,6",,"37,6",19
21/01/2011 18.00,"0,4","14,5","22,2",,25,19
21/01/2011 19.00,"0,4","15,5","22,9",,"16,4",19
21/01/2011 20.00,"0,4",13,"19,8",,"19,1",19
21/01/2011 21.00,"0,4","12,7","19,1",,"22,6",19
21/01/2011 22.00,"0,4","11,4","17,5",,"23,8",19
21/01/2011 23.00,"0,3","11,9","17,9",,"19,2",19
22/01/2011 0.00,"0,3","10,9","17,2",,"14,8",19
22/01/2011 1.00,,"9,8","16,3",,"17,7","9,6"
22/01/2011 2.00,"0,4",,,,"14,3","9,6"
22/01/2011 3.00,"0,5","9,1",13,,"12,1","9,6"
22/01/2011 4.00,"0,5","7,8","12,5",,"14,5","9,6"
22/01/2011 5.00,"0,4","7,4","12,6",,,"9,6"
22/01/2011 6.00,"0,4","7,3","13,3",,"12,1","9,6"
22/01/2011 7.00,"0,5","7,8","14,1",,"11,8","9,6"
22/01/2011 8.00,"0,6",12,"23,6",,"4,6","9,6"
22/01/2011 9.00,"0,4","17,1","33,2",,"3,3","9,6"
22/01/2011 10.00,"0,6",19,"34,7",,"3,6","9,6"
22/01/2011 11.00,"0,7","16,2","26,4",,"23,3","9,6"
22/01/2011 12.00,"0,5","6,7","13,2",,"57,4","9,6"
22/01/2011 13.00,"0,5","5,8","11,6",,64,"9,6"
22/01/2011 14.00,"0,5","4,8","10,1",,"61,4","9,6"
22/01/2011 15.00,"0,5","4,8",10,,"55,1","9,6"
22/01/2011 16.00,"0,5","3,4","8,6",,60,"9,6"
22/01/2011 17.00,"0,3","4,6","10,3",,"45,1","9,6"
22/01/2011 18.00,"0,4","6,4","12,7",,"37,2","9,6"
22/01/2011 19.00,"0,4","11,1","18,3",,"26,7","9,6"
22/01/2011 20.00,"0,3","10,3","18,1",,"35,1","9,6"
22/01/2011 21.00,"0,4","7,9","14,4",,"39,2","9,6"
22/01/2011 22.00,"0,4","6,4",13,,"59,6","9,6"
22/01/2011 23.00,"0,5",4,"10,4",,"69,3","9,6"
23/01/2011 0.00,"0,5","3,5","9,8",,"70,4","9,6"
23/01/2011 1.00,"0,4","3,5","9,7",,"70,4",11
23/01/2011 2.00,"0,4","3,2","9,2",,"68,2",11
23/01/2011 3.00,"0,3","2,9","8,9",,68,11
23/01/2011 4.00,"0,4","5,3","11,5",,"54,8",11
23/01/2011 5.00,"0,3","6,9","12,7",,"38,1",11
23/01/2011 6.00,"0,4","5,1","11,5",,"32,4",11
23/01/2011 7.00,"0,4","5,6","12,1",,"17,7",11
23/01/2011 8.00,"0,4","6,3","13,2",,11,11
23/01/2011 9.00,"0,5","6,9","14,2",,"19,5",11
23/01/2011 10.00,"0,5","7,4","14,3",,"34,3",11
23/01/2011 11.00,"0,5",4,10,,"48,6",11
23/01/2011 12.00,"0,5","3,5","8,6",,"55,4",11
23/01/2011 13.00,"0,6","3,4","8,6",,"57,2",11
23/01/2011 14.00,"0,5","3,4","8,5",,60,11
23/01/2011 15.00,"0,5",4,"9,3",,"59,5",11
23/01/2011 16.00,"0,5","5,6","11,4",,"55,8",11
23/01/2011 17.00,"0,6","6,7",12,,"48,6",11
23/01/2011 18.00,"0,5",8,"13,9",,"34,3",11
23/01/2011 19.00,"0,5",10,"16,5",,"19,3",11
23/01/2011 20.00,"0,6","19,2","27,3",,"14,7",11
23/01/2011 21.00,"0,5","18,7","25,9",,"6,5",11
23/01/2011 22.00,"0,4","15,4","22,3",,"10,8",11
23/01/2011 23.00,"0,5","10,7","17,8",,"4,3",11
24/01/2011 0.00,"0,6","12,6","19,6",,,11
24/01/2011 1.00,,"12,4","18,4",,"4,2","26,5"
24/01/2011 2.00,"0,8",,,,"5,9","26,5"
24/01/2011 3.00,"0,8","7,2","9,4",,"2,8","26,5"
24/01/2011 4.00,"0,7","8,2","10,4",,"2,6","26,5"
24/01/2011 5.00,"0,7","9,3","11,3",,,"26,5"
24/01/2011 6.00,"0,7","12,8","16,9",,"1,6","26,5"
24/01/2011 7.00,"0,8",17,"22,7",,,"26,5"
24/01/2011 8.00,"0,8","13,5","20,6",,,"26,5"
24/01/2011 9.00,"0,8",19,"38,7",,,"26,5"
24/01/2011 10.00,"3,4","21,6","39,5",,"2,9","26,5"
24/01/2011 11.00,"1,1","12,7","19,6",,30,"26,5"
24/01/2011 12.00,"1,1","10,7","17,4",,"45,4","26,5"
24/01/2011 13.00,1,"6,2","11,7",,"51,5","26,5"
24/01/2011 14.00,"0,8","6,1","12,4",,"55,5","26,5"
24/01/2011 15.00,"0,8","5,1","10,7",,"57,4","26,5"
24/01/2011 16.00,1,"6,6","12,7",,"55,9","26,5"
24/01/2011 17.00,1,"8,4","14,6",,"54,7","26,5"
24/01/2011 18.00,1,"7,8","13,8",,"50,1","26,5"
24/01/2011 19.00,"0,8","6,7","12,9",,"50,7","26,5"
24/01/2011 20.00,1,"6,9","13,7",,"50,3","26,5"
24/01/2011 21.00,1,"7,9","14,8",,"46,2","26,5"
24/01/2011 22.00,"1,1","9,3","15,9",,"36,6","26,5"
24/01/2011 23.00,1,"9,2","15,1",,"33,8","26,5"
25/01/2011 0.00,1,"9,3",15,,"37,6","26,5"
25/01/2011 1.00,"0,9","7,6","12,9",,37,"21,9"
25/01/2011 2.00,1,"7,1","11,7",,"37,7","21,9"
25/01/2011 3.00,"0,9","3,5","7,1",,53,"21,9"
25/01/2011 4.00,"0,8",3,"6,1",,"50,4","21,9"
25/01/2011 5.00,"0,9","3,5","6,3",,"45,2","21,9"
25/01/2011 6.00,"0,7","3,5",6,,"48,7","21,9"
25/01/2011 7.00,"0,7","3,7",6,,"46,9","21,9"
25/01/2011 8.00,"0,8","5,3","7,5",,"43,5","21,9"
25/01/2011 9.00,"0,9","7,2","10,1",,"40,1","21,9"
25/01/2011 10.00,"1,1","8,2","12,6",,"47,3","21,9"
25/01/2011 11.00,"1,5","4,8","9,9",,"58,7","21,9"
25/01/2011 12.00,"1,6","4,9","10,4",,"62,6","21,9"
25/01/2011 13.00,"1,8","5,5","11,4",,"65,6","21,9"
25/01/2011 14.00,2,"5,4","11,9",,"66,8","21,9"
25/01/2011 15.00,"1,5","6,1","12,4",,"69,2","21,9"
25/01/2011 16.00,"1,7","4,5","11,6",,"70,7","21,9"
25/01/2011 17.00,"1,7","6,1","13,6",,"68,6","21,9"
25/01/2011 18.00,"1,4","7,1","14,4",,"60,8","21,9"
25/01/2011 19.00,"1,1","9,7","15,8",,"47,5","21,9"
25/01/2011 20.00,"1,1","7,7","12,2",,"42,7","21,9"
25/01/2011 21.00,"1,2","10,3","13,2",,"23,1","21,9"
25/01/2011 22.00,"1,3","9,8","11,6",,"37,4","21,9"
25/01/2011 23.00,1,"7,4","8,6",,"50,9","21,9"
26/01/2011 0.00,"0,9",8,9,,"36,5","21,9"
26/01/2011 1.00,,"6,3","6,9",,"17,5","28,1"
26/01/2011 2.00,"0,6",,,,"10,8","28,1"
26/01/2011 3.00,"0,5","4,1","4,1",,"4,5","28,1"
26/01/2011 4.00,"0,6","3,8",4,,"13,6","28,1"
26/01/2011 5.00,"0,5","23,7","66,9",,,"28,1"
26/01/2011 6.00,"0,5","5,9","6,9",,"8,5","28,1"
26/01/2011 7.00,"0,5","11,9","12,5",,"1,1","28,1"
26/01/2011 8.00,"0,8","20,7","42,5",,,"28,1"
26/01/2011 9.00,"1,1",30,"67,4",,,"28,1"
26/01/2011 10.00,"1,3","33,8","59,6",,"14,3","28,1"
26/01/2011 11.00,1,"11,2","13,8",,"47,4","28,1"
26/01/2011 12.00,"1,3","8,2","12,2",,"55,4","28,1"
26/01/2011 13.00,"1,2","6,1","9,5",,"69,4","28,1"
26/01/2011 14.00,"1,1","4,8","8,5",,"70,9","28,1"
26/01/2011 15.00,1,"5,1","9,1",,"72,8","28,1"
26/01/2011 16.00,,8,"12,9",,"65,4","28,1"
26/01/2011 17.00,"0,9","6,5",12,,"65,1","28,1"
26/01/2011 18.00,"0,8","14,3","20,1",,"50,4","28,1"
26/01/2011 19.00,1,"18,5","26,6",,"42,3","28,1"
26/01/2011 20.00,"0,9","14,6","20,7",,"51,2","28,1"
26/01/2011 21.00,"0,8",13,"19,2",,"53,3","28,1"
26/01/2011 22.00,"0,8","11,3","17,5",,"54,1","28,1"
26/01/2011 23.00,"0,7",10,"16,3",,"47,6","28,1"
27/01/2011 0.00,"0,8","9,8","16,3",,"44,7","28,1"
27/01/2011 1.00,"0,9","6,4","12,6",,53,"8,2"
27/01/2011 2.00,"0,6","3,8","9,7",,"66,5","8,2"
27/01/2011 3.00,"0,6","6,3","12,3",,"57,9","8,2"
27/01/2011 4.00,"0,8",5,"11,3",,"56,7","8,2"
27/01/2011 5.00,"0,6","8,6","14,6",,49,"8,2"
27/01/2011 6.00,"0,7","4,1","10,1",,"48,7","8,2"
27/01/2011 7.00,"0,7","6,1",12,,"47,3","8,2"
27/01/2011 8.00,"0,7","5,7",12,,"53,7","8,2"
27/01/2011 9.00,"0,8","16,1","24,7",,"38,6","8,2"
27/01/2011 10.00,"0,6","16,6","26,4",,"37,4","8,2"
27/01/2011 11.00,"0,6","8,3","15,8",,"50,8","8,2"
27/01/2011 12.00,"0,6","6,6","14,9",,"57,3","8,2"
27/01/2011 13.00,"0,5","5,6","12,7",,"62,7","8,2"
27/01/2011 14.00,"0,5","6,2","12,8",,"61,8","8,2"
27/01/2011 15.00,"0,5","5,5","9,9",,"63,6","8,2"
27/01/2011 16.00,"0,6","6,3","11,5",,"62,4","8,2"
27/01/2011 17.00,"0,5",7,"13,2",,"57,7","8,2"
27/01/2011 18.00,"0,3","7,2","13,3",,"53,7","8,2"
27/01/2011 19.00,"0,4",7,"13,3",,"57,8","8,2"
27/01/2011 20.00,"0,5","13,5",20,,"49,8","8,2"
27/01/2011 21.00,"0,5",6,"12,4",,"61,5","8,2"
27/01/2011 22.00,"0,5","8,2","14,5",,"58,4","8,2"
27/01/2011 23.00,"0,4",5,"11,3",,"63,8","8,2"
28/01/2011 0.00,"0,3","7,3","13,3",,"57,7","8,2"
28/01/2011 1.00,,"3,6","9,5",,"61,3","5,3"
28/01/2011 2.00,"0,5",,,,"63,7","5,3"
28/01/2011 3.00,"0,4","3,3","6,4",,"64,3","5,3"
28/01/2011 4.00,"0,5",3,"6,9",,"63,7","5,3"
28/01/2011 5.00,"0,5","2,8","6,9",,,"5,3"
28/01/2011 6.00,"0,7","3,2","7,7",,"64,9","5,3"
28/01/2011 7.00,"0,5","3,1","7,7",,"64,8","5,3"
28/01/2011 8.00,"0,5",4,"9,1",,"63,7","5,3"
28/01/2011 9.00,"0,6","6,5","12,4",,"62,5","5,3"
28/01/2011 10.00,"0,5","10,4","17,4",,"60,5","5,3"
28/01/2011 11.00,"0,6","5,4","11,9",,"60,8","5,3"
28/01/2011 12.00,"0,4","5,7","13,8",,"58,6","5,3"
28/01/2011 13.00,"0,6","5,1","12,1",,"60,1","5,3"
28/01/2011 14.00,"0,5","4,8","11,4",,"59,2","5,3"
28/01/2011 15.00,"0,4","7,2","14,2",,53,"5,3"
28/01/2011 16.00,"0,4","6,1","13,2",,"56,2","5,3"
28/01/2011 17.00,"0,4","5,8","13,4",,"54,3","5,3"
28/01/2011 18.00,"0,4","7,1",14,,"52,3","5,3"
28/01/2011 19.00,"0,4","7,5","13,6",,"48,6","5,3"
28/01/2011 20.00,"0,5","7,7","13,5",,"48,4","5,3"
28/01/2011 21.00,"0,4","8,5","14,6",,"44,5","5,3"
28/01/2011 22.00,"0,5","9,6","15,9",,"39,9","5,3"
28/01/2011 23.00,"0,4","10,8","16,9",,"36,3","5,3"
29/01/2011 0.00,"0,5","8,4","14,5",,37,"5,3"
29/01/2011 1.00,"0,4","5,9",12,,"41,1",7
29/01/2011 2.00,"0,5","5,3","11,6",,"42,5",7
29/01/2011 3.00,"0,4","4,7","10,9",,"44,7",7
29/01/2011 4.00,"0,4","4,9",11,,"40,5",7
29/01/2011 5.00,"0,4","4,3","10,5",,"36,9",7
29/01/2011 6.00,"0,4","4,1","10,2",,"38,2",7
29/01/2011 7.00,"0,4","5,7","12,2",,"38,1",7
29/01/2011 8.00,"0,5","8,1","14,9",,"34,7",7
29/01/2011 9.00,"0,6","10,9","18,6",,"36,5",7
29/01/2011 10.00,"0,5","7,7","14,9",,"52,5",7
29/01/2011 11.00,"0,5","5,9","13,1",,"56,7",7
29/01/2011 12.00,"0,4","5,4",13,,"57,7",7
29/01/2011 13.00,"0,4","4,9","13,1",,"57,2",7
29/01/2011 14.00,"0,5","6,3","14,1",,"53,1",7
29/01/2011 15.00,"0,4","6,5","13,5",,"49,9",7
29/01/2011 16.00,"0,5","9,1","16,4",,"39,8",7
29/01/2011 17.00,"0,4","11,8","19,8",,"28,4",7
29/01/2011 18.00,"0,5","10,3","17,9",,"23,2",7
29/01/2011 19.00,"0,4",13,"21,9",,"14,9",7
29/01/2011 20.00,"0,5","12,7","20,7",,"12,6",7
29/01/2011 21.00,"0,6","16,3","23,1",,13,7
29/01/2011 22.00,"0,5","15,2","22,3",,"10,2",7
29/01/2011 23.00,"0,5","18,9","26,1",,"5,4",7
30/01/2011 0.00,"0,5","15,8","22,5",,5,7
30/01/2011 1.00,,"14,9","21,6",,"15,4","14,4"
30/01/2011 2.00,"0,7",,,,"16,2","14,4"
30/01/2011 3.00,"0,8","8,7","12,7",,"17,4","14,4"
30/01/2011 4.00,"0,6","5,4","9,7",,"29,7","14,4"
30/01/2011 5.00,"0,9","4,2",9,,,"14,4"
30/01/2011 6.00,"0,6","6,1","11,2",,"32,9","14,4"
30/01/2011 7.00,"0,7","3,4","8,5",,"46,2","14,4"
30/01/2011 8.00,"0,9","7,1","12,4",,"41,7","14,4"
30/01/2011 9.00,"0,8","5,9","11,4",,"40,3","14,4"
30/01/2011 10.00,"0,8","6,1","11,6",,"39,9","14,4"
30/01/2011 11.00,"0,8","3,9","9,4",,49,"14,4"
30/01/2011 12.00,"0,7",4,"9,5",,"54,4","14,4"
30/01/2011 13.00,"0,7","3,8","9,4",,"63,4","14,4"
30/01/2011 14.00,"0,8","3,8","9,7",,"65,9","14,4"
30/01/2011 15.00,"0,9",4,"9,7",,"65,9","14,4"
30/01/2011 16.00,"0,8","4,1","10,2",,54,"14,4"
30/01/2011 17.00,"0,8","6,2","12,6",,40,"14,4"
30/01/2011 18.00,"0,9","10,1","18,1",,"31,8","14,4"
30/01/2011 19.00,"0,9","10,1","17,2",,"30,6","14,4"
30/01/2011 20.00,"0,8","8,8","15,6",,"33,7","14,4"
30/01/2011 21.00,"0,7","13,2","21,1",,"17,2","14,4"
30/01/2011 22.00,"0,9","20,5","27,6",,"5,6","14,4"
30/01/2011 23.00,"0,8","32,8","43,9",,,"14,4"
31/01/2011 0.00,"0,8","26,6","35,5",,,"14,4"
31/01/2011 1.00,"0,9","20,7",28,,,"28,8"
31/01/2011 2.00,1,"22,6","29,9",,,"28,8"
31/01/2011 3.00,"0,9","19,5","26,4",,1,"28,8"
31/01/2011 4.00,"0,9","16,4","22,8",,"1,5","28,8"
31/01/2011 5.00,"0,8","10,6","16,4",,"7,4","28,8"
31/01/2011 6.00,"0,8","11,8","18,1",,"12,9","28,8"
31/01/2011 7.00,"0,9","12,2","18,6",,"7,2","28,8"
31/01/2011 8.00,"1,1","17,3",31,,"7,6","28,8"
31/01/2011 9.00,"1,1","33,5","65,6",,"1,6","28,8"
31/01/2011 10.00,"0,8","25,2","41,7",,"11,4","28,8"
31/01/2011 11.00,"0,8","21,5","34,3",,"20,2","28,8"
31/01/2011 12.00,"0,9","17,3","26,6",,"29,3","28,8"
31/01/2011 13.00,"0,7","7,7","15,3",,"45,1","28,8"
31/01/2011 14.00,"0,8","5,7","12,8",,"52,9","28,8"
31/01/2011 15.00,"0,7","7,5",15,,"56,2","28,8"
31/01/2011 16.00,"0,8","7,1",14,,"53,3","28,8"
31/01/2011 17.00,"0,7","9,7","16,6",,"48,5","28,8"
31/01/2011 18.00,"0,7",11,"18,5",,"41,5","28,8"
31/01/2011 19.00,"0,9",11,"17,1",,"31,6","28,8"
31/01/2011 20.00,"0,7","16,8","24,6",,"13,6","28,8"
31/01/2011 21.00,"0,9","24,9","31,7",,"2,3","28,8"
31/01/2011 22.00,"0,9","23,4",30,,"5,1","28,8"
31/01/2011 23.00,"0,8","21,8","28,9",,"4,2","28,8"
01/02/2011 0.00,"1,1",15,"23,3",,"10,9","28,8"
01/02/2011 1.00,,"13,9","22,6",,11,"29,3"
01/02/2011 2.00,"0,9",,,,"11,3","29,3"
01/02/2011 3.00,"0,9","9,9","16,3",,"7,7","29,3"
01/02/2011 4.00,1,"6,9","14,4",,"1,7","29,3"
01/02/2011 5.00,"0,9","6,4","13,4",,,"29,3"
01/02/2011 6.00,"0,7","5,7","11,5",,"9,5","29,3"
01/02/2011 7.00,"0,7","6,9","12,3",,12,"29,3"
01/02/2011 8.00,"0,9",17,"40,1",,"4,2","29,3"
01/02/2011 9.00,"1,1","25,5","64,4",,,"29,3"
01/02/2011 10.00,"1,1","25,3","45,5",,"9,8","29,3"
01/02/2011 11.00,"0,9","13,1","22,6",,"33,7","29,3"
01/02/2011 12.00,"0,9","5,5","11,5",,"50,1","29,3"
01/02/2011 13.00,"0,9","5,3",11,,"54,7","29,3"
01/02/2011 14.00,"1,1","4,2","10,2",,55,"29,3"
01/02/2011 15.00,1,"4,9","10,2",,"53,3","29,3"
01/02/2011 16.00,"0,8",7,"13,3",,"51,4","29,3"
01/02/2011 17.00,1,"9,7","17,6",,"48,2","29,3"
01/02/2011 18.00,1,"14,6","22,2",,"36,3","29,3"
01/02/2011 19.00,"1,1","17,4","25,9",,"23,1","29,3"
01/02/2011 20.00,"1,1","26,1","34,5",,"11,1","29,3"
01/02/2011 21.00,"1,1","38,5","52,4",,,"29,3"
01/02/2011 22.00,"1,2","41,8","60,6",,,"29,3"
01/02/2011 23.00,"1,1","34,9","47,7",,,"29,3"
02/02/2011 0.00,1,"35,6","47,4",,,"29,3"
02/02/2011 1.00,1,"29,7",42,,,"30,2"
02/02/2011 2.00,1,25,"37,6",,,"30,2"
02/02/2011 3.00,1,"25,4","34,2",,,"30,2"
02/02/2011 4.00,"1,2",17,"24,5",,"4,4","30,2"
02/02/2011 5.00,1,"12,8","20,3",,"7,7","30,2"
02/02/2011 6.00,1,11,19,,"13,1","30,2"
02/02/2011 7.00,"0,9","9,2","16,4",,"8,3","30,2"
02/02/2011 8.00,"1,2","19,8","33,5",,"3,8","30,2"
02/02/2011 9.00,"0,9","27,1","45,8",,,"30,2"
02/02/2011 10.00,"1,2","33,3","67,4",,,"30,2"
02/02/2011 11.00,"1,3","37,6","59,2",,"6,7","30,2"
02/02/2011 12.00,"1,1","20,6","31,6",,"24,3","30,2"
02/02/2011 13.00,"0,9",13,"22,1",,"41,1","30,2"
02/02/2011 14.00,1,"12,9","21,3",,"40,4","30,2"
02/02/2011 15.00,"1,1","13,4","21,5",,"44,6","30,2"
02/02/2011 16.00,"1,1","10,9","17,3",,"48,7","30,2"
02/02/2011 17.00,"0,9","3,9","10,3",,"58,9","30,2"
02/02/2011 18.00,"1,1",4,"10,4",,"49,7","30,2"
02/02/2011 19.00,1,"7,4","14,1",,"35,8","30,2"
02/02/2011 20.00,"0,9","18,5","25,3",,"31,2","30,2"
02/02/2011 21.00,"0,9","13,4",20,,34,"30,2"
02/02/2011 22.00,"1,1","13,1","19,6",,"49,2","30,2"
02/02/2011 23.00,1,"9,8","16,5",,"58,5","30,2"
03/02/2011 0.00,"1,1","9,8","18,3",,"57,4","30,2"
03/02/2011 1.00,,"8,2","15,5",,"56,9","23,8"
03/02/2011 2.00,"0,6",,,,"58,6","23,8"
03/02/2011 3.00,"0,4","4,8","8,7",,"62,6","23,8"
03/02/2011 4.00,"0,5","4,6","9,4",,"58,5","23,8"
03/02/2011 5.00,"0,4","4,9",10,,,"23,8"
03/02/2011 6.00,"0,5","4,8","10,5",,"42,9","23,8"
03/02/2011 7.00,"0,5","9,1","15,6",,"23,5","23,8"
03/02/2011 8.00,"0,6","9,7",16,,"31,9","23,8"
03/02/2011 9.00,"0,6","8,6","15,7",,"45,5","23,8"
03/02/2011 10.00,"0,4","11,3","19,7",,"46,2","23,8"
03/02/2011 11.00,"0,4","7,7","16,1",,"54,6","23,8"
03/02/2011 12.00,"0,7","6,8","14,8",,"57,8","23,8"
03/02/2011 13.00,"0,5","7,7","15,7",,"58,6","23,8"
03/02/2011 14.00,"0,5","5,1","12,3",,"65,4","23,8"
03/02/2011 15.00,"0,5","5,8","12,8",,"66,5","23,8"
03/02/2011 16.00,"0,7","5,7","14,2",,"68,5","23,8"
03/02/2011 17.00,"0,6","5,5","13,3",,"73,4","23,8"
03/02/2011 18.00,"0,5","7,6","14,8",,"65,6","23,8"
03/02/2011 19.00,"0,7","15,3","22,6",,"49,4","23,8"
03/02/2011 20.00,"0,5","13,4","21,2",,"53,4","23,8"
03/02/2011 21.00,"0,6","4,8","12,6",,"74,2","23,8"
03/02/2011 22.00,"0,6","4,7","12,1",,"72,3","23,8"
03/02/2011 23.00,"0,6","4,7","11,7",,"72,3","23,8"
04/02/2011 0.00,"0,5","5,2","12,3",,"68,2","23,8"
04/02/2011 1.00,"0,6","5,5","12,8",,"59,9","23,8"
04/02/2011 2.00,"0,6","5,3","12,5",,"57,6","23,8"
04/02/2011 3.00,"0,6","4,3","11,6",,"63,3","23,8"
04/02/2011 4.00,"0,7","3,8","11,2",,"61,6","23,8"
04/02/2011 5.00,"0,6","3,9","11,4",,"63,3","23,8"
04/02/2011 6.00,"0,7","5,1","12,7",,"57,8","23,8"
04/02/2011 7.00,"0,6","6,1","13,8",,"58,1","23,8"
04/02/2011 8.00,"0,8","8,2","18,2",,60,"23,8"
04/02/2011 9.00,"0,7","8,1","16,8",,63,"23,8"
04/02/2011 10.00,"0,7","6,7","14,7",,"65,9","23,8"
04/02/2011 11.00,"0,8","6,7","14,5",,"68,3","23,8"
04/02/2011 12.00,"0,9","5,2","12,5",,"72,2","23,8"
04/02/2011 13.00,"0,7","4,3","11,9",,74,"23,8"
04/02/2011 14.00,"0,8","4,2","12,6",,"75,3","23,8"
04/02/2011 15.00,"0,9",4,11,,"76,5","23,8"
04/02/2011 16.00,"0,7",4,"10,6",,"76,3","23,8"
04/02/2011 17.00,"0,7","4,6","11,7",,"72,3","23,8"
04/02/2011 18.00,"0,8","6,4","13,7",,"67,9","23,8"
04/02/2011 19.00,"0,7","6,7","14,1",,"64,5","23,8"
04/02/2011 20.00,"0,7","7,3",15,,"62,5","23,8"
04/02/2011 21.00,"0,9","7,8",15,,"58,9","23,8"
04/02/2011 22.00,"0,8","8,2","15,3",,"51,7","23,8"
04/02/2011 23.00,"0,9","16,7","24,6",,"35,1","23,8"
05/02/2011 0.00,"0,7","9,5","17,1",,"45,6","23,8"
05/02/2011 1.00,,"7,9","14,9",,"34,9","23,3"
05/02/2011 2.00,"0,7",,,,"35,2","23,3"
05/02/2011 3.00,"0,9","7,1","11,5",,"32,7","23,3"
05/02/2011 4.00,"0,8","8,2","13,6",,29,"23,3"
05/02/2011 5.00,"0,8","7,7","13,9",,,"23,3"
05/02/2011 6.00,"0,9","8,1","14,7",,"30,4","23,3"
05/02/2011 7.00,"0,7","9,1","15,7",,"30,5","23,3"
05/02/2011 8.00,"0,6","10,4","16,3",,26,"23,3"
05/02/2011 9.00,"0,8",13,"20,8",,27,"23,3"
05/02/2011 10.00,"0,6","11,6","19,3",,"37,5","23,3"
